idspecies,ecofunct_group,sourceid
51301,Detritovorous,17500
51303,Parasite,17500
51304,Phytophagous,7272
51305,Parasite,17500
51306,Parasite,7272
51307,Detritovorous,17500
51308,Phytophagous,7272
51309,Phytophagous,7272
51310,Phytophagous,7272
51311,Phytophagous,17500
51312,Phytophagous,7272
51313,Parasite,7272
51314,Parasite,17500
51315,Detritovorous,17500
51316,Parasite,17500
51317,Phytophagous,7272
51318,Phytophagous,17500
51319,Phytophagous,17500
51320,Detritovorous,7272
51321,Detritovorous,17500
51322,Detritovorous,7272
51323,Phytophagous,17500
51324,Detritovorous,17500
51325,Detritovorous,17500
51326,Detritovorous,17500
51327,Phytophagous,7272
51328,Detritovorous,17500
51329,Detritovorous,17500
51330,Phytophagous,7272
51332,Phytophagous,7272
51333,Phytophagous,7272
51334,Parasite,7272
51335,Detritovorous,17500
51336,Detritovorous,17500
51337,Detritovorous,17500
51338,Detritovorous,17500
51339,Detritovorous,17500
51340,Parasite,17500
51341,Parasite,17500
51342,Detritovorous,17500
51343,Parasite,17500
51344,Parasite,17500
51345,Parasite,17500
51346,Phytophagous,17500
51347,Phytophagous,7272
51349,Phytophagous,7272
51350,Phytophagous,7272
51352,Phytophagous,7272
51353,Phytophagous,7272
51356,Phytophagous,7272
51357,Detritovorous,7272
51358,Phytophagous,7272
51360,Phytophagous,7272
51361,Phytophagous,17500
51362,Parasite,7272
51363,Detritovorous,7272
51364,Parasite,7272
51365,Parasite,7272
51366,Parasite,7272
51367,Parasite,7272
51368,Parasite,7272
51369,Phytophagous,7272
51370,Phytophagous,7272
51371,Parasite,17500
51372,Parasite,17500
51373,Phytophagous,7272
51374,Phytophagous,7272
51375,Parasite,7272
51376,Parasite,17500
51377,Parasite,17500
51378,Phytophagous,17500
51379,Phytophagous,7272
51380,Phytophagous,7272
51381,Phytophagous,17500
51382,Phytophagous,7272
51383,Phytophagous,7272
51384,Phytophagous,17500
51385,Phytophagous,17500
51386,Phytophagous,7272
51387,Phytophagous,17500
51388,Phytophagous,7272
51389,Phytophagous,7272
51390,Phytophagous,7272
51391,Phytophagous,17500
51393,Phytophagous,17500
51394,Parasite,17500
51395,Parasite,17500
51396,Phytophagous,7272
51397,Phytophagous,17500
51398,Phytophagous,7272
51399,Parasite,7272
51400,Phytophagous,7272
51401,Detritovorous,17500
51402,Detritovorous,7272
51403,Phytophagous,7272
51404,Phytophagous,7272
51405,Phytophagous,7272
51406,Parasite,17500
51407,Detritovorous,7272
51408,Detritovorous,7272
51409,Phytophagous,7272
51410,Detritovorous,7272
51411,Phytophagous,7272
51412,Phytophagous,17500
51413,Detritovorous,17500
51414,Detritovorous,17500
51415,Phytophagous,7272
51416,Phytophagous,7272
51417,Phytophagous,17500
51418,Detritovorous,17500
51419,Phytophagous,17500
51420,Phytophagous,17500
51421,Phytophagous,7272
51422,Detritovorous,17500
51423,Detritovorous,7272
51424,Detritovorous,17500
51425,Detritovorous,17500
51426,Phytophagous,7272
51427,Detritovorous,17500
51428,Phytophagous,7272
51429,Parasite,17500
51430,Other,17500
51431,Phytophagous,7272
51432,Phytophagous,17500
51433,Phytophagous,7272
51434,Detritovorous,7272
51435,Phytophagous,17500
51436,Detritovorous,17500
51437,Phytophagous,17500
51438,Phytophagous,7272
51439,Phytophagous,7272
51440,Detritovorous,17500
51441,Detritovorous,17500
51442,Phytophagous,17500
51443,Parasite,17500
51444,Phytophagous,7272
51445,Detritovorous,7272
51446,Phytophagous,17500
51447,Parasite,17500
51448,Parasite,17500
51449,Parasite,17500
51450,Parasite,17500
51451,Phytophagous,17500
51452,Parasite,17500
51453,Detritovorous,17500
51454,Parasite,17500
51455,Detritovorous,17500
51456,Parasite,17500
51457,Parasite,17500
51458,Phytophagous,17500
51459,Phytophagous,17500
51460,Parasite,17500
51461,Phytophagous,17500
51462,Phytophagous,7272
51463,Detritovorous,17500
51464,Parasite,7272
51465,Phytophagous,7272
51466,Phytophagous,7272
51467,Phytophagous,7272
51468,Detritovorous,17500
51470,Phytophagous,17500
51471,Phytophagous,7272
51472,Phytophagous,17500
51473,Detritovorous,17500
51474,Phytophagous,17500
51476,Phytophagous,7272
51477,Detritovorous,17500
51478,Phytophagous,7272
51479,Detritovorous,17500
51480,Phytophagous,17500
51481,Detritovorous,17500
51482,Phytophagous,17500
51483,Detritovorous,7272
51484,Phytophagous,17500
51485,Detritovorous,17500
51486,Detritovorous,17500
51487,Parasite,17500
51488,Detritovorous,17500
51489,Detritovorous,17500
51490,Detritovorous,17500
51491,Detritovorous,17500
51492,Detritovorous,17500
51493,Detritovorous,7272
51494,Phytophagous,7272
51495,Phytophagous,17500
51496,Parasite,17500
51497,Other,7272
51498,Detritovorous,7272
51499,Parasite,17500
51500,Detritovorous,7272
51501,Phytophagous,7272
51502,Phytophagous,7272
51503,Detritovorous,17500
51504,Detritovorous,17500
51505,Detritovorous,17500
51506,Detritovorous,17500
51507,Detritovorous,7272
51508,Detritovorous,17500
51509,Detritovorous,17500
51510,Detritovorous,7272
51511,Parasite,7272
51512,Phytophagous,7272
51513,Parasite,17500
51514,Detritovorous,17500
51515,Detritovorous,7272
51516,Detritovorous,7272
51517,Parasite,17500
51518,Phytophagous,17500
51519,Detritovorous,7272
51520,Detritovorous,17500
51521,Phytophagous,17500
51522,Detritovorous,17500
51524,Detritovorous,17500
51525,Detritovorous,17500
51526,Phytophagous,7272
51527,Phytophagous,17500
51528,Phytophagous,17500
51529,Detritovorous,17500
51530,Detritovorous,7272
51531,Detritovorous,17500
51532,Detritovorous,17500
51533,Phytophagous,7272
51534,Phytophagous,7272
51535,Phytophagous,17500
51536,Phytophagous,17500
51537,Phytophagous,17500
51538,Phytophagous,17500
51539,Parasite,7272
51540,Phytophagous,7272
51541,Detritovorous,17500
51542,Detritovorous,17500
51543,Phytophagous,7272
51544,Detritovorous,17500
51545,Parasite,17500
51546,Parasite,17500
51547,Phytophagous,7272
51548,Parasite,17500
51549,Parasite,17500
51550,Parasite,17500
51551,Parasite,17500
51552,Phytophagous,7272
51554,Phytophagous,17500
51555,Phytophagous,7272
51556,Phytophagous,7272
51557,Phytophagous,7272
51558,Phytophagous,7272
51559,Phytophagous,7272
51560,Phytophagous,7272
51561,Phytophagous,7272
51562,Phytophagous,7272
51564,Phytophagous,17500
51565,Phytophagous,17500
51566,Phytophagous,7272
51568,Parasite,17500
51569,Parasite,7272
51570,Phytophagous,7272
51571,Phytophagous,7272
51572,Phytophagous,7272
51573,Phytophagous,7272
51574,Phytophagous,7272
51575,Parasite,7272
51576,Parasite,7272
51577,Phytophagous,17500
51578,Parasite,7272
51579,Parasite,17500
51580,Phytophagous,17500
51581,Phytophagous,7272
51582,Phytophagous,7272
51583,Phytophagous,7272
51584,Phytophagous,17500
51585,Parasite,7272
51586,Parasite,7272
51587,Phytophagous,7272
51588,Phytophagous,17500
51589,Phytophagous,7272
51590,Parasite,17500
51591,Phytophagous,17500
51592,Parasite,17500
51593,Parasite,17500
51594,Phytophagous,7272
51595,Phytophagous,17500
51596,Phytophagous,17500
51597,Parasite,17500
51598,Phytophagous,17500
51599,Phytophagous,7272
51600,Phytophagous,17500
51602,Phytophagous,7272
51603,Phytophagous,17500
51604,Phytophagous,17500
51605,Phytophagous,17500
51606,Phytophagous,17500
51607,Phytophagous,17500
51608,Phytophagous,7272
51609,Phytophagous,7272
51610,Detritovorous,7272
51611,Phytophagous,17500
51612,Parasite,7272
51613,Parasite,7272
51614,Parasite,7272
51615,Parasite,17500
51616,Phytophagous,7272
51617,Parasite,7272
51618,Parasite,7272
51619,Phytophagous,17500
51620,Parasite,7272
51621,Parasite,7272
51622,Parasite,17500
51623,Parasite,17500
51624,Phytophagous,17500
51625,Parasite,7272
51626,Parasite,17500
51627,Parasite,7272
51628,Parasite,7272
51629,Parasite,7272
51630,Parasite,7272
51631,Parasite,7272
51632,Parasite,7272
51633,Parasite,17500
51634,Phytophagous,7272
51635,Phytophagous,7272
51637,Phytophagous,7272
51639,Parasite,7272
51640,Parasite,7272
51641,Parasite,17500
51642,Parasite,17500
51643,Phytophagous,7272
51644,Detritovorous,7272
51646,Detritovorous,7272
51647,Phytophagous,17500
51648,Phytophagous,17500
51649,Phytophagous,17500
51650,Phytophagous,17500
51651,Parasite,17500
51652,Parasite,17500
51653,Parasite,17500
51654,Parasite,17500
51655,Phytophagous,17500
51656,Phytophagous,17500
51657,Parasite,17500
51658,Parasite,17500
51659,Parasite,17500
51660,Phytophagous,17500
51661,Detritovorous,7272
51663,Predator,17500
51664,Phytophagous,7272
51665,Parasite,17500
51666,Phytophagous,7272
51667,Parasite,17500
51668,Parasite,17500
51669,Parasite,17500
51670,Parasite,17500
51671,Parasite,17500
51672,Parasite,17500
51673,Parasite,17500
51674,Detritovorous,17500
51675,Parasite,17500
51676,Omnivorous,7272
51677,Parasite,17500
51678,Phytophagous,7272
51679,Parasite,17500
51680,Phytophagous,7272
51681,Phytophagous,17500
51682,Detritovorous,17500
51684,Phytophagous,17500
51685,Phytophagous,7272
51687,Phytophagous,17500
51688,Phytophagous,7272
51689,Phytophagous,7272
51690,Phytophagous,17500
51691,Detritovorous,17500
51693,Phytophagous,7272
51695,Phytophagous,7272
51696,Phytophagous,7272
51698,Parasite,17500
51699,Phytophagous,7272
51700,Phytophagous,7272
51701,Phytophagous,7272
51702,Detritovorous,17500
51703,Parasite,17500
51704,Phytophagous,7272
51705,Parasite,7272
51709,Detritovorous,7272
51710,Detritovorous,7272
51711,Detritovorous,17500
51712,Detritovorous,17500
51713,Parasite,17500
51714,Phytophagous,7272
51715,Phytophagous,17500
51716,Detritovorous,17500
51718,Detritovorous,17500
51719,Phytophagous,17500
51720,Parasite,17500
51721,Phytophagous,17500
51722,Phytophagous,17500
51723,Parasite,17500
51725,Parasite,7272
51726,Parasite,7272
51727,Parasite,17500
51728,Phytophagous,17500
51729,Phytophagous,17500
51730,Parasite,17500
51731,Phytophagous,7272
51732,Other,17500
51733,Phytophagous,17500
51734,Phytophagous,17500
51735,Detritovorous,17500
51736,Phytophagous,7272
51738,Detritovorous,17500
51740,Parasite,17500
51741,Parasite,17500
51742,Parasite,17500
51743,Parasite,17500
51744,Detritovorous,17500
51745,Detritovorous,7272
51747,Detritovorous,7272
51748,Parasite,7272
51749,Phytophagous,7272
51750,Parasite,17500
51751,Parasite,7272
51752,Phytophagous,7272
51753,Phytophagous,7272
51754,Phytophagous,17500
51755,Phytophagous,17500
51756,Phytophagous,7272
51759,Phytophagous,17500
51760,Phytophagous,7272
51761,Phytophagous,7272
51762,Phytophagous,7272
51764,Phytophagous,17500
51767,Phytophagous,17500
51768,Phytophagous,7272
51769,Detritovorous,7272
51770,Detritovorous,7272
51771,Detritovorous,17500
51772,Phytophagous,17500
51773,Detritovorous,17500
51774,Detritovorous,7272
51775,Other,17500
51776,Phytophagous,17500
51777,Phytophagous,17500
51778,Parasite,17500
51779,Detritovorous,17500
51780,Detritovorous,17500
51781,Detritovorous,17500
51782,Detritovorous,17500
51783,Detritovorous,7272
51784,Detritovorous,7272
51785,Detritovorous,17500
51786,Detritovorous,17500
51787,Predator,17500
51798,Phytophagous,7272
51804,Phytophagous,7272
51818,Phytophagous,7272
51827,Parasite,7272
51828,Phytophagous,17500
51829,Phytophagous,7272
51830,Phytophagous,7272
51831,Phytophagous,7272
51832,Phytophagous,7272
51833,Phytophagous,7272
51834,Detritovorous,7272
51835,Phytophagous,17500
51836,Phytophagous,7272
51837,Parasite,7272
51838,Detritovorous,7272
51839,Phytophagous,17500
51840,Parasite,17500
51841,Detritovorous,17500
51842,Detritovorous,17500
51843,Phytophagous,7272
51844,Detritovorous,17500
51845,Phytophagous,7272
51846,Detritovorous,17500
51847,Phytophagous,7272
51848,Parasite,17500
51849,Phytophagous,7272
51850,Detritovorous,17500
51851,Phytophagous,7272
51853,Phytophagous,17500
51854,Detritovorous,17500
51855,Phytophagous,7272
51856,Detritovorous,7272
51857,Detritovorous,7272
51858,Detritovorous,17500
51859,Detritovorous,17500
51860,Detritovorous,17500
51861,Detritovorous,17500
51862,Detritovorous,17500
51863,Parasite,7272
51864,Phytophagous,7272
51865,Phytophagous,7272
51866,Phytophagous,7272
51867,Detritovorous,17500
51868,Parasite,17500
51869,Parasite,17500
51870,Parasite,17500
51871,Parasite,17500
51873,Detritovorous,17500
51874,Phytophagous,7272
51875,Phytophagous,17500
51876,Phytophagous,17500
51877,Detritovorous,17500
51879,Phytophagous,7272
51880,Detritovorous,17500
51881,Detritovorous,17500
51886,Detritovorous,17500
51887,Detritovorous,17500
51888,Detritovorous,17500
51889,Phytophagous,17500
51890,Detritovorous,17500
51891,Parasite,17500
51892,Parasite,17500
51893,Parasite,17500
51894,Parasite,17500
51895,Parasite,17500
51896,Parasite,17500
51897,Phytophagous,17500
51898,Parasite,17500
51899,Detritovorous,17500
51900,Detritovorous,17500
51901,Parasite,7272
51902,Parasite,17500
51904,Parasite,7272
51905,Phytophagous,7272
51908,Parasite,7272
51909,Phytophagous,7272
51910,Phytophagous,17500
51911,Phytophagous,17500
51912,Phytophagous,17500
51913,Phytophagous,17500
51914,Phytophagous,17500
51915,Detritovorous,7272
51916,Detritovorous,7272
51917,Detritovorous,17500
51918,Detritovorous,17500
51919,Phytophagous,7272
51920,Phytophagous,7272
51921,Phytophagous,7272
51923,Phytophagous,7272
51924,Phytophagous,7272
51925,Detritovorous,7272
51927,Phytophagous,7272
51928,Phytophagous,7272
51929,Parasite,7272
51930,Parasite,17500
51931,Parasite,17500
51932,Parasite,17500
51933,Phytophagous,7272
51934,Phytophagous,7272
51935,Phytophagous,7272
51936,Phytophagous,7272
51937,Parasite,17500
51938,Parasite,7272
51939,Parasite,7272
51940,Parasite,7272
51941,Parasite,7272
51942,Parasite,17500
51943,Phytophagous,17500
51944,Phytophagous,17500
51945,Phytophagous,7272
51946,Phytophagous,7272
51947,Phytophagous,17500
51948,Phytophagous,7272
51949,Phytophagous,7272
51952,Phytophagous,7272
51953,Phytophagous,7272
51954,Phytophagous,7272
51955,Phytophagous,7272
51956,Phytophagous,7272
51957,Phytophagous,7272
51958,Phytophagous,7272
51959,Phytophagous,17500
51961,Phytophagous,7272
51962,Phytophagous,7272
51964,Phytophagous,7272
51965,Phytophagous,17500
51966,Phytophagous,7272
51967,Phytophagous,17500
51968,Phytophagous,7272
51971,Phytophagous,7272
51973,Parasite,7272
51974,Phytophagous,17500
51975,Detritovorous,17500
51976,Detritovorous,17500
51977,Phytophagous,7272
51978,Phytophagous,17500
51979,Phytophagous,17500
51980,Phytophagous,7272
51981,Detritovorous,17500
51982,Detritovorous,7272
51983,Parasite,17500
51984,Detritovorous,17500
51985,Phytophagous,7272
51986,Phytophagous,17500
51987,Phytophagous,17500
51988,Phytophagous,17500
51989,Detritovorous,17500
51990,Detritovorous,17500
51991,Parasite,17500
51992,Detritovorous,7272
51993,Phytophagous,17500
51994,Phytophagous,17500
51995,Parasite,17500
51996,Phytophagous,17500
51997,Parasite,17500
51999,Detritovorous,17500
52000,Parasite,17500
52001,Phytophagous,17500
52002,Phytophagous,17500
52003,Phytophagous,17500
52004,Phytophagous,17500
52005,Detritovorous,7272
52006,Detritovorous,17500
52007,Detritovorous,17500
52008,Detritovorous,17500
52009,Parasite,17500
52010,Parasite,17500
52011,Phytophagous,17500
52012,Detritovorous,17500
52013,Detritovorous,17500
52014,Phytophagous,17500
52017,Phytophagous,7272
52018,Phytophagous,7272
52020,Phytophagous,7272
52021,Parasite,7272
52022,Parasite,7272
52023,Parasite,17500
52024,Parasite,17500
52025,Parasite,17500
52026,Parasite,7272
52027,Parasite,7272
52028,Parasite,7272
52029,Phytophagous,17500
52030,Phytophagous,17500
52031,Parasite,7272
52032,Phytophagous,17500
52033,Phytophagous,17500
52034,Phytophagous,7272
52035,Phytophagous,7272
52036,Phytophagous,17500
52039,Phytophagous,17500
52040,Phytophagous,7272
52041,Phytophagous,17500
52042,Phytophagous,7272
52043,Parasite,17500
52044,Phytophagous,17500
52045,Detritovorous,7272
52046,Detritovorous,17500
52047,Phytophagous,17500
52048,Detritovorous,17500
52049,Phytophagous,17500
52050,Detritovorous,17500
52051,Detritovorous,17500
52052,Detritovorous,17500
52053,Phytophagous,17500
52054,Detritovorous,17500
52055,Detritovorous,17500
52056,Detritovorous,17500
52057,Detritovorous,17500
52059,Parasite,7272
52060,Parasite,7272
52061,Parasite,7272
52062,Detritovorous,17500
52064,Phytophagous,7272
52065,Phytophagous,7272
52066,Phytophagous,7272
52067,Detritovorous,17500
52068,Phytophagous,7272
52069,Phytophagous,7272
52070,Phytophagous,7272
52071,Parasite,17500
52072,Phytophagous,7272
52073,Phytophagous,7272
52074,Phytophagous,7272
52075,Phytophagous,7272
52076,Phytophagous,7272
52077,Parasite,7272
52078,Phytophagous,7272
52081,Phytophagous,7272
52083,Phytophagous,7272
52085,Phytophagous,7272
52086,Phytophagous,7272
52089,Phytophagous,7272
52090,Detritovorous,7272
52091,Phytophagous,7272
52093,Phytophagous,7272
52094,Phytophagous,7272
52095,Phytophagous,7272
52096,Phytophagous,7272
52097,Phytophagous,7272
52098,Phytophagous,17500
52099,Phytophagous,7272
52100,Parasite,17500
52101,Parasite,7272
52102,Detritovorous,7272
52103,Phytophagous,17500
52104,Detritovorous,7272
52105,Detritovorous,7272
52107,Parasite,7272
52108,Parasite,7272
52109,Detritovorous,17500
52110,Detritovorous,7272
52111,Detritovorous,17500
52112,Detritovorous,17500
52113,Detritovorous,17500
52114,Detritovorous,7272
52115,Phytophagous,17500
52116,Phytophagous,17500
52117,Detritovorous,17500
52118,Parasite,7272
52119,Parasite,17500
52120,Parasite,17500
52121,Parasite,17500
52122,Parasite,17500
52123,Parasite,17500
52124,Parasite,17500
52125,Parasite,17500
52126,Parasite,17500
52127,Parasite,17500
52128,Parasite,17500
52129,Parasite,17500
52130,Parasite,17500
52131,Parasite,17500
52132,Parasite,17500
52133,Parasite,17500
52134,Parasite,17500
52135,Phytophagous,7272
52137,Phytophagous,7272
52138,Phytophagous,7272
52140,Parasite,17500
52141,Omnivorous,17500
52142,Phytophagous,7272
52143,Phytophagous,7272
52144,Predator,7272
52145,Phytophagous,17500
52146,Phytophagous,17500
52147,Phytophagous,17500
52148,Phytophagous,7272
52149,Phytophagous,17500
52150,Parasite,7272
52151,Parasite,7272
52152,Parasite,7272
52153,Parasite,7272
52156,Phytophagous,17500
52157,Phytophagous,17500
52158,Detritovorous,7272
52159,Parasite,7272
52160,Parasite,17500
52161,Other,17500
52162,Predator,17500
52163,Detritovorous,17500
52164,Phytophagous,7272
52165,Detritovorous,7272
52166,Detritovorous,7272
52167,Detritovorous,7272
52168,Detritovorous,7272
52169,Detritovorous,7272
52170,Detritovorous,7272
52172,Phytophagous,7272
52173,Phytophagous,7272
52176,Phytophagous,7272
52177,Phytophagous,7272
52178,Parasite,7272
52179,Parasite,7272
52180,Phytophagous,7272
52181,Parasite,17500
52182,Detritovorous,7272
52183,Detritovorous,17500
52184,Detritovorous,7272
52185,Detritovorous,17500
52186,Detritovorous,7272
52187,Other,17500
52188,Detritovorous,17500
52189,Phytophagous,17500
52190,Phytophagous,17500
52191,Phytophagous,17500
52192,Phytophagous,17500
52193,Phytophagous,17500
52194,Phytophagous,17500
52195,Phytophagous,17500
52196,Phytophagous,7272
52197,Phytophagous,7272
52198,Parasite,7272
52199,Phytophagous,17500
52200,Phytophagous,7272
52201,Phytophagous,7272
52203,Phytophagous,7272
52204,Phytophagous,17500
52205,Phytophagous,7272
52206,Phytophagous,17500
52207,Detritovorous,17500
52208,Phytophagous,17500
52209,Phytophagous,17500
52210,Detritovorous,17500
52211,Detritovorous,7272
52212,Phytophagous,17500
52213,Phytophagous,7272
52214,Phytophagous,7272
52215,Detritovorous,7272
52216,Phytophagous,17500
52217,Detritovorous,17500
52219,Detritovorous,17500
52224,Other,17500
52228,Detritovorous,17500
52229,Phytophagous,7272
52230,Phytophagous,7272
52231,Phytophagous,7272
52233,Detritovorous,7272
52234,Phytophagous,7272
52235,Phytophagous,7272
52236,Phytophagous,7272
52237,Phytophagous,7272
52238,Phytophagous,7272
52239,Phytophagous,7272
52241,Phytophagous,7272
52242,Phytophagous,7272
52243,Phytophagous,7272
52246,Phytophagous,7272
52247,Phytophagous,7272
52248,Parasite,17500
52249,Parasite,17500
52250,Parasite,17500
52251,Phytophagous,7272
52252,Phytophagous,17500
52254,Phytophagous,17500
52255,Phytophagous,7272
52256,Phytophagous,17500
52257,Parasite,17500
52258,Phytophagous,7272
52259,Phytophagous,7272
52260,Detritovorous,17500
52261,Detritovorous,17500
52262,Parasite,17500
52263,Phytophagous,17500
52264,Phytophagous,17500
52268,Phytophagous,7272
52269,Phytophagous,17500
52270,Detritovorous,17500
52271,Detritovorous,17500
52272,Phytophagous,7272
52273,Phytophagous,7272
52274,Phytophagous,7272
52275,Phytophagous,7272
52276,Detritovorous,17500
52277,Detritovorous,17500
52278,Detritovorous,17500
52279,Detritovorous,17500
52280,Parasite,17500
52281,Parasite,17500
52282,Parasite,17500
52283,Parasite,17500
52284,Phytophagous,7272
52285,Parasite,17500
52286,Detritovorous,17500
52287,Phytophagous,7272
52288,Phytophagous,7272
52289,Phytophagous,17500
52290,Phytophagous,17500
52291,Detritovorous,17500
52292,Phytophagous,17500
52296,Phytophagous,7272
52297,Detritovorous,17500
52298,Phytophagous,17500
52299,Phytophagous,17500
52301,Phytophagous,7272
52302,Phytophagous,7272
52303,Parasite,17500
52304,Parasite,17500
52305,Detritovorous,17500
52306,Detritovorous,17500
52307,Detritovorous,17500
52308,Detritovorous,17500
52309,Detritovorous,17500
52310,Detritovorous,17500
52312,Phytophagous,7272
52315,Phytophagous,7272
52316,Detritovorous,17500
52319,Detritovorous,17500
52320,Detritovorous,17500
52321,Detritovorous,17500
52322,Detritovorous,17500
52323,Detritovorous,17500
52324,Phytophagous,7272
52325,Phytophagous,7272
52326,Phytophagous,17500
52327,Phytophagous,17500
52328,Phytophagous,7272
52329,Phytophagous,7272
52330,Phytophagous,7272
52332,Parasite,17500
52334,Parasite,17500
52335,Phytophagous,7272
52336,Phytophagous,17500
52338,Omnivorous,17500
52340,Parasite,17500
52341,Detritovorous,17500
52343,Parasite,17500
52346,Phytophagous,17500
52347,Detritovorous,17500
52348,Detritovorous,7272
52349,Detritovorous,17500
52350,Phytophagous,7272
52351,Phytophagous,7272
52353,Detritovorous,17500
52354,Detritovorous,17500
52357,Detritovorous,17500
52358,Detritovorous,17500
52359,Detritovorous,17500
52360,Phytophagous,7272
52364,Other,17500
52365,Phytophagous,17500
52366,Parasite,17500
52367,Phytophagous,7272
52368,Phytophagous,7272
52369,Phytophagous,7272
52370,Detritovorous,17500
52371,Detritovorous,17500
52372,Other,17500
52373,Parasite,17500
52374,Parasite,17500
52375,Parasite,17500
52376,Parasite,17500
52377,Phytophagous,17500
52378,Detritovorous,17500
52380,Phytophagous,17500
52381,Phytophagous,7272
52382,Phytophagous,7272
52383,Phytophagous,7272
52384,Phytophagous,7272
52385,Detritovorous,17500
52386,Detritovorous,7272
52387,Parasite,17500
52388,Phytophagous,17500
52389,Detritovorous,17500
52390,Phytophagous,17500
52391,Parasite,17500
52392,Parasite,17500
52393,Parasite,17500
52394,Parasite,17500
52395,Parasite,17500
52396,Parasite,17500
52397,Parasite,17500
52398,Parasite,17500
52399,Parasite,17500
52400,Parasite,17500
52401,Parasite,17500
52402,Phytophagous,17500
52403,Phytophagous,17500
52404,Detritovorous,17500
52405,Detritovorous,17500
52406,Parasite,17500
52407,Parasite,17500
52408,Parasite,17500
52409,Phytophagous,17500
52410,Parasite,17500
52411,Phytophagous,7272
52412,Parasite,17500
52413,Parasite,17500
52414,Phytophagous,17500
52415,Detritovorous,17500
52416,Detritovorous,17500
52417,Parasite,17500
52418,Phytophagous,17500
52419,Phytophagous,17500
52420,Phytophagous,17500
52421,Phytophagous,17500
52422,Phytophagous,7272
52423,Phytophagous,17500
52424,Phytophagous,17500
52425,Parasite,17500
52426,Phytophagous,7272
52427,Phytophagous,17500
52428,Phytophagous,7272
52429,Phytophagous,17500
52430,Detritovorous,7272
52431,Phytophagous,7272
52432,Detritovorous,7272
52433,Phytophagous,7272
52434,Phytophagous,7272
52435,Omnivorous,17500
52436,Phytophagous,17500
52437,Parasite,17500
52438,Phytophagous,7272
52439,Phytophagous,7272
52440,Parasite,17500
52441,Phytophagous,17500
52442,Parasite,7272
52444,Phytophagous,17500
52446,Phytophagous,17500
52447,Phytophagous,7272
52449,Phytophagous,17500
52451,Phytophagous,7272
52452,Phytophagous,7272
52453,Phytophagous,7272
52454,Phytophagous,17500
52455,Detritovorous,17500
52456,Detritovorous,17500
52457,Phytophagous,17500
52459,Detritovorous,17500
52460,Phytophagous,7272
52461,Detritovorous,17500
52462,Detritovorous,17500
52463,Phytophagous,7272
52464,Phytophagous,17500
52465,Phytophagous,17500
52466,Detritovorous,17500
52467,Phytophagous,17500
52468,Detritovorous,17500
52469,Phytophagous,17500
52470,Phytophagous,17500
52471,Detritovorous,17500
52473,Predator,17500
52474,Phytophagous,17500
52475,Phytophagous,7272
52476,Parasite,7272
52478,Phytophagous,7272
52479,Detritovorous,7272
52480,Parasite,7272
52481,Phytophagous,17500
52482,Detritovorous,7272
52483,Detritovorous,7272
52484,Phytophagous,17500
52485,Detritovorous,17500
52486,Phytophagous,7272
52487,Phytophagous,17500
52488,Phytophagous,7272
52489,Phytophagous,7272
52490,Phytophagous,7272
52493,Phytophagous,7272
52495,Parasite,7272
52496,Phytophagous,7272
52497,Phytophagous,7272
52498,Phytophagous,7272
52499,Phytophagous,7272
52500,Detritovorous,17500
52501,Detritovorous,17500
52502,Detritovorous,17500
52503,Detritovorous,7272
52504,Detritovorous,7272
52505,Phytophagous,7272
52506,Phytophagous,7272
52508,Phytophagous,7272
52509,Phytophagous,7272
52510,Phytophagous,17500
52511,Detritovorous,17500
52512,Phytophagous,17500
52513,Parasite,17500
52514,Detritovorous,17500
52515,Detritovorous,17500
52516,Detritovorous,17500
52517,Phytophagous,7272
52518,Phytophagous,17500
52519,Phytophagous,7272
52521,Phytophagous,17500
52526,Phytophagous,17500
52527,Parasite,17500
52528,Detritovorous,17500
52529,Detritovorous,17500
52530,Detritovorous,7272
52531,Detritovorous,7272
52532,Detritovorous,17500
52533,Detritovorous,7272
52534,Detritovorous,17500
52535,Detritovorous,17500
52537,Detritovorous,17500
52538,Detritovorous,7272
52539,Detritovorous,7272
52540,Detritovorous,7272
52541,Detritovorous,17500
52542,Detritovorous,17500
52543,Phytophagous,17500
52544,Phytophagous,17500
52545,Phytophagous,17500
52546,Phytophagous,7272
52547,Phytophagous,7272
52548,Detritovorous,17500
52549,Parasite,7272
52550,Parasite,7272
52551,Phytophagous,7272
52555,Detritovorous,7272
52557,Phytophagous,7272
52558,Phytophagous,7272
52562,Phytophagous,7272
52563,Phytophagous,7272
52564,Phytophagous,7272
52567,Phytophagous,7272
52568,Phytophagous,7272
52569,Phytophagous,7272
52570,Phytophagous,7272
52571,Phytophagous,7272
52573,Phytophagous,7272
52577,Phytophagous,7272
52578,Phytophagous,7272
52581,Phytophagous,7272
52584,Phytophagous,7272
52585,Phytophagous,7272
52588,Phytophagous,7272
52589,Phytophagous,7272
52590,Phytophagous,7272
52591,Phytophagous,7272
52594,Phytophagous,7272
52595,Phytophagous,7272
52597,Phytophagous,7272
52598,Phytophagous,7272
52600,Phytophagous,7272
52601,Phytophagous,17500
52602,Phytophagous,7272
52603,Phytophagous,7272
52604,Phytophagous,7272
52605,Phytophagous,7272
52606,Phytophagous,7272
52607,Phytophagous,7272
52608,Phytophagous,7272
52609,Phytophagous,7272
52610,Phytophagous,7272
52611,Phytophagous,7272
52612,Phytophagous,7272
52613,Phytophagous,7272
52614,Phytophagous,7272
