idspecies,ecofunct_group,sourceid
100405,Predaceous fish,10851
100407,Phytoplankton,10855
100408,Zoobenthos,10851
100409,Zoobenthos,10853
100410,Zoobenthos,10853
100416,Macroalgae,10851
100417,Zoobenthos,10851
100418,Zoobenthos,10853
100420,Predaceous fish,10852
100421,Predaceous fish,10852
100422,Zoobenthos,10853
100423,Zoobenthos,10851
100425,Predaceous fish,10852
100426,Predaceous fish,10852
100427,Zoobenthos,10853
100428,Predaceous fish,10852
100429,Macroalgae,10851
100434,Zoobenthos,10853
100435,Parasite,10853
100440,Zoobenthos,10853
100441,Predaceous fish,10851
100442,Zoobenthos,10853
100443,Benthophagous fish,10852
100446,Predaceous fish,10852
100447,Zoobenthos,10856
100448,Zoobenthos,10853
100450,Zoobenthos,10851
100453,Zoobenthos,10851
100454,Zoobenthos,10853
100455,Zoobenthos,10851
100456,Zoobenthos,10851
100457,Terrestrial plant,10851
100458,Zoobenthos,10853
100460,Macroalgae,10851
100461,Macroalgae,10851
100463,Macroalgae,10851
100464,Macroalgae,10851
100465,Macroalgae,10851
100467,Predaceous fish,10852
100468,Zoobenthos,10851
100476,Zoobenthos,10853
100477,Zoobenthos,10853
100479,Zoobenthos,10851
100481,Zoobenthos,10851
100482,Zoobenthos,10853
100489,Parasite,10854
100492,Benthophagous fish,10852
100493,Benthophagous fish,10852
100494,Benthophagous fish,10852
100495,Macroalgae,10851
100497,Zoobenthos,10853
100498,Zoobenthos,10853
100500,Macroalgae,10853
100501,Macroalgae,10851
100503,Predaceous fish,10852
100504,Zoobenthos,10853
100505,Zoobenthos,10853
100506,Zoobenthos,10853
100507,Zoobenthos,10853
100510,Zoobenthos,10851
100512,Zoobenthos,10851
100513,Zoobenthos,10851
100515,Zoobenthos,10851
100516,Zoobenthos,10853
100517,Zoobenthos,10853
100518,Zoobenthos,10853
100520,Zoobenthos,10851
100523,Zooplankton,10853
100524,Zoobenthos,10851
100526,Zoobenthos,10851
100528,Macroalgae,10851
100529,Predaceous fish,10852
100530,Predaceous fish,10852
100531,Predaceous fish,10852
100532,Predaceous fish,10852
100533,Predaceous fish,10852
100535,Macroalgae,10851
100536,Zoobenthos,10851
100537,Zoobenthos,10851
100538,Predaceous fish,10852
100539,Zoobenthos,10851
100543,Zoobenthos,10853
100544,Zoobenthos,10851
100545,Zoobenthos,10853
100546,Zoobenthos,10851
100548,Zoobenthos,10853
100558,Predaceous fish,10852
100559,Zoobenthos,10851
100560,Zoobenthos,10853
100561,Zoobenthos,10851
100562,Zoobenthos,10856
100565,Zooplankton,10853
100566,Zoobenthos,10851
100567,Zoobenthos,10851
100568,Zoobenthos,10851
100569,Zoobenthos,10851
100570,Zoobenthos,10853
100571,Zoobenthos,10853
100572,Zoobenthos,10853
100573,Zoobenthos,10852
100574,Zoobenthos,10852
100575,Predaceous fish,10852
100580,Zoobenthos,10851
100581,Zoobenthos,10853
100582,Zooplankton,10851
100585,Zoobenthos,10853
100586,Macroalgae,10851
100587,Zoobenthos,10853
100590,Predaceous fish,10852
100591,Predaceous fish,10852
100592,Predaceous fish,10852
100593,Zoobenthos,10851
100594,Zoobenthos,10853
100595,Zoobenthos,10851
100596,Zoobenthos,10851
100600,Zoobenthos,10853
100602,Zoobenthos,10853
100606,Zoobenthos,10853
100607,Zoobenthos,10851
100609,Zoobenthos,10853
100613,Benthophagous fish,10852
100617,Macroalgae,10851
100618,Zoobenthos,10851
100619,Zoobenthos,10851
100621,Zoobenthos,10853
100622,Zoobenthos,10853
100625,Zoobenthos,10853
100626,Zoobenthos,10862
100627,Zoobenthos,10853
100633,Zoobenthos,10851
100634,Zoobenthos,10853
100635,Zoobenthos,10851
100638,Zoobenthos,10853
100639,Zooplankton,10851
100640,Predaceous fish,10852
100643,Predaceous fish,10852
100648,Predaceous fish,10852
100650,Zoobenthos,10851
100651,Zoobenthos,10851
100652,Zoobenthos,10853
100653,Zoobenthos,10851
100659,Predaceous fish,10852
100660,Predaceous fish,10852
100661,Zoobenthos,10853
100662,Predaceous fish,10852
100667,Zoobenthos,10851
100668,Phytoplankton,10853
100669,Predaceous fish,10852
100671,Macroalgae,10851
100672,Macroalgae,10851
100673,Benthophagous fish,10851
100674,Benthophagous fish,10851
100677,Zoobenthos,10851
100678,Zoobenthos,10853
100679,Predaceous fish,10852
100681,Zoobenthos,10851
100682,Zoobenthos,10853
100683,Predaceous fish,10852
100684,Zooplankton,10853
100685,Zoobenthos,10851
100686,Zoobenthos,10851
100687,Zoobenthos,10853
100688,Zoobenthos,10851
100690,Zoobenthos,10851
100694,Zooplankton,10851
100695,Zoobenthos,10851
100696,Zoobenthos,10851
100698,Zooplankton,10853
100699,Predaceous fish,10852
100702,Predaceous fish,10852
100703,Predaceous fish,10852
100704,Predaceous fish,10852
100705,Zoobenthos,10851
100707,Predaceous fish,10852
100708,Zoobenthos,10851
100709,Zoobenthos,10851
100710,Zoobenthos,10851
100714,Predaceous fish,10852
100716,Zoobenthos,10852
100720,Zoobenthos,10851
100721,Zooplankton,10855
100724,Predaceous fish,10852
100725,Predaceous fish,10852
100726,Zooplankton,10856
100731,Zoobenthos,10853
100732,Zoobenthos,10851
100734,Zoobenthos,10851
100736,Predaceous fish,10852
100737,Zoobenthos,10851
100738,Zoobenthos,10851
100739,Zoobenthos,10853
100742,Zoobenthos,10853
100743,Benthophagous fish,10852
100744,Benthophagous fish,10852
100747,Zooplankton,10853
100748,Zoobenthos,10851
100751,Phytoplankton,10857
100752,Zoobenthos,10851
100753,Macroalgae,10851
100754,Zoobenthos,10853
100755,Benthophagous fish,10852
100756,Zooplankton,10851
100759,Predaceous fish,10852
100761,Zoobenthos,10852
100762,Zoobenthos,10851
100763,Zoobenthos,10851
100769,Predaceous fish,10852
100770,Zoobenthos,10851
100772,Macroalgae,10851
100774,Zoobenthos,10851
100775,Predaceous fish,10852
100776,Zoobenthos,10851
100780,Macroalgae,10851
100782,Zoobenthos,10851
100784,Zoobenthos,10851
100785,Zoobenthos,10851
100787,Zoobenthos,10851
100791,Zoobenthos,10853
100793,Zoobenthos,10851
100800,Zoobenthos,10853
100802,Zoobenthos,10853
100803,Parasite,10853
100804,Zoobenthos,10853
100807,Zoobenthos,10853
100810,Zoobenthos,10851
100811,Phytoplankton,10853
100814,Predaceous fish,10852
100815,Predaceous fish,10852
100816,Macroalgae,10853
100817,Predaceous fish,10852
100819,Zoobenthos,10853
100821,Zoobenthos,10853
100822,Predaceous fish,10852
100824,Predaceous fish,10852
100825,Zoobenthos,10853
100826,Zoobenthos,10853
100827,Predaceous fish,10852
100828,Zoobenthos,10851
100829,Zoobenthos,10851
100833,Predaceous fish,10852
100834,Predaceous fish,10852
100835,Macroalgae,10856
100836,Macroalgae,10851
100837,Zooplankton,10854
100838,Predaceous fish,10852
100840,Zoobenthos,10851
100841,Zoobenthos,10853
100842,Zoobenthos,10853
100846,Zoobenthos,10851
100847,Zoobenthos,10851
100848,Zoobenthos,10851
100849,Phytoplankton,10853
100850,Predaceous fish,10852
100852,Predaceous fish,10852
100857,Predaceous fish,10852
100858,Macroalgae,10851
100859,Macroalgae,10851
100861,Predaceous fish,10852
100862,Benthophagous fish,10852
100864,Predaceous fish,10852
100865,Benthophagous fish,10852
100866,Predaceous fish,10852
100868,Predaceous fish,10852
100869,Zoobenthos,10851
100870,Zoobenthos,10851
100872,Zoobenthos,10853
100873,Zoobenthos,10851
100874,Zoobenthos,10851
100875,Zoobenthos,10851
100876,Zoobenthos,10853
100877,Predaceous fish,10852
100878,Predaceous fish,10852
100880,Predaceous fish,10852
100882,Zoobenthos,10853
100884,Zoobenthos,10851
100885,Zoobenthos,10851
100887,Macroalgae,10851
100888,Macroalgae,10851
100889,Predaceous fish,10852
100895,Zoobenthos,10851
100896,Zoobenthos,10851
100898,Macroalgae,10851
100899,Zoobenthos,10856
100900,Zoobenthos,10853
100901,Predaceous fish,10852
100902,Predaceous fish,10852
100903,Zoobenthos,10851
100905,Zoobenthos,10853
100906,Zoobenthos,10853
100907,Zoobenthos,10851
100908,Zoobenthos,10851
100909,Predaceous fish,10852
100910,Zoobenthos,10853
100911,Predaceous fish,10852
100912,Zoobenthos,10856
100913,Predaceous fish,10852
100915,Zoobenthos,10853
100916,Zoobenthos,10853
100918,Zoobenthos,10853
100919,Zoobenthos,10851
100920,Zoobenthos,10853
100922,Zoobenthos,10853
100925,Predaceous fish,10852
100926,Zoobenthos,10853
100927,Predaceous fish,10852
100930,Zoobenthos,10853
100931,Zoobenthos,10853
100932,Zoobenthos,10853
100935,Zoobenthos,10851
100937,Zoobenthos,10851
100938,Predaceous fish,10852
100939,Zoobenthos,10851
100942,Predaceous fish,10852
100943,Zoobenthos,10851
100944,Zoobenthos,10851
100945,Zoobenthos,10851
100946,Zoobenthos,10851
100948,Phytoplankton,10851
100951,Zoobenthos,10851
100955,Zoobenthos,10851
100956,Zoobenthos,10851
100959,Predaceous fish,10852
100960,Predaceous fish,10852
100962,Predaceous fish,10852
100963,Zoobenthos,10853
100964,Zoobenthos,10853
100966,Zoobenthos,10853
100967,Zoobenthos,10851
100968,Zoobenthos,10851
100969,Zoobenthos,10851
100971,Zoobenthos,10853
100972,Predaceous fish,10852
100973,Predaceous fish,10852
100976,Zoobenthos,10851
100978,Predaceous fish,10852
100979,Predaceous fish,10852
100983,Zoobenthos,10853
100986,Zoobenthos,10853
100988,Macroalgae,10851
100990,Predaceous fish,10852
100991,Predaceous fish,10852
100992,Zoobenthos,10851
100993,Zoobenthos,10853
100994,Zoobenthos,10853
100995,Zoobenthos,10851
101043,Macroalgae,10855
101059,Parasite,10855
101136,Predaceous fish,10000
101167,Zooplankton,10855
101196,Nectobenthos,10855
101293,Zoobenthos,10855
105314,Parasite,10000
105315,Parasite,10000
105316,Parasite,10000
105317,Parasite,10000
105318,Predator,10000
105319,Parasite,10000
105320,Parasite,10000
105321,Parasite,10000
105322,Parasite,10000
105324,Parasite,10000
105325,Parasite,10000
105326,Parasite,10000
105327,Parasite,10000
105328,Predator,10000
105329,Parasite,10000
105330,Parasite,10000
105331,Predator,10000
105332,Predator,10000
105333,Predator,10000
105334,Parasite,10000
105335,Predator,10000
105336,Predator,10000
105337,Predator,10000
105338,Predator,10000
105339,Parasite,10000
105340,Predator,10000
105341,Predator,10000
105342,Parasite,10000
105343,Parasite,10000
105344,Predator,10000
105345,Predator,10000
105346,Parasite,10000
105347,Parasite,10000
105348,Predator,10000
105349,Parasite,10000
105350,Predator,10000
105351,Predator,10000
105352,Parasite,10000
105353,Parasite,10000
105354,Predator,10000
105355,Predator,10000
105357,Parasite,10000
105358,Parasite,10000
105359,Parasite,10000
105360,Predator,10000
105361,Predator,10000
105362,Predator,10000
105363,Predator,10000
105364,Predator,10000
105365,Predator,10000
105366,Predator,10000
105367,Parasite,10000
105368,Parasite,10000
105369,Predator,10000
105370,Predator,10000
105371,Predator,10000
105372,Parasite,10000
105373,Parasite,10000
105374,Parasite,10000
105375,Predator,10000
105376,Predator,10000
105377,Predator,10000
105378,Predator,10000
105379,Parasite,10000
105380,Parasite,10000
105381,Predator,10000
105382,Predator,10000
105383,Parasite,10000
105384,Parasite,10000
105385,Parasite,10000
105386,Predator,10000
105387,Parasite,10000
105388,Parasite,10000
105389,Predator,10000
105390,Predator,10000
105391,Predator,10000
105392,Predator,10000
105393,Predator,10000
105394,Predator,10000
105395,Parasite,10000
105396,Parasite,10000
105397,Predator,10000
105398,Parasite,10000
105399,Parasite,10000
105400,Predator,10000
105401,Predator,10000
105402,Phytophagous,17500
105403,Phytophagous,17500
105404,Phytophagous,17500
105405,Phytophagous,17500
105406,Phytophagous,17500
105407,Phytophagous,17500
105408,Phytophagous,17500
105409,Phytophagous,17500
105410,Phytophagous,17500
105411,Phytophagous,17500
105412,Phytophagous,17500
105413,Phytophagous,17500
105414,Phytophagous,17500
105415,Phytophagous,17500
105416,Phytophagous,17500
105417,Phytophagous,17500
105418,Phytophagous,17500
105419,Phytophagous,17500
105420,Phytophagous,17500
105421,Phytophagous,17500
105422,Phytophagous,17500
105423,Phytophagous,17500
105424,Phytophagous,17500
105425,Phytophagous,17500
105426,Phytophagous,17500
105427,Phytophagous,17500
105428,Phytophagous,17500
105429,Phytophagous,17500
105430,Phytophagous,17500
105431,Phytophagous,17500
105432,Phytophagous,17500
105433,Parasite,17500
105434,Phytophagous,17500
105435,Phytophagous,17500
105436,Phytophagous,17500
105437,Phytophagous,17500
105438,Parasite,17500
105439,Detritovorous,17500
105440,Detritovorous,17500
105442,Phytophagous,17500
105443,Phytophagous,17500
105445,Parasite,17500
105446,Phytophagous,17500
105447,Phytophagous,17500
105448,Phytophagous,17500
105450,Other,17500
105451,Phytophagous,17500
105452,Phytophagous,17500
105453,Phytophagous,17500
105454,Phytophagous,17500
105457,Phytophagous,17500
105458,Phytophagous,17500
105460,Detritovorous,17500
105461,Detritovorous,17500
105462,Phytophagous,17500
105463,Detritovorous,17500
105465,Detritovorous,17500
105466,Detritovorous,17500
105468,Phytophagous,17500
105469,Detritovorous,17500
105470,Phytophagous,17500
105472,Phytophagous,17500
105473,Detritovorous,17500
105474,Detritovorous,17500
105475,Phytophagous,17500
105476,Detritovorous,17500
105479,Phytophagous,17500
105480,Phytophagous,17500
105481,Phytophagous,17500
105482,Phytophagous,17500
105483,Phytophagous,17500
105484,Phytophagous,17500
105485,Phytophagous,17500
105487,Phytophagous,17500
105488,Phytophagous,17500
105493,Phytophagous,17500
900027,Phytophagous,17500
900284,Zoobenthos,17500
900285,Macroalgae,17500
900286,Macroalgae,17500
900287,Macroalgae,17500
900290,Zoobenthos,17500
900291,Zoobenthos,17500
900292,Zoobenthos,17500
900293,Zoobenthos,17500
900298,Zoobenthos,17500
900303,Parasite,17500
900950,Predaceous fish,17500
900951,Predaceous fish,17500
900960,Omnivorous,7480
900961,Omnivorous,7480
900962,Phytophagous,7486
900963,Predator,16251
900964,Omnivorous,15458
900965,Phytophagous,7456
900966,Phytophagous,15458
900967,Phytophagous,15539
900968,Predator,15458
900969,Predator,7540
900970,Predator,15503
900971,Predator,7199
900972,Phytophagous,15427
900973,Predator,15458
900974,Predator,15492
900975,Phytophagous,15537
900976,Predator,15503
900977,Predator,15538
900978,Predator,16251
900979,Predator,16257
900980,Omnivorous,15458
900981,Predator,15503
900982,Predator,15444
900983,Phytophagous,17500
900984,Phytophagous,17500
900985,Phytophagous,7603
900986,Omnivorous,17500
900987,Omnivorous,7525
900988,Phytophagous,17500
900989,Omnivorous,17500
900990,Omnivorous,17500
900991,Omnivorous,17500
900992,Phytophagous,17500
900993,Phytophagous,17500
900994,Phytophagous,17500
900995,Phytophagous,17500
900996,Predator,7029
900997,Omnivorous,17500
900998,Predator,7263
900999,Phytophagous,17500
901000,Omnivorous,7456
901001,Phytophagous,
901002,Omnivorous,17500
901003,Predator,17500
901004,Predator,17500
901005,Omnivorous,17500
901006,Predator,17500
901007,Predator,7468
901008,Omnivorous,7320
901009,Phytophagous,17500
901010,Omnivorous,
901011,Omnivorous,7606
901012,Omnivorous,17500
901013,Parasite,17500
901014,Parasite,17500
901015,Phytophagous,17500
901016,Parasite,17500
901017,Phytophagous,17500
901018,Phytophagous,17500
901019,Phytophagous,17500
901020,Phytophagous,17500
901021,Phytophagous,17500
901022,Phytophagous,17500
901023,Phytophagous,17500
901024,Parasite,17500
901025,Phytophagous,17500
901026,Parasite,17500
901027,Parasite,17500
901028,Parasite,17500
901029,Phytophagous,17500
901030,Phytophagous,17500
901031,Phytophagous,17500
901032,Phytophagous,17500
901033,Phytophagous,17500
901034,Phytophagous,17500
901035,Parasite,17500
901036,Phytophagous,17500
901037,Parasite,17500
901038,Phytophagous,17500
901039,Parasite,17500
901040,Parasite,17500
901041,Parasite,17500
901042,Phytophagous,17500
901043,Parasite,17500
901044,Parasite,17500
901045,Phytophagous,17500
901046,Phytophagous,17500
901047,Phytophagous,17500
901048,Phytophagous,17500
901049,Phytophagous,17500
901050,Phytophagous,17500
901051,Parasite,17500
901052,Phytophagous,17500
901053,Parasite,17500
901054,Phytophagous,17500
901055,Phytophagous,17500
901056,Phytophagous,17500
901057,Phytophagous,17500
901058,Phytophagous,17500
901059,Phytophagous,17500
901060,Phytophagous,17500
901061,Parasite,17500
901062,Parasite,17500
901063,Parasite,17500
901064,Parasite,17500
901065,Parasite,17500
901066,Phytophagous,17500
901067,Parasite,17500
901068,Parasite,17500
901069,Parasite,17500
901070,Phytophagous,17500
901071,Detritovorous,17500
901072,Parasite,17500
901073,Parasite,17500
901074,Parasite,17500
901075,Phytophagous,17500
901076,Phytophagous,17500
901077,Parasite,17500
901078,Phytophagous,17500
901079,Detritovorous,17500
901080,Parasite,17500
901081,Phytophagous,17500
901082,Phytophagous,17500
901083,Phytophagous,17500
901084,Detritovorous,17500
901085,Parasite,17500
901086,Parasite,17500
901087,Phytophagous,17500
901088,Detritovorous,17500
901089,Detritovorous,17500
901090,Detritovorous,17500
901091,Parasite,17500
901092,Phytophagous,17500
901093,Parasite,17500
901094,Parasite,17500
901095,Parasite,17500
901096,Phytophagous,17500
901097,Parasite,17500
901098,Parasite,17500
901099,Parasite,17500
901100,Parasite,17500
901101,Parasite,17500
901102,Parasite,17500
901103,Phytophagous,17500
901104,Phytophagous,17500
901105,Parasite,17500
901106,Phytophagous,17500
901107,Parasite,17500
901108,Parasite,17500
901109,Parasite,17500
901110,Parasite,17500
901111,Parasite,17500
901112,Phytophagous,17500
901113,Phytophagous,17500
901114,Phytophagous,17500
901115,Phytophagous,17500
901116,Parasite,17500
901117,Parasite,17500
901118,Parasite,17500
901119,Parasite,17500
901120,Parasite,17500
901121,Parasite,17500
901122,Parasite,17500
901123,Parasite,17500
901124,Parasite,17500
901125,Parasite,17500
901126,Parasite,17500
901127,Parasite,17500
901128,Phytophagous,17500
901129,Parasite,17500
901130,Parasite,17500
901131,Phytophagous,17500
901132,Detritovorous,17500
901133,Parasite,17500
901134,Parasite,17500
901135,Parasite,17500
901136,Parasite,17500
901137,Phytophagous,17500
901138,Parasite,17500
901139,Parasite,17500
901140,Phytophagous,17500
901141,Phytophagous,17500
901142,Phytophagous,17500
901143,Parasite,17500
901144,Parasite,17500
901145,Parasite,17500
901146,Parasite,17500
901147,Parasite,17500
901148,Parasite,17500
901149,Phytophagous,17500
901150,Phytophagous,17500
901151,Phytophagous,17500
901152,Parasite,17500
901153,Phytophagous,17500
901154,Phytophagous,17500
901155,Detritovorous,17500
901156,Detritovorous,17500
901157,Detritovorous,17500
901158,Detritovorous,17500
901159,Phytophagous,17500
901160,Parasite,17500
901161,Parasite,17500
901162,Parasite,17500
901163,Parasite,17500
901164,Parasite,17500
901165,Parasite,17500
901166,Parasite,17500
901167,Parasite,17500
901168,Parasite,17500
901169,Parasite,17500
901170,Phytophagous,17500
901171,Detritovorous,17500
901172,Parasite,17500
901173,Parasite,17500
901174,Phytophagous,17500
901175,Parasite,17500
901176,Phytophagous,17500
901177,Parasite,17500
901178,Parasite,17500
901179,Parasite,17500
901180,Phytophagous,17500
901181,Phytophagous,17500
901182,Detritovorous,17500
901183,Detritovorous,17500
901184,Phytophagous,17500
901185,Parasite,17500
901186,Parasite,17500
901187,Parasite,17500
901188,Parasite,17500
901189,Phytophagous,17500
901190,Detritovorous,17500
901191,Parasite,17500
901192,Phytophagous,17500
901193,Phytophagous,17500
901194,Phytophagous,17500
901195,Parasite,17500
901196,Parasite,17500
901197,Parasite,17500
901198,Parasite,17500
901199,Parasite,17500
901200,Phytophagous,17500
901201,Detritovorous,17500
901202,Phytophagous,17500
901203,Parasite,17500
901204,Parasite,17500
901205,Parasite,17500
901206,Phytophagous,17500
901207,Phytophagous,17500
901208,Phytophagous,17500
901209,Phytophagous,17500
901210,Phytophagous,17500
901211,Phytophagous,17500
901212,Phytophagous,17500
901213,Phytophagous,17500
901214,Phytophagous,17500
901215,Phytophagous,17500
901216,Phytophagous,17500
901217,Phytophagous,17500
901218,Parasite,17500
901219,Detritovorous,17500
901220,Detritovorous,17500
901221,Parasite,17500
901222,Phytophagous,17500
901223,Parasite,17500
901224,Parasite,17500
901225,Parasite,17500
901226,Phytophagous,17500
901227,Parasite,17500
901228,Detritovorous,17500
901229,Phytophagous,17500
901230,Parasite,17500
901231,Predator,17500
901232,Phytophagous,17500
901233,Phytophagous,17500
901234,Phytophagous,17500
901235,Phytophagous,17500
901236,Phytophagous,17500
901237,Phytophagous,17500
901238,Phytophagous,17500
901239,Detritovorous,17500
901240,Phytophagous,17500
901241,Phytophagous,17500
901242,Phytophagous,17500
901243,Parasite,17500
901244,Phytophagous,17500
901245,Phytophagous,17500
901246,Phytophagous,17500
901247,Phytophagous,17500
901248,Phytophagous,17500
901249,Phytophagous,17500
901250,Parasite,17500
901251,Phytophagous,17500
901252,Parasite,17500
901253,Parasite,17500
901254,Parasite,17500
901255,Phytophagous,17500
901256,Phytophagous,17500
901257,Parasite,17500
901258,Parasite,17500
901259,Parasite,17500
901260,Parasite,17500
901261,Parasite,17500
901262,Parasite,17500
901263,Parasite,17500
901264,Parasite,17500
901265,Phytophagous,17500
901266,Parasite,17500
901267,Parasite,17500
901268,Detritovorous,17500
901269,Phytophagous,17500
901270,Phytophagous,17500
901271,Phytophagous,17500
901272,Phytophagous,17500
901273,Phytophagous,17500
901274,Phytophagous,17500
901275,Phytophagous,17500
901276,Detritovorous,17500
901277,Parasite,17500
901278,Phytophagous,17500
901279,Phytophagous,17500
901280,Parasite,17500
901281,Parasite,17500
901282,Parasite,17500
901283,Parasite,17500
901284,Parasite,17500
901285,Phytophagous,17500
901286,Parasite,17500
901287,Parasite,17500
901288,Parasite,17500
901289,Detritovorous,17500
901290,Phytophagous,17500
901291,Parasite,17500
901292,Detritovorous,17500
901293,Other,17500
901294,Phytophagous,17500
901295,Parasite,17500
901296,Phytophagous,17500
901297,Parasite,17500
901298,Parasite,17500
901299,Parasite,17500
901300,Phytophagous,17500
901301,Phytophagous,17500
901302,Parasite,17500
901303,Phytophagous,17500
901304,Parasite,17500
901305,Phytophagous,17500
901306,Phytophagous,17500
901307,Phytophagous,17500
901308,Phytophagous,17500
901309,Phytophagous,17500
901310,Phytophagous,17500
901311,Parasite,17500
901312,Parasite,17500
901313,Phytophagous,17500
901314,Phytophagous,17500
901315,Parasite,17500
901316,Phytophagous,17500
901317,Parasite,17500
901318,Parasite,17500
901319,Phytophagous,17500
901320,Parasite,17500
901321,Phytophagous,17500
901322,Parasite,17500
901323,Phytophagous,17500
901324,Phytophagous,17500
901325,Phytophagous,17500
901326,Parasite,17500
901327,Detritovorous,17500
901328,Parasite,17500
901329,Detritovorous,17500
901330,Phytophagous,17500
901331,Phytophagous,17500
901332,Phytophagous,17500
901333,Parasite,17500
901334,Parasite,17500
901335,Parasite,17500
901336,Parasite,17500
901337,Parasite,17500
901338,Parasite,17500
901339,Parasite,17500
901340,Parasite,17500
901341,Detritovorous,17500
901342,Phytophagous,17500
901343,Phytophagous,17500
901344,Phytophagous,17500
901345,Phytophagous,17500
901346,Phytophagous,17500
901347,Parasite,17500
901348,Parasite,17500
901349,Parasite,17500
901350,Phytophagous,17500
901351,Phytophagous,17500
901352,Detritovorous,17500
901353,Phytophagous,17500
901354,Detritovorous,17500
901355,Parasite,17500
901356,Detritovorous,17500
901357,Detritovorous,17500
901358,Parasite,17500
901359,Parasite,17500
901360,Phytophagous,17500
901361,Phytophagous,17500
901362,Parasite,17500
901363,Phytophagous,17500
901364,Parasite,17500
901365,Parasite,17500
901366,Phytophagous,17500
901367,Phytophagous,17500
901368,Phytophagous,17500
901369,Phytophagous,17500
901370,Phytophagous,17500
901371,Phytophagous,17500
901372,Parasite,17500
901373,Parasite,17500
901374,Parasite,17500
901375,Parasite,17500
901376,Parasite,17500
901377,Phytophagous,17500
901378,Phytophagous,17500
901379,Phytophagous,17500
901380,Phytophagous,17500
901381,Phytophagous,17500
901382,Parasite,17500
901383,Phytophagous,17500
901384,Parasite,17500
901385,Phytophagous,17500
901386,Phytophagous,17500
901387,Parasite,17500
901388,Parasite,17500
901389,Detritovorous,17500
901390,Parasite,17500
901391,Parasite,17500
901392,Phytophagous,17500
901393,Phytophagous,17500
901394,Phytophagous,17500
901395,Phytophagous,17500
901396,Phytophagous,17500
901397,Phytophagous,17500
901398,Phytophagous,17500
901399,Parasite,17500
901400,Phytophagous,17500
901401,Phytophagous,17500
901524,Detritovorous,18242
901525,Detritovorous,18242
901526,Phytophagous,16904
901527,Phytophagous,17341
901528,Parasite,18263
901529,Parasite,18274
901530,Parasite,18275
901531,Parasite,18285
901532,Parasite,18291
901533,Parasite,18294
901534,Parasite,18297
901535,Parasite,18301
901536,Parasite,18655
901537,Parasite,18303
901538,Parasite,18311
901539,Parasite,18337
901540,Parasite,
901541,Parasite,18311
901542,Parasite,18349
901543,Parasite,18360
901544,Parasite,18378
901545,Parasite,18386
901546,Parasite,18410
901547,Parasite,18455
901548,Parasite,18462
901549,Parasite,18474
901550,Parasite,18370
901551,Parasite,18670
901552,Parasite,18487
901553,Parasite,18503
901554,Parasite,18505
901555,Parasite,18519
901556,Parasite,18524
901557,Parasite,18531
901558,Parasite,18547
901559,Parasite,18385
901560,Parasite,
901561,Parasite,
901562,Parasite,18561
901563,Parasite,18509
901564,Parasite,18277
901565,Parasite,
901566,Parasite,18277
901567,Parasite,18596
901568,Parasite,18597
901569,Parasite,18749
901570,Parasite,18751
901571,Parasite,18749
901572,Parasite,
901573,Parasite,18768
901574,Parasite,18780
901575,Parasite,18782
901576,Parasite,
901577,Parasite,18755
901578,Parasite,18736
901579,Parasite,
901580,Parasite,18601
901581,Parasite,18421
901582,Parasite,18580
901583,Parasite,
901584,Parasite,18584
901585,Parasite,18587
901586,Parasite,
901587,Parasite,18625
901588,Parasite,18630
901589,Parasite,18631
901590,Parasite,18632
901591,Parasite,18633
901592,Parasite,18634
901593,Parasite,18642
901594,Parasite,18643
901595,Parasite,18647
901596,Parasite,
901597,Parasite,18649
901598,Parasite,18650
901599,Parasite,18293
901600,Parasite,
901601,Parasite,18546
901602,Parasite,18671
901603,Parasite,0
