idspecies,id_sp_region,dwc_locationID
908,18811,TDWG:SPA-SP
931,18812,TDWG:SPA-SP
943,18813,TDWG:SPA-SP
280,18814,TDWG:SPA-SP
2248,18816,TDWG:SPA-SP
2254,18817,TDWG:SPA-SP
2303,18818,TDWG:SPA-SP
2296,18819,TDWG:SPA-SP
2307,18820,TDWG:SPA-SP
632,18821,TDWG:SPA-SP
2483,18822,TDWG:SPA-SP
2376,18823,TDWG:SPA-SP
2426,18825,TDWG:SPA-SP
608,18826,TDWG:SPA-SP
972,18827,TDWG:SPA-SP
717,18828,TDWG:SPA-SP
667,18829,TDWG:SPA-SP
681,18830,TDWG:SPA-SP
2699,18831,TDWG:SPA-SP
2695,18832,TDWG:SPA-SP
2709,18833,TDWG:SPA-SP
2717,18834,TDWG:SPA-SP
2686,18835,TDWG:SPA-SP
2702,18836,TDWG:SPA-SP
2704,18837,TDWG:SPA-SP
5478,18838,TDWG:SPA-SP
5428,18839,TDWG:SPA-SP
5449,18840,TDWG:SPA-SP
5456,18842,TDWG:SPA-SP
5229,18844,TDWG:SPA-SP
5240,18845,TDWG:SPA-SP
5241,18846,TDWG:SPA-SP
5248,18847,TDWG:SPA-SP
5284,18848,TDWG:SPA-SP
5292,18849,TDWG:SPA-SP
5294,18850,TDWG:SPA-SP
5296,18851,TDWG:SPA-SP
5308,18852,TDWG:SPA-SP
5317,18853,TDWG:SPA-SP
5319,18854,TDWG:SPA-SP
5325,18855,TDWG:SPA-SP
5230,18856,TDWG:SPA-SP
5371,18857,TDWG:SPA-SP
5372,18858,TDWG:SPA-SP
1031,18859,TDWG:SPA-SP
1116,18861,TDWG:SPA-SP
1589,18862,TDWG:SPA-SP
1662,18863,TDWG:SPA-SP
1670,18864,TDWG:SPA-SP
1698,18865,TDWG:SPA-SP
1729,18866,TDWG:SPA-SP
1743,18867,TDWG:SPA-SP
1841,18868,TDWG:SPA-SP
1862,18869,TDWG:SPA-SP
1893,18870,TDWG:SPA-SP
5099,18872,TDWG:SPA-SP
5121,18873,TDWG:SPA-SP
1002,18874,TDWG:SPA-SP
1322,18875,TDWG:SPA-SP
1339,18876,TDWG:SPA-SP
1335,18877,TDWG:SPA-SP
1345,18878,TDWG:SPA-SP
1382,18879,TDWG:SPA-SP
1394,18880,TDWG:SPA-SP
1410,18881,TDWG:SPA-SP
2554,18882,TDWG:SPA-SP
2558,18883,TDWG:SPA-SP
2564,18884,TDWG:SPA-SP
2575,18885,TDWG:SPA-SP
2581,18886,TDWG:SPA-SP
2587,18887,TDWG:SPA-SP
2589,18888,TDWG:SPA-SP
2526,18889,TDWG:SPA-SP
2550,18890,TDWG:SPA-SP
1940,18891,TDWG:SPA-SP
2183,18892,TDWG:SPA-SP
2192,18893,TDWG:SPA-SP
2006,18894,TDWG:SPA-SP
1228,18895,TDWG:SPA-SP
2085,18897,TDWG:SPA-SP
1248,18898,TDWG:SPA-SP
1253,18899,TDWG:SPA-SP
1014,18901,TDWG:SPA-SP
2289,18902,TDWG:SPA-SP
2843,18903,TDWG:SPA-SP
2866,18904,TDWG:SPA-SP
4545,18905,TDWG:SPA-SP
2948,18907,TDWG:SPA-SP
2967,18908,TDWG:SPA-SP
3003,18909,TDWG:SPA-SP
3044,18910,TDWG:SPA-SP
3194,18911,TDWG:SPA-SP
3321,18913,TDWG:SPA-SP
3355,18916,TDWG:SPA-SP
3358,18917,TDWG:SPA-SP
3393,18919,TDWG:SPA-SP
3026,18920,TDWG:SPA-SP
3470,18921,TDWG:SPA-SP
3461,18922,TDWG:SPA-SP
3504,18923,TDWG:SPA-SP
4100,18924,TDWG:SPA-SP
3512,18925,TDWG:SPA-SP
3591,18930,TDWG:SPA-SP
3593,18931,TDWG:SPA-SP
3595,18932,TDWG:SPA-SP
3626,18934,TDWG:SPA-SP
3646,18935,TDWG:SPA-SP
3731,18936,TDWG:SPA-SP
3799,18937,TDWG:SPA-SP
3930,18938,TDWG:SPA-SP
3998,18939,TDWG:SPA-SP
3996,18940,TDWG:SPA-SP
4009,18941,TDWG:SPA-SP
4065,18942,TDWG:SPA-SP
4073,18943,TDWG:SPA-SP
4076,18944,TDWG:SPA-SP
4137,18945,TDWG:SPA-SP
4156,18946,TDWG:SPA-SP
4169,18947,TDWG:SPA-SP
4227,18948,TDWG:SPA-SP
4233,18949,TDWG:SPA-SP
4240,18950,TDWG:SPA-SP
4259,18951,TDWG:SPA-SP
4279,18952,TDWG:SPA-SP
4318,18953,TDWG:SPA-SP
4363,18956,TDWG:SPA-SP
4367,18957,TDWG:SPA-SP
4382,18959,TDWG:SPA-SP
4395,18961,TDWG:SPA-SP
4421,18962,TDWG:SPA-SP
4457,18963,TDWG:SPA-SP
4459,18964,TDWG:SPA-SP
4534,18965,TDWG:SPA-SP
4595,18966,TDWG:SPA-SP
4623,18967,TDWG:SPA-SP
4626,18968,TDWG:SPA-SP
4647,18969,TDWG:SPA-SP
4676,18970,TDWG:SPA-SP
4659,18971,TDWG:SPA-SP
4694,18972,TDWG:SPA-SP
4762,18973,TDWG:SPA-SP
4778,18974,TDWG:SPA-SP
4837,18977,TDWG:SPA-SP
4865,18979,TDWG:SPA-SP
4919,18981,TDWG:SPA-SP
4926,18982,TDWG:SPA-SP
4217,18983,TDWG:SPA-SP
4989,18984,TDWG:SPA-SP
4983,18985,TDWG:SPA-SP
4986,18986,TDWG:SPA-SP
4995,18987,TDWG:SPA-SP
4991,18988,TDWG:SPA-SP
4993,18989,TDWG:SPA-SP
4970,18990,TDWG:SPA-SP
5064,18991,TDWG:SPA-SP
5419,18992,TDWG:SPA-SP
5422,18993,TDWG:SPA-SP
5407,18994,TDWG:SPA-SP
5424,18995,TDWG:SPA-SP
2726,18997,TDWG:SPA-SP
17106,18999,TDWG:SPA-SP
17349,19000,TDWG:SPA-SP
7163,19001,TDWG:SPA-SP
7165,19002,TDWG:SPA-SP
7187,19004,TDWG:SPA-SP
7211,19006,TDWG:SPA-SP
7219,19007,TDWG:SPA-SP
7227,19008,TDWG:SPA-SP
7231,19009,TDWG:SPA-SP
7232,19010,TDWG:SPA-SP
7242,19011,TDWG:SPA-SP
7255,19012,TDWG:SPA-SP
7262,19013,TDWG:SPA-SP
7904,19014,TDWG:SPA-SP
6472,19016,TDWG:SPA-SP
6603,19017,TDWG:SPA-SP
6619,19018,TDWG:SPA-SP
6765,19021,TDWG:SPA-SP
6804,19022,TDWG:SPA-SP
6840,19023,TDWG:SPA-SP
6867,19024,TDWG:SPA-SP
6937,19026,TDWG:SPA-SP
7025,19028,TDWG:SPA-SP
7060,19032,TDWG:SPA-SP
7071,19033,TDWG:SPA-SP
6202,19035,TDWG:SPA-SP
16934,19036,TDWG:SPA-SP
16942,19037,TDWG:SPA-SP
16954,19039,TDWG:SPA-SP
20860,19040,TDWG:SPA-SP
20865,19041,TDWG:SPA-SP
20892,19042,TDWG:SPA-SP
20926,19043,TDWG:SPA-SP
20946,19044,TDWG:SPA-SP
20954,19045,TDWG:SPA-SP
21036,19046,TDWG:SPA-SP
21041,19047,TDWG:SPA-SP
21044,19048,TDWG:SPA-SP
21154,19049,TDWG:SPA-SP
21169,19050,TDWG:SPA-SP
21187,19051,TDWG:SPA-SP
21196,19052,TDWG:SPA-SP
21252,19053,TDWG:SPA-SP
21288,19054,TDWG:SPA-SP
17680,19055,TDWG:SPA-SP
17727,19056,TDWG:SPA-SP
17668,19060,TDWG:SPA-SP
21657,19062,TDWG:SPA-SP
21701,19065,TDWG:SPA-SP
21719,19066,TDWG:SPA-SP
22121,19068,TDWG:SPA-SP
22131,19069,TDWG:SPA-SP
22148,19070,TDWG:SPA-SP
22156,19071,TDWG:SPA-SP
22223,19073,TDWG:SPA-SP
22252,19074,TDWG:SPA-SP
22281,19075,TDWG:SPA-SP
22306,19076,TDWG:SPA-SP
23846,19079,TDWG:SPA-SP
22409,19081,TDWG:SPA-SP
22581,19085,TDWG:SPA-SP
22680,19086,TDWG:SPA-SP
22785,19087,TDWG:SPA-SP
22746,19088,TDWG:SPA-SP
22759,19089,TDWG:SPA-SP
23273,19090,TDWG:SPA-SP
21664,19091,TDWG:SPA-SP
21679,19092,TDWG:SPA-SP
21685,19093,TDWG:SPA-SP
21890,19097,TDWG:SPA-SP
21934,19098,TDWG:SPA-SP
21969,19100,TDWG:SPA-SP
21999,19101,TDWG:SPA-SP
22017,19102,TDWG:SPA-SP
22033,19104,TDWG:SPA-SP
22090,19105,TDWG:SPA-SP
22052,19106,TDWG:SPA-SP
22055,19107,TDWG:SPA-SP
22169,19108,TDWG:SPA-SP
22459,19109,TDWG:SPA-SP
22495,19110,TDWG:SPA-SP
22560,19111,TDWG:SPA-SP
22686,19112,TDWG:SPA-SP
22730,19113,TDWG:SPA-SP
22867,19114,TDWG:SPA-SP
22875,19115,TDWG:SPA-SP
22913,19116,TDWG:SPA-SP
22902,19117,TDWG:SPA-SP
22928,19118,TDWG:SPA-SP
22931,19119,TDWG:SPA-SP
22932,19120,TDWG:SPA-SP
22968,19121,TDWG:SPA-SP
23017,19122,TDWG:SPA-SP
23087,19124,TDWG:SPA-SP
23088,19125,TDWG:SPA-SP
23161,19126,TDWG:SPA-SP
23182,19127,TDWG:SPA-SP
23377,19128,TDWG:SPA-SP
23561,19129,TDWG:SPA-SP
23603,19130,TDWG:SPA-SP
23608,19131,TDWG:SPA-SP
23627,19132,TDWG:SPA-SP
23672,19134,TDWG:SPA-SP
23675,19135,TDWG:SPA-SP
23699,19137,TDWG:SPA-SP
23701,19138,TDWG:SPA-SP
23704,19139,TDWG:SPA-SP
23765,19140,TDWG:SPA-SP
23762,19141,TDWG:SPA-SP
23772,19142,TDWG:SPA-SP
23783,19143,TDWG:SPA-SP
23815,19144,TDWG:SPA-SP
22975,19145,TDWG:SPA-SP
23836,19146,TDWG:SPA-SP
23841,19147,TDWG:SPA-SP
23861,19148,TDWG:SPA-SP
23892,19149,TDWG:SPA-SP
24013,19150,TDWG:SPA-SP
24021,19151,TDWG:SPA-SP
24085,19154,TDWG:SPA-SP
24054,19155,TDWG:SPA-SP
24104,19156,TDWG:SPA-SP
24108,19157,TDWG:SPA-SP
17353,19158,TDWG:SPA-SP
17360,19159,TDWG:SPA-SP
17367,19160,TDWG:SPA-SP
17376,19161,TDWG:SPA-SP
17373,19162,TDWG:SPA-SP
7900,19163,TDWG:SPA-SP
6125,19164,TDWG:SPA-SP
14914,19165,TDWG:SPA-SP
14933,19166,TDWG:SPA-SP
14951,19167,TDWG:SPA-SP
18238,19168,TDWG:SPA-SP
18196,19169,TDWG:SPA-SP
18213,19170,TDWG:SPA-SP
18246,19171,TDWG:SPA-SP
18208,19172,TDWG:SPA-SP
17802,19173,TDWG:SPA-SP
17876,19174,TDWG:SPA-SP
17886,19175,TDWG:SPA-SP
17957,19176,TDWG:SPA-SP
15163,19178,TDWG:SPA-SP
15239,19179,TDWG:SPA-SP
15253,19180,TDWG:SPA-SP
15265,19181,TDWG:SPA-SP
15286,19182,TDWG:SPA-SP
15490,19183,TDWG:SPA-SP
15632,19184,TDWG:SPA-SP
15650,19185,TDWG:SPA-SP
15855,19186,TDWG:SPA-SP
15795,19187,TDWG:SPA-SP
15914,19188,TDWG:SPA-SP
15991,19189,TDWG:SPA-SP
16032,19190,TDWG:SPA-SP
16070,19191,TDWG:SPA-SP
16078,19192,TDWG:SPA-SP
16091,19193,TDWG:SPA-SP
16094,19194,TDWG:SPA-SP
16127,19195,TDWG:SPA-SP
16163,19196,TDWG:SPA-SP
16167,19197,TDWG:SPA-SP
16280,19198,TDWG:SPA-SP
16402,19199,TDWG:SPA-SP
16344,19200,TDWG:SPA-SP
7277,19203,TDWG:SPA-SP
7280,19206,TDWG:SPA-SP
7283,19207,TDWG:SPA-SP
7308,19211,TDWG:SPA-SP
7312,19213,TDWG:SPA-SP
7330,19217,TDWG:SPA-SP
7323,19218,TDWG:SPA-SP
7286,19219,TDWG:SPA-SP
12590,19221,TDWG:SPA-SP
12601,19222,TDWG:SPA-SP
12663,19225,TDWG:SPA-SP
12669,19226,TDWG:SPA-SP
12676,19227,TDWG:SPA-SP
12682,19228,TDWG:SPA-SP
12702,19229,TDWG:SPA-SP
21522,19230,TDWG:SPA-SP
21538,19231,TDWG:SPA-SP
14656,19232,TDWG:SPA-SP
15049,19233,TDWG:SPA-SP
24214,19236,TDWG:SPA-SP
24120,19237,TDWG:SPA-SP
7338,19238,TDWG:SPA-SP
7420,19239,TDWG:SPA-SP
7479,19240,TDWG:SPA-SP
7493,19241,TDWG:SPA-SP
7486,19242,TDWG:SPA-SP
7653,19243,TDWG:SPA-SP
7633,19244,TDWG:SPA-SP
7681,19246,TDWG:SPA-SP
7759,19247,TDWG:SPA-SP
7877,19248,TDWG:SPA-SP
14899,19249,TDWG:SPA-SP
14902,19250,TDWG:SPA-SP
10101,19251,TDWG:SPA-SP
6229,19252,TDWG:SPA-SP
6259,19253,TDWG:SPA-SP
6354,19255,TDWG:SPA-SP
7126,19256,TDWG:SPA-SP
6412,19257,TDWG:SPA-SP
6464,19258,TDWG:SPA-SP
6556,19259,TDWG:SPA-SP
6595,19260,TDWG:SPA-SP
6275,19261,TDWG:SPA-SP
7139,19262,TDWG:SPA-SP
20155,19263,TDWG:SPA-SP
20163,19264,TDWG:SPA-SP
20174,19265,TDWG:SPA-SP
20192,19266,TDWG:SPA-SP
20232,19267,TDWG:SPA-SP
20227,19268,TDWG:SPA-SP
20238,19269,TDWG:SPA-SP
20251,19270,TDWG:SPA-SP
20254,19271,TDWG:SPA-SP
8697,19276,TDWG:SPA-SP
8787,19277,TDWG:SPA-SP
8750,19279,TDWG:SPA-SP
8763,19280,TDWG:SPA-SP
8729,19281,TDWG:SPA-SP
8793,19282,TDWG:SPA-SP
8800,19283,TDWG:SPA-SP
8722,19284,TDWG:SPA-SP
8826,19285,TDWG:SPA-SP
8832,19286,TDWG:SPA-SP
8862,19287,TDWG:SPA-SP
8873,19288,TDWG:SPA-SP
8876,19289,TDWG:SPA-SP
8896,19290,TDWG:SPA-SP
8912,19291,TDWG:SPA-SP
8889,19292,TDWG:SPA-SP
14698,19293,TDWG:SPA-SP
14702,19294,TDWG:SPA-SP
14727,19295,TDWG:SPA-SP
14735,19296,TDWG:SPA-SP
14721,19297,TDWG:SPA-SP
14753,19298,TDWG:SPA-SP
14751,19299,TDWG:SPA-SP
14744,19300,TDWG:SPA-SP
14737,19301,TDWG:SPA-SP
14780,19302,TDWG:SPA-SP
14784,19303,TDWG:SPA-SP
14789,19304,TDWG:SPA-SP
24284,19305,TDWG:SPA-SP
24307,19306,TDWG:SPA-SP
24320,19307,TDWG:SPA-SP
17341,19308,TDWG:SPA-SP
17336,19309,TDWG:SPA-SP
10117,19311,TDWG:SPA-SP
10121,19312,TDWG:SPA-SP
10138,19313,TDWG:SPA-SP
10296,19314,TDWG:SPA-SP
10154,19315,TDWG:SPA-SP
10305,19316,TDWG:SPA-SP
10173,19317,TDWG:SPA-SP
10189,19319,TDWG:SPA-SP
10197,19320,TDWG:SPA-SP
10152,19321,TDWG:SPA-SP
10232,19322,TDWG:SPA-SP
12729,19324,TDWG:SPA-SP
12757,19326,TDWG:SPA-SP
12740,19328,TDWG:SPA-SP
12761,19329,TDWG:SPA-SP
12768,19330,TDWG:SPA-SP
12784,19332,TDWG:SPA-SP
12807,19334,TDWG:SPA-SP
12810,19335,TDWG:SPA-SP
12779,19336,TDWG:SPA-SP
12842,19337,TDWG:SPA-SP
11034,19338,TDWG:SPA-SP
12692,19339,TDWG:SPA-SP
12616,19340,TDWG:SPA-SP
12724,19341,TDWG:SPA-SP
11160,19342,TDWG:SPA-SP
11359,19343,TDWG:SPA-SP
11449,19344,TDWG:SPA-SP
11456,19345,TDWG:SPA-SP
11486,19346,TDWG:SPA-SP
11557,19348,TDWG:SPA-SP
11589,19349,TDWG:SPA-SP
11626,19350,TDWG:SPA-SP
11689,19351,TDWG:SPA-SP
12871,19352,TDWG:SPA-SP
11807,19353,TDWG:SPA-SP
12873,19354,TDWG:SPA-SP
11863,19355,TDWG:SPA-SP
11870,19356,TDWG:SPA-SP
11883,19357,TDWG:SPA-SP
11892,19358,TDWG:SPA-SP
11928,19359,TDWG:SPA-SP
11936,19360,TDWG:SPA-SP
11982,19362,TDWG:SPA-SP
12020,19364,TDWG:SPA-SP
12026,19365,TDWG:SPA-SP
12103,19366,TDWG:SPA-SP
12238,19367,TDWG:SPA-SP
12261,19368,TDWG:SPA-SP
12327,19369,TDWG:SPA-SP
12335,19370,TDWG:SPA-SP
12403,19371,TDWG:SPA-SP
12542,19372,TDWG:SPA-SP
12581,19373,TDWG:SPA-SP
12586,19374,TDWG:SPA-SP
14825,19375,TDWG:SPA-SP
14824,19376,TDWG:SPA-SP
14841,19377,TDWG:SPA-SP
14881,19378,TDWG:SPA-SP
9386,19379,TDWG:SPA-SP
9448,19380,TDWG:SPA-SP
9460,19381,TDWG:SPA-SP
9435,19382,TDWG:SPA-SP
9076,19383,TDWG:SPA-SP
9110,19384,TDWG:SPA-SP
10441,19385,TDWG:SPA-SP
10453,19386,TDWG:SPA-SP
10472,19387,TDWG:SPA-SP
9151,19388,TDWG:SPA-SP
9161,19389,TDWG:SPA-SP
17076,19390,TDWG:SPA-SP
17202,19391,TDWG:SPA-SP
17213,19392,TDWG:SPA-SP
19325,19393,TDWG:SPA-SP
14975,19394,TDWG:SPA-SP
14978,19395,TDWG:SPA-SP
14990,19396,TDWG:SPA-SP
14983,19397,TDWG:SPA-SP
18535,19398,TDWG:SPA-SP
18537,19399,TDWG:SPA-SP
18649,19400,TDWG:SPA-SP
18738,19401,TDWG:SPA-SP
18831,19402,TDWG:SPA-SP
18854,19403,TDWG:SPA-SP
18860,19404,TDWG:SPA-SP
18892,19405,TDWG:SPA-SP
18900,19406,TDWG:SPA-SP
18908,19407,TDWG:SPA-SP
18926,19408,TDWG:SPA-SP
18949,19409,TDWG:SPA-SP
18988,19410,TDWG:SPA-SP
19028,19411,TDWG:SPA-SP
18828,19412,TDWG:SPA-SP
10404,19413,TDWG:SPA-SP
9471,19415,TDWG:SPA-SP
9478,19417,TDWG:SPA-SP
9520,19418,TDWG:SPA-SP
16613,19419,TDWG:SPA-SP
16660,19421,TDWG:SPA-SP
16605,19422,TDWG:SPA-SP
16614,19423,TDWG:SPA-SP
16616,19424,TDWG:SPA-SP
16607,19425,TDWG:SPA-SP
16682,19426,TDWG:SPA-SP
16658,19427,TDWG:SPA-SP
16675,19428,TDWG:SPA-SP
16722,19429,TDWG:SPA-SP
16775,19430,TDWG:SPA-SP
16861,19431,TDWG:SPA-SP
16865,19432,TDWG:SPA-SP
16886,19433,TDWG:SPA-SP
16890,19434,TDWG:SPA-SP
19516,19435,TDWG:SPA-SP
17044,19436,TDWG:SPA-SP
8687,19437,TDWG:SPA-SP
12887,19438,TDWG:SPA-SP
12893,19439,TDWG:SPA-SP
12902,19440,TDWG:SPA-SP
12911,19441,TDWG:SPA-SP
12920,19442,TDWG:SPA-SP
19211,19443,TDWG:SPA-SP
19209,19444,TDWG:SPA-SP
19214,19445,TDWG:SPA-SP
9559,19448,TDWG:SPA-SP
9549,19449,TDWG:SPA-SP
9551,19450,TDWG:SPA-SP
9561,19451,TDWG:SPA-SP
9527,19452,TDWG:SPA-SP
8669,19453,TDWG:SPA-SP
553,19455,TDWG:SPA-SP
19471,19456,TDWG:SPA-SP
19483,19457,TDWG:SPA-SP
19487,19458,TDWG:SPA-SP
19492,19459,TDWG:SPA-SP
19494,19460,TDWG:SPA-SP
19502,19461,TDWG:SPA-SP
19511,19462,TDWG:SPA-SP
9770,19463,TDWG:SPA-SP
9756,19464,TDWG:SPA-SP
9846,19465,TDWG:SPA-SP
9894,19467,TDWG:SPA-SP
9965,19469,TDWG:SPA-SP
10019,19470,TDWG:SPA-SP
9967,19471,TDWG:SPA-SP
10030,19472,TDWG:SPA-SP
10035,19473,TDWG:SPA-SP
10036,19474,TDWG:SPA-SP
19363,19475,TDWG:SPA-SP
10870,19476,TDWG:SPA-SP
10874,19477,TDWG:SPA-SP
10909,19478,TDWG:SPA-SP
10946,19479,TDWG:SPA-SP
10957,19481,TDWG:SPA-SP
11001,19482,TDWG:SPA-SP
5603,19483,TDWG:SPA-SP
5592,19484,TDWG:SPA-SP
5614,19485,TDWG:SPA-SP
5721,19486,TDWG:SPA-SP
5689,19487,TDWG:SPA-SP
8642,19489,TDWG:SPA-SP
8650,19490,TDWG:SPA-SP
21412,19491,TDWG:SPA-SP
6145,19492,TDWG:SPA-SP
8634,19493,TDWG:SPA-SP
8018,19494,TDWG:SPA-SP
8029,19495,TDWG:SPA-SP
8125,19498,TDWG:SPA-SP
8170,19499,TDWG:SPA-SP
8196,19500,TDWG:SPA-SP
8232,19501,TDWG:SPA-SP
8306,19502,TDWG:SPA-SP
8317,19503,TDWG:SPA-SP
8418,19504,TDWG:SPA-SP
8509,19506,TDWG:SPA-SP
8553,19507,TDWG:SPA-SP
8537,19508,TDWG:SPA-SP
7946,19509,TDWG:SPA-SP
7968,19510,TDWG:SPA-SP
6131,19511,TDWG:SPA-SP
10083,19512,TDWG:SPA-SP
5879,19513,TDWG:SPA-SP
5937,19514,TDWG:SPA-SP
15017,19515,TDWG:SPA-SP
14621,19516,TDWG:SPA-SP
13306,19517,TDWG:SPA-SP
13237,19518,TDWG:SPA-SP
13370,19519,TDWG:SPA-SP
13445,19520,TDWG:SPA-SP
13120,19521,TDWG:SPA-SP
13452,19522,TDWG:SPA-SP
13488,19524,TDWG:SPA-SP
13570,19525,TDWG:SPA-SP
13605,19526,TDWG:SPA-SP
13629,19527,TDWG:SPA-SP
13776,19528,TDWG:SPA-SP
13784,19529,TDWG:SPA-SP
13812,19530,TDWG:SPA-SP
13830,19531,TDWG:SPA-SP
13848,19532,TDWG:SPA-SP
13928,19533,TDWG:SPA-SP
13875,19534,TDWG:SPA-SP
13904,19535,TDWG:SPA-SP
13913,19536,TDWG:SPA-SP
13934,19537,TDWG:SPA-SP
13952,19538,TDWG:SPA-SP
13956,19539,TDWG:SPA-SP
13969,19540,TDWG:SPA-SP
14100,19542,TDWG:SPA-SP
14127,19543,TDWG:SPA-SP
14095,19544,TDWG:SPA-SP
14447,19545,TDWG:SPA-SP
14490,19546,TDWG:SPA-SP
14314,19547,TDWG:SPA-SP
13631,19548,TDWG:SPA-SP
14211,19549,TDWG:SPA-SP
17642,19550,TDWG:SPA-SP
17026,19551,TDWG:SPA-SP
17028,19552,TDWG:SPA-SP
16999,19553,TDWG:SPA-SP
17002,19554,TDWG:SPA-SP
17010,19555,TDWG:SPA-SP
16993,19556,TDWG:SPA-SP
10547,19557,TDWG:SPA-SP
10481,19558,TDWG:SPA-SP
10559,19559,TDWG:SPA-SP
10565,19560,TDWG:SPA-SP
10586,19561,TDWG:SPA-SP
10711,19562,TDWG:SPA-SP
17132,19563,TDWG:SPA-SP
17074,19564,TDWG:SPA-SP
17506,19565,TDWG:SPA-SP
9046,19566,TDWG:SPA-SP
19979,19568,TDWG:SPA-SP
19525,19569,TDWG:SPA-SP
19944,19570,TDWG:SPA-SP
19976,19571,TDWG:SPA-SP
20030,19572,TDWG:SPA-SP
20045,19573,TDWG:SPA-SP
18222,19574,TDWG:SPA-SP
20349,19576,TDWG:SPA-SP
20334,19577,TDWG:SPA-SP
20344,19578,TDWG:SPA-SP
20343,19579,TDWG:SPA-SP
20351,19580,TDWG:SPA-SP
20401,19583,TDWG:SPA-SP
20411,19584,TDWG:SPA-SP
20400,19585,TDWG:SPA-SP
20422,19586,TDWG:SPA-SP
20437,19587,TDWG:SPA-SP
20480,19589,TDWG:SPA-SP
20484,19590,TDWG:SPA-SP
20493,19591,TDWG:SPA-SP
20544,19592,TDWG:SPA-SP
20560,19593,TDWG:SPA-SP
20567,19594,TDWG:SPA-SP
20578,19595,TDWG:SPA-SP
20619,19597,TDWG:SPA-SP
20623,19598,TDWG:SPA-SP
20738,19599,TDWG:SPA-SP
20643,19600,TDWG:SPA-SP
20637,19601,TDWG:SPA-SP
20651,19602,TDWG:SPA-SP
20654,19603,TDWG:SPA-SP
20655,19604,TDWG:SPA-SP
20726,19605,TDWG:SPA-SP
20667,19606,TDWG:SPA-SP
20666,19607,TDWG:SPA-SP
20701,19608,TDWG:SPA-SP
20709,19609,TDWG:SPA-SP
20715,19610,TDWG:SPA-SP
20625,19611,TDWG:SPA-SP
20719,19613,TDWG:SPA-SP
20723,19614,TDWG:SPA-SP
20753,19615,TDWG:SPA-SP
20759,19616,TDWG:SPA-SP
16624,19617,TDWG:SPA-SP
7928,19618,TDWG:SPA-SP
14570,19620,TDWG:SPA-SP
14606,19621,TDWG:SPA-SP
14580,19622,TDWG:SPA-SP
14541,19623,TDWG:SPA-SP
19109,19624,TDWG:SPA-SP
19127,19626,TDWG:SPA-SP
19154,19629,TDWG:SPA-SP
19161,19630,TDWG:SPA-SP
19185,19631,TDWG:SPA-SP
9197,19632,TDWG:SPA-SP
9211,19633,TDWG:SPA-SP
9176,19634,TDWG:SPA-SP
9234,19635,TDWG:SPA-SP
9227,19636,TDWG:SPA-SP
9247,19637,TDWG:SPA-SP
9225,19638,TDWG:SPA-SP
9232,19639,TDWG:SPA-SP
9223,19640,TDWG:SPA-SP
9233,19642,TDWG:SPA-SP
21596,20738,TDWG:SVA
13018,20739,TDWG:SVA
2838,20740,TDWG:SVA
22126,20741,TDWG:SVA
6268,20742,TDWG:SVA
15236,20743,TDWG:SVA
15342,20744,TDWG:SVA
15557,20745,TDWG:SVA
6378,20746,TDWG:SVA
3444,20747,TDWG:SVA
15711,20748,TDWG:SVA
9275,20749,TDWG:SVA
15849,20750,TDWG:SVA
8100,20751,TDWG:SVA
18420,20752,TDWG:SVA
17543,20753,TDWG:SVA
23017,20754,TDWG:SVA
4065,20755,TDWG:SVA
17994,20756,TDWG:SVA
16040,20757,TDWG:SVA
13570,20758,TDWG:SVA
23273,20759,TDWG:SVA
11645,20760,TDWG:SVA
19660,20761,TDWG:SVA
19671,20762,TDWG:SVA
4491,20763,TDWG:SVA
4520,20764,TDWG:SVA
8374,20765,TDWG:SVA
6017,20766,TDWG:SVA
6061,20767,TDWG:SVA
16256,20768,TDWG:SVA
16355,20769,TDWG:SVA
16361,20770,TDWG:SVA
8489,20771,TDWG:SVA
8535,20772,TDWG:SVA
7721,20773,TDWG:SVA
16389,20774,TDWG:SVA
7857,20775,TDWG:SVA
7861,20776,TDWG:SVA
23924,20777,TDWG:SVA
16525,20778,TDWG:SVA
23981,20779,TDWG:SVA
24006,20780,TDWG:SVA
12422,20781,TDWG:SVA
16633,21097,TDWG:SWI
10128,21098,TDWG:SWI
17089,21099,TDWG:SWI
608,21100,TDWG:SWI
2745,21101,TDWG:SWI
2751,21102,TDWG:SWI
2235,21103,TDWG:SWI
16970,21104,TDWG:SWI
8690,21105,TDWG:SWI
1433,21106,TDWG:SWI
2841,21107,TDWG:SWI
16708,21108,TDWG:SWI
6742,21109,TDWG:SWI
53860,21110,TDWG:SWI
6840,21111,TDWG:SWI
6867,21112,TDWG:SWI
6878,21113,TDWG:SWI
6937,21114,TDWG:SWI
7046,21115,TDWG:SWI
21692,21116,TDWG:SWI
11034,21117,TDWG:SWI
15125,21118,TDWG:SWI
15141,21119,TDWG:SWI
13087,21120,TDWG:SWI
15163,21121,TDWG:SWI
22131,21122,TDWG:SWI
22138,21123,TDWG:SWI
22184,21124,TDWG:SWI
719,21125,TDWG:SWI
19787,21126,TDWG:SWI
17716,21127,TDWG:SWI
22273,21128,TDWG:SWI
22281,21129,TDWG:SWI
22252,21130,TDWG:SWI
15186,21131,TDWG:SWI
2933,21132,TDWG:SWI
2967,21133,TDWG:SWI
22409,21134,TDWG:SWI
22412,21135,TDWG:SWI
22424,21136,TDWG:SWI
