idspecies,id_sp_region,population_status,sourceid
8029,7722,Established,""
8029,7723,Established,""
8306,7724,Established,""
5909,7726,Established,""
17642,7727,Established,""
19944,7728,Established,""
19658,7729,Established,""
19658,7730,Established,""
20437,7731,Established,""
20719,7732,Established,""
2924,7733,Established,""
2924,7734,Established,""
2757,7735,Established,""
2745,7736,Established,""
3038,7737,Established,""
4421,7739,Established,""
4421,7740,Established,""
3003,7742,Established,""
5002,7745,Established,""
3101,7746,Established,""
2006,7748,Established,""
1938,7749,Established,""
1944,7750,Established,""
1253,7751,Established,""
1248,7752,Established,""
1245,7753,Established,""
1271,7754,Established,""
244,7755,Established,""
157,7756,Established,""
500,7757,Established,""
899,7758,Established,""
761,7759,Established,""
428,7760,Established,""
428,7761,Established,""
414,7762,Established,""
423,7763,Established,""
802,7764,Established,""
512,7765,Established,""
14881,7766,Established,""
14877,7767,Established,""
10481,7768,Established,""
12920,7769,Established,""
12920,7770,Established,""
14656,7771,Not established,""
14656,7772,Not established,""
8018,7773,Established,""
6397,7774,Not established,""
6397,7775,Not established,""
6840,7776,Not established,""
6840,7777,Not established,""
7035,7780,Not established,""
7060,7781,Not established,""
8650,7782,Established,""
8650,7783,Established,""
7980,7784,Established,""
7980,7785,Established,""
7674,7787,Established,""
7324,7788,Established,""
17480,7789,Established,""
17028,7790,Established,""
17028,7791,Established,""
17076,7792,Established,""
17052,7793,Established,""
21154,7794,Established,""
20954,7795,Established,""
6004,7796,Not established,""
632,7797,Established,""
661,7798,Established,""
21252,7799,Established,""
21252,7800,Established,""
20865,7801,Established,""
24214,7802,Established,""
24140,7803,Established,""
24177,7804,Established,""
24307,7805,Established,""
14621,7806,Established,""
14621,7807,Established,""
9197,7808,Established,""
9197,7809,Established,""
19471,7810,Established,""
19483,7811,Established,""
19483,7812,Established,""
19487,7813,Established,""
19487,7814,Established,""
19492,7815,Established,""
19511,7816,Established,""
20115,7817,Established,""
20208,7818,Established,""
20218,7819,Established,""
17388,7820,Established,""
20400,7821,Established,""
20411,7822,Established,""
20709,7823,Established,""
20709,7824,Established,""
20759,7825,Established,""
20759,7826,Established,""
20667,7827,Established,""
20422,7828,Established,""
20422,7829,Established,""
20351,7830,Not established,""
20480,7831,Established,""
20480,7832,Established,""
20484,7833,Established,""
20484,7834,Established,""
19210,7835,Established,""
19320,7836,Not established,""
19320,7837,Established,""
19325,7838,Established,""
18156,7839,Established,""
18185,7840,Established,""
17819,7841,Established,""
17813,7842,Established,""
18097,7843,Established,""
17788,7844,Established,""
17774,7845,Established,""
19283,7846,Established,""
7928,7847,Established,""
7928,7848,Established,""
18828,7849,Established,""
18828,7850,Established,""
19028,7851,Established,""
18903,7852,Established,""
18992,7853,Established,""
17503,7854,Established,""
10084,7855,Established,""
10088,7856,Established,""
11017,7857,Established,""
11001,7858,Established,""
10396,7859,Established,""
10404,7861,Established,""
16927,7862,Established,""
16927,7863,Established,""
16752,7864,Established,""
16752,7865,Established,""
16654,7866,Established,""
16660,7867,Established,""
16660,7868,Established,""
16707,7869,Established,""
16798,7870,Established,""
16820,7871,Established,""
16675,7872,Established,""
16675,7873,Established,""
10131,7875,Established,""
10186,7876,Established,""
2726,7877,Established,""
2726,7878,Established,""
4005,7879,Established,""
4009,7880,Established,""
4009,7881,Established,""
4065,7882,Established,""
4065,7883,Established,""
4986,7884,Established,""
4989,7885,Not established,""
4970,7886,Established,""
4970,7887,Established,""
4829,7888,Established,""
4639,7889,Established,""
4639,7890,Established,""
4659,7891,Established,""
4778,7892,Established,""
4778,7893,Established,""
3358,7894,Not established,""
5064,7895,Established,""
5064,7896,Established,""
5210,7898,Established,""
5210,7899,Not established,""
1307,7900,Established,""
1322,7901,Established,""
1322,7902,Established,""
1394,7903,Established,""
1394,7904,Established,""
2431,7907,Established,""
2431,7908,Established,""
1784,7909,Established,""
1743,7910,Established,""
1743,7911,Established,""
1688,7913,Established,""
10441,7914,Established,""
10443,7915,Established,""
10456,7916,Established,""
10789,7917,Established,""
7930,7918,Not established,""
5603,7919,Not established,""
5689,7920,Not established,""
16438,7922,Not established,""
5879,7009,Unknown,""
21090,7056,Not established,""
4557,7169,Unknown,""
18879,7180,Unknown,""
12154,7207,Unknown,""
16078,7230,Unknown,""
16116,7232,Unknown,""
23578,7246,Established,""
6638,7247,Unknown,""
6646,7248,Unknown,""
2006,7249,Established,""
3507,7250,Unknown,""
21634,7251,Unknown,""
16799,7265,Unknown,""
17496,7269,Unknown,""
18316,7275,Unknown,""
7255,7277,Unknown,""
17725,7279,Unknown,""
14953,7281,Unknown,""
5240,7433,Unknown,""
15163,7683,Established,""
12327,7704,Established,""
12327,7705,Established,""
2967,7743,Established,""
2967,7744,Established,""
16656,7874,Established,""
1410,7905,Established,""
1410,7906,Established,""
20099,3996,Extinct,""
2056,4280,Extinct,""
13700,4407,Extinct,""
21602,4671,Extinct,""
5794,4682,Extinct,""
12973,4710,Extinct,""
13015,4713,Extinct,""
1319,4714,Extinct,""
15141,4828,Extinct,""
22135,4851,Extinct,""
17519,4865,Extinct,""
3029,4961,Extinct,""
3056,4966,Extinct,""
18343,5004,Extinct,""
21820,5146,Extinct,""
22443,5336,Extinct,""
9326,5431,Extinct,""
5978,5565,Extinct,""
17332,5692,Extinct,""
17472,5784,Extinct,""
14062,6178,Extinct,""
14122,6180,Extinct,""
14134,6182,Extinct,""
18894,6232,Extinct,""
18964,6238,Extinct,""
8830,6289,Extinct,""
23959,6478,Extinct,""
17716,7541,Extinct,""
15855,7923,Established,""
15855,7924,Established,""
16167,7926,Established,""
15222,7927,Established,""
16127,7928,Established,""
15914,7929,Established,""
15072,7930,Not established,""
15099,7931,Not established,""
15610,7932,Established,""
15481,7933,Not established,""
16019,7935,Established,""
16032,7936,Established,""
15632,7937,Established,""
15724,7938,Not established,""
15265,7939,Not established,""
15286,7940,Not established,""
15305,7941,Established,""
15305,7942,Established,""
15360,7943,Established,""
15359,7944,Not established,""
16296,7945,Established,""
15203,7946,Established,""
15186,7947,Established,""
17229,7948,Established,""
17226,7949,Established,""
17321,7950,Established,""
21461,7951,Established,""
21560,7952,Established,""
21560,7953,Established,""
22615,7954,Established,""
22615,7955,Established,""
23793,7956,Established,""
17063,7957,Established,""
17113,7958,Established,""
7205,7959,Established,""
7219,7960,Established,""
1493,7961,Established,""
2554,7962,Established,""
2568,7963,Established,""
2581,7964,Established,""
6736,7965,Not established,""
6819,7966,Established,""
6878,7967,Established,""
6937,7968,Not established,""
7025,7969,Not established,""
7030,7970,Not established,""
7030,7971,Not established,""
7065,7972,Not established,""
6259,7974,Not established,""
6354,7975,Not established,""
6410,7977,Established,""
6538,7979,Not established,""
6542,7980,Not established,""
6590,7981,Not established,""
6865,7985,Established,""
2319,7986,Established,""
2438,7987,Established,""
2504,7988,Established,""
16962,7989,Established,""
21044,7990,Established,""
21044,7991,Established,""
21050,7992,Established,""
21164,7994,Established,""
21178,7995,Established,""
21180,7996,Established,""
21349,7997,Not established,""
21386,7998,Not established,""
667,7999,Established,""
667,8000,Established,""
21433,8001,Established,""
2704,8002,Established,""
21573,8004,Not established,""
21587,8005,Not established,""
21634,8006,Not established,""
21722,8007,Established,""
21821,8008,Established,""
21879,8009,Not established,""
22002,8010,Established,""
22042,8011,Established,""
22149,8012,Established,""
22156,8013,Established,""
22121,8014,Established,""
22165,8015,Established,""
22135,8016,Established,""
22398,8017,Not established,""
22448,8018,Established,""
22453,8019,Established,""
22581,8020,Established,""
22581,8021,Established,""
22630,8022,Not established,""
22720,8023,Established,""
22759,8024,Not established,""
22785,8026,Not established,""
22786,8027,Not established,""
22829,8028,Not established,""
22844,8029,Not established,""
22746,8030,Established,""
22746,8031,Established,""
21640,8032,Not established,""
21646,8033,Established,""
21664,8034,Established,""
21729,8035,Established,""
22015,8036,Not established,""
22017,8038,Established,""
22074,8039,Established,""
22060,8040,Established,""
22169,8041,Established,""
22169,8042,Established,""
23676,8043,Established,""
22418,8045,Established,""
22459,8046,Established,""
22566,8047,Established,""
22686,8049,Not established,""
22700,8050,Established,""
21685,8051,Established,""
22968,8052,Not established,""
22990,8053,Established,""
23017,8054,Established,""
23017,8055,Established,""
23041,8056,Not established,""
23041,8057,Established,""
23084,8058,Established,""
23088,8059,Established,""
23090,8060,Established,""
23094,8061,Established,""
23146,8062,Not established,""
23161,8063,Established,""
23170,8064,Established,""
23210,8065,Established,""
23223,8066,Not established,""
23249,8067,Established,""
23265,8068,Not established,""
23221,8069,Not established,""
23315,8070,Not established,""
23359,8071,Established,""
23377,8072,Established,""
23377,8073,Established,""
23418,8074,Established,""
23508,8075,Established,""
23516,8076,Established,""
23529,8078,Not established,""
23533,8079,Established,""
23561,8080,Not established,""
23703,8081,Not established,""
23707,8082,Established,""
23746,8083,Established,""
23748,8084,Established,""
23815,8085,Established,""
23861,8086,Established,""
23869,8088,Unknown,""
23892,8089,Established,""
23930,8090,Established,""
23964,8091,Not established,""
23964,8092,Established,""
24027,8093,Established,""
24085,8094,Established,""
24085,8095,Established,""
24054,8096,Not established,""
24054,8097,Not established,""
24067,8098,Not established,""
24067,8099,Not established,""
6115,8100,Established,""
14914,8101,Established,""
18238,8102,Established,""
17863,8103,Not established,""
17841,8104,Not established,""
17896,8106,Not established,""
17943,8107,Established,""
17953,8108,Not established,""
17957,8109,Established,""
17960,8110,Established,""
17981,8111,Not established,""
18105,8112,Established,""
18131,8113,Established,""
18187,8114,Established,""
18149,8115,Established,""
18192,8116,Established,""
15125,8117,Established,""
15255,8118,Not established,""
15434,8119,Established,""
15601,8120,Not established,""
15896,8121,Not established,""
15900,8122,Established,""
15906,8123,Not established,""
15921,8124,Established,""
16057,8125,Established,""
5150,8127,Established,""
7287,8128,Established,""
7290,8129,Not established,""
7331,8130,Established,""
7312,8131,Established,""
5478,8132,Established,""
15026,8133,Established,""
24172,8134,Not established,""
7338,8135,Established,""
7338,8136,Established,""
7374,8137,Established,""
7397,8138,Not established,""
7446,8139,Established,""
7446,8140,Established,""
7479,8141,Established,""
7493,8143,Not established,""
7502,8144,Not established,""
7610,8145,Not established,""
7650,8146,Established,""
7653,8147,Established,""
7653,8148,Established,""
7691,8149,Not established,""
7735,8150,Not established,""
7736,8151,Not established,""
7744,8152,Not established,""
7642,8153,Not established,""
7672,8154,Not established,""
7857,8155,Established,""
18248,8156,Established,""
7255,8157,Established,""
7255,8158,Established,""
627,8159,Not established,""
6705,8160,Established,""
6222,8161,Established,""
20988,8163,Not established,""
20989,8164,Established,""
20989,8165,Established,""
21080,8166,Not established,""
21605,8167,Not established,""
22133,8170,Established,""
22133,8171,Established,""
22791,8173,Established,""
22804,8174,Not established,""
16586,8175,Established,""
16593,8176,Established,""
5428,8177,Established,""
5428,8178,Established,""
5452,8179,Established,""
20135,8180,Established,""
20135,8181,Established,""
20157,8182,Established,""
20168,8183,Established,""
20168,8184,Not established,""
20170,8185,Not established,""
20238,8186,Established,""
20314,8187,Established,""
8707,8188,Established,""
8707,8189,Established,""
8724,8190,Established,""
8765,8191,Established,""
8765,8192,Established,""
8808,8193,Established,""
8843,8194,Not established,""
8858,8195,Not established,""
8862,8196,Established,""
8862,8197,Established,""
8867,8198,Established,""
8873,8199,Established,""
8892,8200,Established,""
8912,8201,Established,""
14702,8202,Established,""
14721,8203,Established,""
14780,8204,Established,""
348,8205,Unknown,""
5196,8206,Established,""
5332,8208,Not established,""
5293,8209,Established,""
5297,8210,Established,""
5308,8211,Established,""
24331,8212,Not established,""
24344,8213,Established,""
24335,8214,Established,""
24335,8215,Established,""
8690,8216,Established,""
173,8217,Established,""
188,8218,Established,""
17341,8219,Established,""
17341,8220,Established,""
14645,8221,Established,""
17224,8222,Established,""
532,8223,Established,""
17230,8224,Established,""
10128,8225,Not established,""
10273,8227,Not established,""
10296,8228,Established,""
12729,8229,Established,""
12729,8230,Not established,""
12768,8231,Established,""
12768,8232,Established,""
12873,8233,Established,""
11085,8234,Not established,""
11119,8235,Not established,""
11134,8236,Established,""
12692,8237,Not established,""
12724,8238,Established,""
11160,8239,Established,""
11160,8240,Established,""
11199,8241,Not established,""
11545,8242,Not established,""
11269,8243,Established,""
11288,8244,Established,""
12634,8245,Established,""
12634,8246,Established,""
11308,8247,Established,""
11330,8249,Established,""
11330,8250,Established,""
11449,8251,Established,""
11449,8252,Established,""
11469,8253,Established,""
11469,8254,Established,""
11486,8255,Established,""
11486,8256,Established,""
12013,8257,Not established,""
11528,8258,Established,""
11589,8259,Established,""
11639,8260,Established,""
11639,8261,Established,""
11686,8262,Established,""
11686,8263,Established,""
11689,8264,Established,""
11689,8265,Established,""
11712,8266,Established,""
11712,8267,Not established,""
11775,8268,Established,""
11800,8269,Established,""
11804,8270,Not established,""
11807,8271,Established,""
11807,8272,Established,""
11819,8273,Not established,""
11824,8274,Not established,""
11883,8276,Established,""
11892,8277,Established,""
11924,8279,Not established,""
11936,8280,Established,""
11988,8281,Not established,""
12005,8282,Established,""
12039,8283,Not established,""
12156,8284,Not established,""
12178,8285,Not established,""
12109,8287,Not established,""
12210,8288,Established,""
12261,8289,Established,""
12288,8290,Established,""
12294,8291,Established,""
12335,8292,Established,""
12335,8293,Established,""
12510,8294,Not established,""
12520,8295,Established,""
12586,8296,Established,""
14825,8297,Established,""
14836,8298,Established,""
14864,8299,Established,""
9256,8300,Established,""
9256,8301,Established,""
9257,8302,Not established,""
9421,8303,Established,""
9426,8304,Established,""
9348,8305,Established,""
9445,8306,Established,""
9460,8307,Established,""
9086,8308,Established,""
9110,8310,Established,""
9164,8311,Established,""
2183,8312,Established,""
2192,8313,Established,""
2085,8314,Established,""
2085,8315,Established,""
2091,8316,Established,""
2173,8317,Established,""
17194,8318,Established,""
17213,8319,Established,""
1014,8320,Not established,""
1042,8321,Established,""
10472,8322,Not established,""
7554,8323,Not established,""
1517,8324,Established,""
1729,8325,Established,""
1729,8326,Established,""
1816,8327,Established,""
1839,8328,Not established,""
1921,8329,Established,""
14978,8330,Established,""
14978,8331,Established,""
18309,8332,Not established,""
18357,8333,Not established,""
18368,8334,Not established,""
18531,8335,Established,""
18576,8336,Established,""
18738,8337,Established,""
18738,8338,Established,""
18831,8339,Established,""
18831,8340,Established,""
18860,8341,Established,""
18860,8342,Established,""
18866,8343,Established,""
18908,8344,Established,""
18875,8346,Established,""
18991,8347,Established,""
19000,8348,Established,""
5602,8349,Established,""
1228,8350,Established,""
1228,8351,Established,""
18012,8352,Established,""
10401,8353,Not established,""
9471,8354,Not established,""
9513,8355,Established,""
10083,8356,Established,""
10083,8357,Established,""
9519,8358,Not established,""
16712,8359,Not established,""
16772,8360,Established,""
16772,8361,Established,""
16801,8362,Established,""
16890,8363,Not established,""
17044,8364,Established,""
8687,8365,Established,""
19211,8366,Established,""
19214,8367,Established,""
19475,8368,Established,""
9671,8369,Established,""
9850,8370,Established,""
9977,8371,Established,""
9870,8372,Established,""
10006,8373,Established,""
9886,8374,Established,""
9897,8375,Established,""
9909,8377,Established,""
9939,8378,Established,""
9956,8379,Established,""
9964,8380,Established,""
9974,8381,Established,""
9818,8383,Established,""
9997,8384,Established,""
9998,8385,Established,""
9998,8386,Established,""
10030,8387,Established,""
10035,8388,Established,""
10041,8389,Established,""
10047,8390,Established,""
10064,8391,Established,""
9797,8392,Established,""
10874,8393,Established,""
5550,8394,Established,""
5721,8396,Established,""
5721,8397,Established,""
5574,8398,Established,""
10415,8399,Established,""
10415,8400,Established,""
19514,8401,Not established,""
19516,8402,Not established,""
19639,8403,Established,""
19636,8404,Established,""
19711,8405,Established,""
6177,8406,Established,""
6177,8407,Established,""
6145,8408,Established,""
6145,8409,Established,""
8618,8410,Established,""
8623,8411,Not established,""
2748,8412,Not established,""
2843,8413,Established,""
170,8414,Established,""
9211,8415,Established,""
9211,8416,Established,""
19154,8417,Established,""
19185,8418,Established,""
19129,8419,Established,""
19129,8420,Established,""
19121,8421,Established,""
14509,8422,Not established,""
14541,8423,Established,""
16580,8424,Established,""
280,8425,Not established,""
17504,8426,Established,""
17074,8427,Established,""
17016,8429,Established,""
17017,8430,Established,""
2677,8431,Established,""
14615,8432,Established,""
6134,8433,Established,""
7954,8434,Established,""
7968,8435,Established,""
5419,8436,Established,""
12885,8437,Established,""
20344,8438,Established,""
20417,8439,Established,""
20462,8440,Not established,""
20521,8441,Established,""
20535,8442,Not established,""
20547,8443,Established,""
20560,8444,Not established,""
20643,8445,Not established,""
20655,8446,Not established,""
20655,8447,Established,""
20625,8448,Established,""
20723,8449,Not established,""
20753,8450,Not established,""
19736,8451,Established,""
19769,8452,Established,""
19979,8453,Established,""
19979,8454,Established,""
19681,8455,Not established,""
19817,8456,Established,""
19834,8457,Not established,""
19861,8459,Established,""
19541,8460,Established,""
19437,8461,Established,""
19430,8462,Established,""
19444,8463,Established,""
19258,8465,Not established,""
19288,8467,Established,""
8984,8469,Established,""
9056,8470,Established,""
10711,8473,Established,""
10674,8475,Established,""
10654,8476,Established,""
17595,8477,Established,""
17629,8478,Not established,""
17445,8480,Established,""
17495,8481,Established,""
8064,8482,Established,""
8196,8484,Established,""
8317,8486,Not established,""
8395,8487,Established,""
8335,8488,Established,""
8444,8489,Established,""
8425,8490,Established,""
8520,8492,Not established,""
8587,8495,Established,""
8453,8496,Established,""
5821,8497,Established,""
5828,8498,Established,""
5876,8499,Established,""
6047,8501,Established,""
13031,8502,Established,""
13202,8503,Established,""
13215,8504,Established,""
13329,8505,Established,""
13370,8506,Established,""
13374,8507,Established,""
13374,8508,Established,""
13445,8509,Established,""
13445,8510,Established,""
13466,8511,Established,""
13488,8512,Established,""
13570,8513,Established,""
13570,8514,Established,""
13605,8515,Established,""
13631,8516,Established,""
13690,8517,Established,""
13776,8518,Established,""
13776,8519,Established,""
13784,8520,Established,""
13812,8521,Established,""
13812,8522,Established,""
13830,8523,Established,""
13830,8524,Established,""
13840,8525,Established,""
13848,8526,Established,""
13848,8527,Established,""
13890,8528,Established,""
13904,8529,Established,""
13904,8530,Established,""
13930,8531,Established,""
13969,8532,Established,""
13986,8533,Not established,""
14095,8534,Established,""
14100,8535,Established,""
14127,8536,Established,""
14154,8537,Established,""
14014,8538,Not established,""
14211,8539,Established,""
14305,8540,Established,""
14433,8541,Established,""
14449,8542,Established,""
14461,8543,Established,""
14473,8544,Established,""
14490,8545,Established,""
14381,8546,Established,""
3194,8547,Established,""
3278,8548,Established,""
3318,8549,Not established,""
3321,8550,Not established,""
3355,8552,Not established,""
3316,8553,Not established,""
3457,8554,Established,""
3461,8555,Not established,""
3488,8556,Not established,""
3504,8557,Not established,""
4100,8558,Not established,""
3903,8559,Not established,""
3626,8560,Established,""
3646,8561,Established,""
3646,8562,Established,""
3753,8563,Not established,""
3817,8564,Not established,""
3705,8565,Not established,""
3731,8566,Established,""
3805,8567,Not established,""
3754,8568,Not established,""
3754,8569,Established,""
3799,8570,Established,""
3834,8571,Not established,""
3854,8572,Not established,""
3975,8573,Established,""
4023,8574,Established,""
4190,8575,Not established,""
4205,8576,Established,""
4205,8577,Established,""
4214,8578,Established,""
4361,8579,Established,""
4369,8580,Established,""
4457,8581,Established,""
4471,8582,Established,""
4463,8583,Established,""
4468,8584,Established,""
4545,8585,Established,""
4623,8586,Established,""
4623,8587,Established,""
4919,8588,Established,""
4931,8589,Established,""
4993,8590,Established,""
4995,8591,Established,""
4995,8592,Established,""
5013,8593,Not established,""
17061,8594,Established,""
17106,8595,Established,""
21599,8596,Established,""
2756,8597,Established,""
20828,8598,Established,""
15061,8600,Established,""
6759,8601,Established,""
17868,8602,Established,""
5834,8603,Established,""
20892,8604,Established,""
2900,8605,Established,""
2905,8606,Established,""
22126,8607,Established,""
2541,8608,Established,""
1940,8609,Established,""
15330,8610,Established,""
15342,8611,Established,""
3171,8612,Established,""
17271,8613,Established,""
7207,8614,Established,""
15594,8615,Not established,""
14570,8616,Established,""
24366,8617,Established,""
7396,8618,Established,""
12616,8619,Established,""
2630,8620,Established,""
11197,8621,Established,""
22106,8622,Established,""
22104,8623,Established,""
3029,8624,Established,""
3470,8625,Established,""
991,8626,Established,""
17955,8627,Established,""
3639,8628,Established,""
3807,8629,Established,""
8125,8630,Established,""
17607,8631,Established,""
19688,8632,Established,""
5975,8633,Established,""
15998,8634,Established,""
23182,8635,Established,""
18516,8636,Established,""
19886,8638,Established,""
11574,8639,Established,""
23267,8640,Established,""
23305,8641,Established,""
18602,8642,Established,""
18649,8643,Established,""
11822,8644,Established,""
7325,8645,Established,""
2116,8646,Established,""
8221,8648,Established,""
8326,8649,Established,""
4430,8650,Established,""
4435,8651,Established,""
21288,8652,Established,""
21297,8653,Established,""
840,8654,Established,""
892,8655,Established,""
10598,8656,Established,""
13704,8657,Established,""
14880,8658,Established,""
8479,8659,Established,""
10750,8660,Established,""
18988,8661,Established,""
18988,8662,Established,""
2163,8663,Established,""
23571,8664,Established,""
8935,8665,Established,""
8952,8666,Established,""
4758,8667,Established,""
4762,8668,Established,""
7637,8669,Established,""
7688,8670,Established,""
14373,8671,Established,""
4843,8672,Established,""
7139,8673,Established,""
7925,8674,Established,""
22385,8675,Established,""
22385,8676,Established,""
21357,8677,Established,""
23915,8678,Established,""
16926,8679,Established,""
12103,8680,Established,""
14580,8681,Established,""
17733,8682,Established,""
9240,8684,Established,""
22281,8685,Established,""
23762,8686,Established,""
23762,8687,Established,""
23772,8688,Established,""
17896,8690,Unknown,""
22909,8691,Unknown,""
12761,8692,Unknown,""
12784,8693,Unknown,""
6804,8694,Unknown,""
16070,8697,Established,""
15406,8698,Unknown,""
8014,8700,Unknown,""
20637,8701,Unknown,""
3033,8703,Unknown,""
367,8704,Unknown,""
7097,8706,Not established,""
7060,8707,Unknown,""
6795,8708,Not established,""
6795,8709,Unknown,""
16934,8710,Unknown,""
21041,8711,Unknown,""
19511,8712,Unknown,""
2964,8713,Unknown,""
4227,8714,Unknown,""
5328,8715,Unknown,""
1335,8716,Unknown,""
1335,8717,Unknown,""
2358,8719,Unknown,""
1589,8720,Unknown,""
1558,8721,Unknown,""
1858,8722,Unknown,""
10426,8723,Unknown,""
10433,8724,Unknown,""
16416,8725,Unknown,""
15107,8726,Unknown,""
15830,8727,Unknown,""
16161,8728,Unknown,""
16185,8729,Unknown,""
16214,8730,Unknown,""
15216,8731,Established,""
15104,8732,Unknown,""
15607,8733,Unknown,""
15252,8735,Unknown,""
15249,8736,Unknown,""
16069,8737,Unknown,""
15757,8738,Unknown,""
15258,8739,Established,""
15360,8740,Established,""
15208,8741,Established,""
17238,8742,Unknown,""
17235,8743,Unknown,""
17253,8744,Unknown,""
21458,8745,Unknown,""
21487,8746,Unknown,""
21492,8747,Unknown,""
21495,8748,Unknown,""
21538,8749,Unknown,""
17102,8750,Unknown,""
17103,8751,Unknown,""
17349,8752,Unknown,""
2296,8753,Unknown,""
2303,8754,Unknown,""
7209,8755,Unknown,""
7248,8756,Unknown,""
2568,8757,Unknown,""
2587,8759,Unknown,""
7068,8760,Unknown,""
7071,8761,Unknown,""
6202,8762,Unknown,""
6496,8763,Unknown,""
6607,8764,Unknown,""
7024,8765,Established,""
2392,8766,Unknown,""
2410,8767,Unknown,""
16941,8768,Unknown,""
21089,8770,Unknown,""
21404,8772,Unknown,""
21333,8773,Unknown,""
295,8774,Unknown,""
2695,8775,Unknown,""
596,8776,Unknown,""
17142,8777,Unknown,""
21570,8778,Unknown,""
21612,8779,Unknown,""
22042,8780,Unknown,""
22237,8781,Established,""
23846,8782,Established,""
23846,8783,Established,""
22458,8784,Unknown,""
22584,8785,Unknown,""
22227,8786,Unknown,""
22680,8787,Unknown,""
22693,8788,Unknown,""
22727,8790,Unknown,""
22825,8792,Unknown,""
22851,8793,Unknown,""
21684,8794,Unknown,""
21974,8795,Unknown,""
21977,8796,Unknown,""
21969,8797,Unknown,""
21999,8798,Unknown,""
22048,8799,Unknown,""
22309,8800,Unknown,""
22196,8801,Unknown,""
22730,8802,Unknown,""
22823,8803,Unknown,""
21672,8804,Established,""
22993,8805,Unknown,""
23033,8806,Unknown,""
23322,8807,Unknown,""
23701,8808,Unknown,""
23711,8809,Unknown,""
23841,8810,Unknown,""
24104,8811,Unknown,""
17360,8812,Not established,""
17382,8813,Unknown,""
6093,8814,Unknown,""
6106,8815,Unknown,""
6084,8816,Unknown,""
6117,8817,Unknown,""
14925,8818,Unknown,""
14926,8819,Unknown,""
18238,8820,Unknown,""
18196,8821,Unknown,""
18235,8822,Established,""
17952,8823,Unknown,""
17964,8824,Unknown,""
17939,8825,Unknown,""
15767,8827,Unknown,""
15768,8828,Unknown,""
15794,8829,Unknown,""
16009,8830,Unknown,""
7287,8831,Unknown,""
7309,8832,Unknown,""
7315,8833,Unknown,""
580,8834,Unknown,""
581,8835,Unknown,""
5478,8836,Unknown,""
5473,8837,Unknown,""
24258,8838,Unknown,""
7466,8839,Unknown,""
7531,8840,Unknown,""
7532,8841,Unknown,""
7552,8842,Unknown,""
7519,8843,Unknown,""
7736,8844,Unknown,""
14902,8845,Unknown,""
14899,8846,Unknown,""
10096,8847,Unknown,""
6672,8848,Unknown,""
6681,8849,Unknown,""
6705,8850,Unknown,""
24159,8852,Unknown,""
19374,8853,Unknown,""
17160,8854,Unknown,""
17173,8855,Unknown,""
14959,8856,Unknown,""
14961,8857,Unknown,""
8800,8858,Unknown,""
8904,8859,Unknown,""
8929,8860,Unknown,""
14702,8861,Unknown,""
14721,8862,Unknown,""
14735,8863,Unknown,""
14744,8864,Unknown,""
14753,8865,Unknown,""
316,8866,Unknown,""
327,8867,Unknown,""
334,8868,Unknown,""
340,8869,Unknown,""
341,8870,Unknown,""
352,8871,Unknown,""
352,8872,Unknown,""
279,8873,Unknown,""
380,8874,Unknown,""
383,8875,Unknown,""
307,8876,Unknown,""
5166,8877,Unknown,""
17336,8878,Unknown,""
14643,8879,Unknown,""
14641,8880,Unknown,""
533,8881,Unknown,""
10268,8882,Unknown,""
10305,8883,Unknown,""
10371,8884,Unknown,""
10372,8885,Unknown,""
10378,8886,Unknown,""
12735,8887,Unknown,""
12807,8888,Unknown,""
12873,8889,Unknown,""
11171,8890,Unknown,""
11223,8891,Unknown,""
11156,8892,Unknown,""
11158,8893,Unknown,""
12655,8894,Unknown,""
11265,8895,Unknown,""
11359,8896,Unknown,""
11549,8897,Unknown,""
11863,8898,Unknown,""
11883,8899,Unknown,""
12009,8900,Unknown,""
12026,8901,Unknown,""
12156,8902,Unknown,""
12059,8903,Unknown,""
12137,8904,Unknown,""
12152,8905,Unknown,""
12152,8906,Unknown,""
12294,8907,Unknown,""
12373,8908,Unknown,""
14875,8909,Unknown,""
14887,8910,Unknown,""
9392,8911,Unknown,""
277,8912,Unknown,""
9130,8914,Unknown,""
9163,8915,Unknown,""
17105,8916,Unknown,""
1946,8917,Unknown,""
2009,8918,Unknown,""
17202,8919,Unknown,""
1013,8920,Unknown,""
1014,8921,Unknown,""
1508,8922,Unknown,""
1530,8923,Unknown,""
1618,8924,Unknown,""
1669,8925,Unknown,""
1735,8927,Unknown,""
14968,8928,Unknown,""
14966,8929,Unknown,""
14975,8931,Unknown,""
14983,8932,Unknown,""
18307,8933,Unknown,""
18353,8935,Unknown,""
18435,8936,Unknown,""
18531,8937,Unknown,""
18796,8938,Unknown,""
18844,8939,Unknown,""
18892,8940,Unknown,""
18892,8941,Unknown,""
18900,8942,Unknown,""
18900,8943,Unknown,""
18957,8944,Unknown,""
19104,8945,Unknown,""
17795,8946,Unknown,""
17801,8947,Unknown,""
565,8948,Unknown,""
566,8949,Unknown,""
568,8950,Unknown,""
574,8951,Unknown,""
12890,8952,Unknown,""
19214,8953,Unknown,""
9532,8954,Unknown,""
9532,8955,Unknown,""
9539,8956,Unknown,""
9539,8957,Unknown,""
9559,8958,Unknown,""
6178,8959,Unknown,""
8668,8960,Unknown,""
