idspecies,id_sp_region,region_of_first_record,sourceid
51237,1045116,Portoroz,""
51237,1045117,"Sant Cugat del VallÃ¨s,  north-east Spain",""
51237,1045118,"Ticino, Magadino",""
51239,1045121,Marseille,""
51240,1045132,Alpes-Maritimes,""
51240,1045140,"Lombardia, Sondrio",""
51245,1045182,Gdansk,""
51247,1045211,H T ,""
51249,1045230,T C L,""
51249,1045231,T C L,""
51251,1045233,C,""
51253,1045263,H P T C F L,""
51254,1045274,H,""
51256,1045278,"Tuscany, Pisa",""
51257,1045285,"ArdÃ¨che, Vaucluse",""
50817,1041858,"Sicily, Milazzo",""
50833,1041916,Vienna,""
50897,1042352,"PoznaÅ„ (1947),  Silesia (Buszko, Nowacki 2000)",""
50897,1042355,"JurskÃ½ Å Ãºr, KomÃ¡rno",""
50922,1042481,Leiden,""
50930,1042567,Teich,""
50930,1042569,Amsterdam,""
50930,1042572,TrenÄÃ­n,""
50930,1042573,TrenÄÃ­n,""
50930,1042592,??,""
50940,1042683,TrenÄÃ­n,""
50941,1042720,SpiÅ¡skÃ¡ NovÃ¡ Ves,""
51049,1043125,T C F,""
51057,1043301,P T C F,""
51059,1043326,"Veneto, Venezia",""
51075,1043470,"Edinburgh, Yorkshire",""
51107,1043636,T,""
51128,1044066,H P G T C F L,""
51129,1044101,H P G T C F L,""
51139,1044121,southern France,""
51139,1044122,southern France,""
51228,1045045,Eferding,""
51264,1045408,Setubal,""
51265,1045421,Tarn,""
51270,1045458,Lombardia,""
51271,1045470,T C,""
51277,1045493,"Campania, Benevento",""
51277,1045494,"Pico, Graciosa, Terceira, Sao Miguel, Santa Maria",""
51280,1045512,Roissy airport,""
51280,1045513,"Baden-WÃ¼rttemberg, Bayern",""
51280,1045516,"Veneto, Venice",""
51280,1045518,Nadlac,""
51280,1045526,Brest,""
51283,1045556,Tuscany,""
51286,1045586,Toulouse,""
51291,1045698,"Lombardia, Milan",""
51298,1045812,Liguria,""
51305,1045822,"Campania, Umbria",""
51306,1045830,Crissey (Jura),""
51309,1045900,Paris,""
51309,1045905,"Liguria, Genova",""
51310,1045936,P T,""
51310,1045941,Paris,""
51311,1045961,Alpes-Maritimes,""
51317,1046007,South France,""
51317,1046010,Liguria,""
51317,1046011,South France,""
51317,1046016,South France,""
51319,1046020,Zadar,""
51319,1046021,Bayern et Nordrhein-Westfalen,""
51319,1046022,Lombardia,""
51320,1046026,"Liguria, Genova",""
51322,1046067,P G T C ,""
51327,1046132,East Tyrol,""
51332,1046210,"Mallorca, Minorca",""
51332,1046212,"Motril and Almunecar Municipal Districs, Granada Province, South of Spain",""
51332,1046214,"Paphos, Lemesos, and Famagousta",""
51332,1046216,"Var, Alpes-Maritimes",""
51332,1046217,"Heraklion, Hania, Malia",""
51332,1046218,"Attika (Oropos, Hellenikon)",""
51332,1046219,"Rhodos, Kos",""
51332,1046221,Barisardo,""
51332,1046222,"Catania, Palermo, Marsala, Ragusa",""
51332,1046223,"Campania, Lazio, Toscana",""
51332,1046224,Algarve,""
51332,1046225,Algarve,""
51333,1046226,Vienna,""
51333,1046228,Alsace,""
51333,1046230,"Emilia-Romagna, Bologna, and Piedmont, Turin,in greenhouse",""
51342,1046338,H P G T C F,""
51350,1046376,"Cagliari, Botanic Garden",""
51350,1046378,Tuscany,""
51352,1046391,InnsbrÃ¼ck,""
51353,1046398,"Cagliari, Botanic Garden",""
51358,1046431,"Laa, Thaya",""
51358,1046434,Alto Adige,""
51358,1046438,KoÅ¡ice ,""
51360,1046439,Graz botanical garden,""
51361,1046459,Veneto,""
51362,1046474,Campania,""
51369,1046508,Sud Tyrol,""
51369,1046513,Morlaix (Britanny),""
51370,1046522,Liguria,""
51372,1046545,Versailles (Yvelines),""
51372,1046552,Versailles (Yvelines),""
51372,1046553,Tuscany,""
51375,1046561,Campania,""
51377,1046579,HÃ©rault,""
51377,1046580,"Lombardia, Emilia-Romagna",""
51379,1046590,"Friuli Venezia Giulia, Udine province, ",""
51380,1046597,Versailles,""
51380,1046598,"KÃ¶ln, Bonn",""
51380,1046599,London,""
51383,1046607,Northern Upper Rhein plain,""
51384,1046612,"Vienna, KÃ¤rnten (Carinthia), Tyrol",""
51384,1046613,Ostende,""
51384,1046614,Sofia,""
51384,1046616,Brno,""
51384,1046617,"Lemvig, NW Jylland",""
51384,1046618,Lucciana,""
51384,1046620,Berlin,""
51384,1046621,"Weymouth, Dorset",""
51384,1046622,Keszthely,""
51384,1046624,Vicenza,""
51384,1046625,Budva,""
51384,1046627,"Reve, JÃ¸rgenstad near Stusvik",""
51384,1046628,"WrocÅ‚aw, MiechÃ³w",""
51384,1046629,Vila Nova de Gaia,""
51384,1046631,Novi Sad,""
51384,1046632,Nitra,""
51384,1046633,Brje,""
51384,1046634,"Vallbona d'Anoia, Barcelona",""
51386,1046637,Styria,""
51386,1046640,Toulouse,""
51389,1046656,Paris area,""
51389,1046659,"Piemonte, Torino",""
51395,1046670,Strasbourg,""
51400,1046695,"Aquitaine, Midi-PyrÃ©nÃ©es ",""
51400,1046697,Campania,""
51400,1046699,CastellÃ³n,""
51403,1046724,TÃ¼bingen,""
51403,1046729,Stjordal,""
51409,1046764,Mediterranean region,""
51409,1046769,"Lombardia, Novara province",""
51411,1046772,RhÃ´ne-Alpes / DrÃ´me / Valence,""
51411,1046775,"Friuli Venezia Giulia, Udine province, ",""
51412,1046783,"Montpellier (HÃ©rault, 34) Languedoc Roussillon",""
51415,1046798,"Catania, Botanic Garden",""
51415,1046799,"Sicily, Catania, Botanic garden",""
51428,1046860,Catania,""
51428,1046861,Sicily,""
51431,1046869,"Lazio, Rome",""
51435,1046871,Southern America,""
51435,1046873,Southern America,""
51435,1046874,Southern America,""
51435,1046875,Southern America,""
51438,1046906,Wien,""
51439,1046926,Liguria,""
51441,1046953,P,""
51441,1046954,P,""
51442,1046959,Liguria,""
51444,1046969,Sicily,""
51444,1046971,Palermo,""
51450,1047027,"Calabria, Campania",""
51452,1047031,Campania,""
51454,1047040,"Calabria, Sicily",""
51456,1047044,"Catania, Messina",""
51458,1047049,Vienna,""
51459,1047052,Voralberg,""
51460,1047061,Campania ,""
51462,1047069,Palermo,""
51464,1047080,Campania ,""
51465,1047086,Eastern Poland,""
51466,1047089,Palermo,""
51466,1047090,Sicily,""
51467,1047091,HyÃ¨res,""
51467,1047092,Aghios Stefanos (Attica) ,""
51467,1047093,Campania ,""
51467,1047095,Girona,""
51467,1047096,Paphos,""
51467,1047097,Heraklion,""
51467,1047098,Catania,""
51467,1047099,DvÅ¯r KrÃ¡lovÃ© Zoo,""
51474,1047125,Friuli Venezia Giulia,""
51476,1047133,Hamburg,""
51483,1047220,T C,""
51493,1047302,Voralberg,""
51495,1047313,"Porto-Vecchio, Ajaccio",""
51495,1047314,Saint-Tropez,""
51495,1047315,Catania,""
51495,1047316,CataluÃ±a,""
51496,1047317,Liguria,""
51498,1047330,Emilia Romagna,""
51503,1047349,"Abruzzo, Puglia",""
51505,1047363,eastern Sweden,""
51508,1047364,Warsaw,""
51511,1047382,P G T C F,""
51515,1047413,Northern Moravia,""
51515,1047418,northern british isles,""
51515,1047421,Southernmost Norway,""
51518,1047433,"Campania, Caserta",""
51519,1047434,Puglia,""
51519,1047436,south england,""
51520,1047440,Lyon,""
51526,1047471,"Veneto, Padova",""
51527,1047474,Lazio,""
51533,1047521,"Lombardia,Provincia di Como ",""
51533,1047522,"Lombardia,Provincia di Como ",""
51537,1047571,Tuscany,""
51540,1047588,Lombardia,""
51540,1047589,Lleida,""
51541,1047595,Emilia-Romagna,""
51547,1047649,"Lombardia, Milano",""
51552,1047685,"Lombardia, Como province",""
51554,1047688,South of France,""
51554,1047689,"Friuli Venezia Giulia, Udine province, ",""
51557,1047691,Guildford Surrey,""
51557,1047692,"Romagna, Bologna",""
51559,1047694,West-Vlaanderen,""
51559,1047697,West-Vlaanderen,""
51564,1047701,"Veneto, Verona",""
51564,1047702,"Veneto, Verona",""
51566,1047706,Veneto,""
51571,1047719,Calabria,""
51577,1047766,Liguria,""
51580,1047778,"Campania, Neaples",""
51580,1047779,"Campania, Neaples",""
51580,1047782,"Campania, Neaples",""
51580,1047783,"Campania, Neaples",""
51580,1047784,"Campania, Neaples",""
51580,1047785,"Campania, Neaples",""
51588,1047808,"Lazio, Rome",""
51591,1047815,"Veneto, Padua province,",""
51594,1047829,"Liguria, Bordighera",""
51594,1047830,"Liguria, Bordighera",""
51595,1047831,Apulia,""
51596,1047832,"Campania, in greehouse",""
51598,1047833,Campania ,""
51599,1047835,Eastern France (Alsace),""
51600,1047836,Campania,""
51602,1047839,Veneto,""
51603,1047841,Huelva,""
51606,1047842,Tessebar,""
51606,1047846,Thessaloniki,""
51606,1047848,Piedmont,""
51606,1047851,CataluÃ±a,""
51608,1047854,Copenhagen,""
51611,1047875,Lombardia,""
51614,1047883,Liguria,""
51617,1047894,Campania,""
51620,1047901,Southern italy,""
51620,1047902,Southern italy,""
51621,1047903,Campania,""
51623,1047908,"Calabria, Apulia, Sicily",""
51624,1047910,Borgo,""
51624,1047911,Alpes-Maritimes ,""
51624,1047912,ÃœrÃ¶m (county of Pest),""
51624,1047914,Catania,""
51624,1047915,"Cuneo area, Piedmont",""
51624,1047917,Nova Gorica and KrÅ¡ko,""
51624,1047918,Sottoceneri,""
51626,1047924,Campania ,""
51627,1047929,Campania ,""
51639,1047968,Lombardia,""
51640,1047970,Piemonte,""
51641,1047971,Campania ,""
51642,1047975,Campania ,""
51646,1047979,Lombardia,""
51647,1047982,"Lombardia, Brgamo province, in greenhouse",""
51648,1047983,Derbyshire,""
51648,1047984,Anzano del Parco (Province de Como),""
51649,1047985,Lombardia,""
51650,1047986,Tuscany,""
51652,1047989,Lombardia,""
51653,1047990,North Italy,""
51653,1047991,North Italy,""
51654,1047992,Lombardia,""
51657,1047994,Amalfi (Salerno),""
51657,1047995,Valencia,""
51658,1047996,Lazio,""
51659,1047997,Lazio,""
51682,1048127,"Emilia-Romagna, Bologna",""
51685,1048135,CÃ´te d'Azur,""
51685,1048136,"Liguria, Lazio",""
51685,1048137,r,""
51685,1048138,"Liguria, Lazio",""
51685,1048139,"Liguria, Lazio",""
51685,1048140,"Liguria, Lazio",""
51685,1048141,"Liguria, Lazio",""
51709,1048255,C F,""
51716,1048304,L,""
51730,1048352,Vaucluse,""
51733,1048368,Santa Cruz del Sil (LeÃ³n),""
51734,1048376,Oxfordshire,""
51736,1048383,Corsica,""
51745,1048415,DevÃ­nska Kobyla,""
51798,1048521,Algarve and Beira Litoral,""
51835,1048547,Laeso Island (North East Jutland),""
51847,1048567,"Marseille, Bordeaux",""
51851,1048574,Dublin,""
51856,1048597,P T C,""
51857,1048599,Western Germany,""
51857,1048600,Yorkshire,""
51857,1048602,southern Norway,""
51857,1048603,southern Sweden,""
51858,1048605,T,""
51899,1048626,Southern Finland,""
51899,1048627,South central Norway,""
51899,1048628,Central Sweden,""
51911,1048660,Languedoc-Roussillon,""
51913,1048667,Alpes-Maritimes,""
51925,1048695,Warsaw,""
51925,1048696,Rotterdam,""
51932,1048706,South-Eastern France,""
51932,1048707,South-Eastern France,""
51944,1048731,"Western France: FinistÃ¨re, CÃ´tes-d'Armor ",""
51945,1048734,Centre-Val-de-Loire / Loiret / OrlÃ©ans,""
51968,1048778,Centre-Val de Loire / Loir-et-Cher/Saint Aignan (Greenhouse),""
51984,1048806,Poznan,""
51985,1048807,SaÃ´ne et Loire,""
51986,1048809,CÃ´te d'Azur,""
51987,1048810,SaÃ´ne-et-Loire,""
51987,1048811,Rabat area,""
51990,1048816,"Alpes-Maritimes, Herault, Haute-Garonne",""
51990,1048818,Cadiz,""
51991,1048820,Windsor,""
51993,1048823,HÃ©rault,""
51993,1048824,HÃ©rault,""
51993,1048825,HÃ©rault,""
51413,1046790,"Bangor, Wales",""
51522,1047452,T C,""
51531,1047516,Poznan,""
51531,1047517,Moscow,""
51531,1047518,ZÃ¼rich,""
51532,1047520,"Royal Botanic Garden, Kew",""
51589,1047810,mediterranean region,""
51661,1048004,Warsaw,""
51664,1048013,Castellon,""
51735,1048381,"Aberdeen, Kincardine",""
51867,1048625,H P T,""
51912,1048666,CataluÃ±a,""
51996,1048829,Provence,""
51999,1048832,southeastern France,""
52011,1048874,Terceira ,""
52039,1048899,Belgrade,""
52041,1048904,Freiburg (Baden-WÃ¼rttemberg) ,""
52041,1048906,Coastal south-west,""
52041,1048907,"Lahonci, Desnjak et Savci (Eastern Slovenia)",""
52041,1048908,Ticino,""
52045,1048912,Western Germany,""
52047,1048917,Dresden,""
52057,1048939,H P G T C F L,""
52057,1048941,H P G T C F L,""
52057,1048942,H P G T C F L,""
52064,1048955,Barcelona,""
52064,1048956,Mallorca,""
52100,1049011,"Ayr, Scotland",""
52100,1049012,Counties Mayo and Cavan,""
52104,1049013,nr Liverpool,""
52108,1049025,H P T C F L,""
52116,1049027,Lanzarote,""
52137,1049061,"Sellent (la Ribera Alta)
Manises (l'Horta)",""
52146,1049078,Veneto: Padova,""
52147,1049080,Azore or Madeira ?,""
52156,1049093,Veneto,""
52159,1049096,Veneto,""
52161,1049099,Trieste (1),""
52201,1049180,"R.H.S.  Gardens, Wisley, Surrey
Hull Docks
Maidenhead",""
52217,1049188,Piotrkow Trybunalski,""
52264,1049204,Sao Miguel,""
52290,1049206,"Faial, Pico, Graciosa",""
52315,1049211,Flores,""
52351,1049212,"Flores, Faial, Pico, Graciosa, Terceira, Sao Miguel, Santa Maria, Sao Jorge",""
52364,1049215,P G T C,""
52418,1049230,Sao Miguel,""
52422,1049235,Oropesa (Provincia de Castellon) Spain,""
52426,1049239,"Tenerife, La Palma, Gomera, Gran Canaria",""
52431,1049248,"Ericeira (1986), Mindelo (2004) ",""
52433,1049251,Algarve,""
52433,1049253,Alicante,""
52435,1049254,DoÃ±ana National Park ,""
52435,1049255,Algarve,""
52441,1049258,Moscow,""
52446,1049265,Teneriffe,""
52463,1049280,"Tenerife, Gran Canaria",""
52465,1049282,H P G T C F ,""
52469,1049284,G T,""
52471,1049285,T,""
52478,1049290,Portici,""
52480,1049293,Zaragoza region,""
52481,1049294,Guipuzkoa,""
52482,1049295,Cadiz,""
52483,1049296,"south mediterranean coast (Cadiz, Murcia, Sevilla)",""
52484,1049297,Andaluzia,""
52486,1049300,"Malaga, Valencia",""
52487,1049301,Barcelona,""
52508,1049307,Insubrian region of the Ticino,""
52537,1049328,Liverpool,""
52562,1049337,"S. Hants (1940), Scotland (1998)",""
52653,1049358,Scilly Islands,""
52739,1049383,London,""
52740,1049384,"Arundel, West Sussex",""
52743,1049386,Windsor forest,""
52765,1049399,Pistoia,""
52816,1049401,Yorkshire,""
52953,1049464,Asia-Temperate,""
53014,1049567,Malaga,""
53016,1049583,Harghita,""
53017,1049600,Grude,""
53017,1049618,Grude,""
53021,1049637,Asia-Temperate,""
53027,1049639,Africa,""
53044,1049667,Africa,""
53060,1049709,Northern America,""
53095,1049765,Northern America,""
53095,1049766,Southern America,""
53117,1049846,Bucarest,""
53147,1049893,Northern America,""
53188,1049996,Buzau,""
53190,1050017,Constantsa,""
105421,1050071,Galicia,""
105437,1050115,Bucarest,""
105438,1050117,Albena,""
105438,1050118,Paris,""
105438,1050119,Warsaw,""
105438,1050120,Warsaw,""
105438,1050121,Barcelona,""
105438,1050122,Ghent,""
105438,1050123,Albena,""
105438,1050124,Jena,""
105438,1050125,Budapest,""
105438,1050126,BÄƒile Herculeane,""
105447,1050144,Budapest,""
105450,1050151,Gironde,""
105450,1050152,Venezia,""
105454,1050162,Gran Canaria,""
105459,1050167,Piana di Cavallu (Lavezzi Island),""
105459,1050168,Sevilla,""
105461,1050175,"Var, PyrÃ©nÃ©es orientales",""
105462,1050177,"DurrÃ«s, Fier and Tirana",""
105462,1050180,Var and Bouches-du-RhÃ´ne,""
105462,1050182,"Achaea, Trifilia, Preveza",""
105462,1050184,Ragusa,""
105462,1050187,Krasnodar,""
105462,1050188,Ibiza,""
105462,1050189,CastellÃ³n,""
105462,1050192,"Ajaccio, Propriano",""
105462,1050193,Baden-WÃ¼rttemberg ,""
105462,1050194,"Chania, Heraklion",""
105462,1050195,KiskunfÃ©legyhÃ¡za,""
105462,1050196,"Calabria, Napoli",""
105462,1050199,Algarve,""
105462,1050202,GenÃ¨ve,""
105465,1050204,Gran canaria,""
105466,1050205,Aquitaine,""
105468,1050206,ZÃ¼rich,""
105468,1050207,Konstanz,""
105469,1050210,Brive,""
105482,1050271,Cluj,""
105483,1050282,Harghita,""
105483,1050286,Minsk,""
900027,1050315,Setubal,""
900027,1050316,Setubal,""
900027,1050317,Setubal,""
901017,1050325,Miskolc,""
901020,1050330,Kassel (Hessen),""
901021,1050339,"Sucy-en-Brie (Val de Marne (94)) Ile-de-France, France",""
901023,1050371,"Bures-sur-Yvette (Essonne (91)), France
Varennes-sur-Seine (Seine-et-Marne (77)) France",""
901025,1050397,"Trentino, Emilia",""
901025,1050398,"Trentino, Emilia",""
901025,1050399,"Trentino, Emilia",""
901025,1050400,"Trentino, Emilia",""
901025,1050401,"Trentino, Emilia",""
901029,1050409,Moscow,""
901030,1050410,"Supersano, province de Lecce ",""
901038,1050419,Padova,""
901054,1050468,RhÃ´ne-Alpes / RhÃ´ne / Saint-Genis-laval,""
901055,1050509,Funchal area,""
901055,1050510,Alenquer,""
901056,1050522,"Tirana, DurrÃ«s, Elbasan",""
901056,1050524,"Ano Archanes Aghios Syllas
Archanes, Peza (Heraklion prefecture)
Khania (Khania prefecture)",""
901056,1050525,"Gedera, Golan",""
901056,1050526,Catania,""
901056,1050527,"Ano Archanes Aghios Syllas
Archanes, Peza (Heraklion prefecture)
Khania (Khania prefecture)",""
901056,1050529,Sevilla,""
901057,1050533,San Giuliano (Corse) France,""
901057,1050534,Montpellier (HÃ©rault(34)) France,""
901057,1050540,Catania,""
901057,1050541,"Sicily, Catania",""
901057,1050544,Funchal area,""
901057,1050545,Oeiras,""
901057,1050546,Belgrade,""
901058,1050554,Prague,""
901058,1050557,mÃ©ditteranean rÃ©gion,""
901060,1050580,"Berlin, East Germany",""
901066,1050628,"Wien, NiederÃ¶sterreich",""
901066,1050631,Friuli-Venezia-Giulia et Veneto,""
901066,1050633,Sandomierz,""
901066,1050634,Banat,""
901066,1050638,Luhansâ€™ka,""
901078,1050672,Lazio,""
901083,1050688,Montpellier,""
901083,1050690,Cataluna,""
901093,1050714,Grisons,""
901103,1050742,Provence-Alpes-CÃ´te-d'Azur / Vaucluse / Carpentras,""
901103,1050757,Lisbon,""
901112,1050778,Provence-Alpes-CÃ¶ted'azur / Bouches du RhÃ´ne / Marseille,""
901112,1050782,North and central Italy,""
901112,1050786,NavalÃ³n,""
901113,1050790,Provence-Alpes-CÃ´te d'azur / Var / Saint-Maximin-La-Sainte-Baume,""
901113,1050796,"North and central Italy, Sicily",""
901113,1050799,"Alicante, Lerida, Teruel",""
901114,1050802,Berlin area,""
901114,1050804,Novi Sad,""
901114,1050807,Aargau,""
901131,1050849,Lauro (Campania Region),""
901137,1050861,Weil-am-Rhein,""
901137,1050866,Strasbourg,""
901137,1050867,"Icklesham (East Sussex), Weybridge (Surrey)",""
901137,1050868,Como,""
901140,1050879,Neot Smadar (Arava),""
901151,1050907,Ostende,""
901151,1050908,Ostende,""
901151,1050910,Var,""
901151,1050911,Pergine Valsugana (province de Trento,""
901170,1050947,Porto,""
901170,1050948,Galicia,""
901174,1050960,"Le Rheu ( Ille et Vilaine 35) France
Landerneau (FinistÃ¨re 29) France
Angers (Maine et Loire 49) France",""
901174,1050962,"Catania, Randazzo",""
901174,1050963,"Piemonte, Turin province",""
901174,1050964,"Piemonte, Turin province",""
901174,1050965,Curral das Freiras,""
901183,1050979,Gironde,""
901192,1050991,Haute-Corse,""
901192,1050992,CÃ´te d'Azur,""
901192,1050993,Liguria,""
901193,1050994,North,""
901193,1050995,Tenerife,""
901193,1050996,"LourizÃ¡n (Pontevedra), Galicia",""
901194,1050997,Catania,""
901194,1050998,Calabria,""
901194,1051000,Torremolinos,""
901202,1051012,"Abrantes, Coimbra",""
901209,1051020,Kew Gardens (Surrey),""
901211,1051021,Whetstone (Herts.),""
901212,1051025,"Lombardia, Piedmont",""
901213,1051028,Kew Gardens (Surrey),""
901214,1051033,"The Hague
Amsterdam
Utrecht
Driebergen
Bennekom
Ede
Wageningen
Arnhem",""
901214,1051035,Sao Vicente,""
901216,1051039,"Karlstejn castle near Prague
Prague",""
901216,1051043,Alsace / Haut-Rhin / Wintzenheim,""
901217,1051055,Arenzano,""
901227,1051074,Icod de los Vinos,""
901227,1051081,Biile Herculane (Caras-Severin County),""
901238,1051095,"Alenya, Grasse",""
901238,1051099,"La Palma, Tenerife, Gran Canaria",""
901244,1051105,Napoli,""
901244,1051107,"Murcia, Valencia and Alicante",""
901245,1051108,Kent coast,""
901245,1051109,Ballyteige Burrow,""
901246,1051135,Funchal area,""
901246,1051136,"FundÃ£o, S. Fiel",""
901247,1051147,"Skipworth Common 10 miles south of the city of York
Bolton Abbey",""
901247,1051148,"in the ""Bor"" nature reserve near Glogow Malopolski and near the village of Zalesie (Poland)",""
901248,1051153,"Colmar, Loos-en-Gobelle",""
901256,1051229,Baexem,""
901256,1051230,Baexem,""
901256,1051231,Baexem,""
901256,1051232,Valais,""
901265,1051252,Belluno Province,""
901269,1051260,"Colmar (Haut Rhin)
Landiras (Gironde)",""
901269,1051264,"Lombardia, Campania",""
901270,1051268,"Rennes (Ile et Vilaine)
OrlÃ©ans (Loiret)",""
901270,1051269,Ribeira Brava,""
901271,1051280,Jardin Alpin du MusÃ©um (Paris),""
901271,1051296,Braga,""
901272,1051325,Varennes-sur-Seine (Seine-et-Marne 77) Ile-de-France,""
901273,1051337,"Bonneuil-en-France (Val d'Oise 95) Ile-de-France
Taussat (Gironde)",""
901279,1051420,Kew,""
901290,1051462,Lombardia,""
901290,1051463,Ljubljana and Nova Gorica,""
901293,1051477,Asia-Temperate,""
901307,1051500,"Alassio, Liguria",""
901307,1051501,Messina,""
901308,1051509,Piemonte,""
901313,1051528,Mallorca,""
901313,1051529,Jerez de la Frontera,""
901314,1051530,St. Petersburg ,""
901334,1051604,Rhodos,""
901350,1051622,Padova,""
901351,1051623,Berlin,""
901355,1051628,Veneto,""
901363,1051658,Rome,""
901378,1051676,Noord-Brabant,""
901385,1051691,Ile-de-France / Seine-et-Marne / Varennes-sur-Seine,""
901390,1051710,Lot-et-Garonne,""
901391,1051714,Paris,""
901391,1051722,Ajaccio,""
901397,1051759,Nizzanim,""
901400,1051761,Northern America,""
901401,1051762,Northern America,""
901535,1051810,Western North America Or sicily,""
50575,1051814,Marseille,""
50575,1051815, 37° 13' N 21° 45' E Messinia province,""
50575,1051816,43°57'N 10°10'E,""
50575,1051817,"Valle della Tresa, TI 45/58-8/50",""
50578,1051822,"Province Burgenland, Forchtenstein: 16°21'02""E, 47°42'51"" N",""
50578,1051823,"49° 01’ 33” N, 17° 39’ 11” E",""
50578,1051824,Ardèche,""
50578,1051826,"47o59'N, 7o51'O",""
50578,1051827,"39o24' N, 23o05'E Zagora",""
50578,1051828,44°24'N 8°56'E,""
50578,1051829,"Baia Mare, Maramures county",""
50578,1051830,unknown,""
50578,1051831,"48°40´30,53´´N 18°05´27,60´´E - Duchonka - Prašice",""
50578,1051832,"Nova Gorica-Panovec, 45°56'28.87""N,  13°40'10.73""E",""
50578,1051833,"Comarca de Valdeorras, Galicia (42º21'N, 6º28'W)  ",""
50578,1051834,"Soresina, Mt. Cenero, TI 46/07/09-8/55/05",""
50579,1051836,Paris,""
50580,1051841,"Vienna, Styria",""
50580,1051843,Unknown,""
50580,1051846,Como,""
50580,1051847,Galizia,""
901539,1051850,"Hordaland, Bergen, Fana; 60º15' N, 5º20 E",""
50582,1051856,Unknown,""
50582,1051857,Unknown,""
50582,1051858,"61°50' N, 24°17' E",""
50582,1051859,Loir-et-Cher,""
50582,1051860,pavia,""
50582,1051861,Central Lithuania,""
50582,1051862,"Hordaland, Os, Hagavik; 60º10' N, 5º24' E",""
50583,1051877,N America,""
50583,1051878,45°48'N 9°05'E,""
50583,1051879,"Mengeš,  46°10'16.96""N,  14°34'1.40""E  ",""
50583,1051880,Zurich 47/24/23-8/31/46,""
50584,1051885,North-East,""
50584,1051886,"40o43'N, 22o37'E, Halkidona",""
50584,1051888,unknown,""
50584,1051889,"Danube zone, S Romania",""
50600,1051893,Unknown,""
901550,1051898,"Kopaonik, 43° 17' 7"" N, 20° 48' 45"" E",""
50601,1051901,"Province Styria, Feldbach:  15°53'21"" E, 46°57'22"" N (fide Petrak 1956)",""
50584,1051902,unknown,""
50584,1051904,Huesca (42º08'N 0º24'W),""
50585,1051908,East,""
50585,1051909,"39o23'N, 23o04'E, Mt. Athos",""
50585,1051910,44°27'N 7°33'E,""
50586,1051916,Unknown,""
50586,1051918,?,""
50586,1051923,unknown,""
50586,1051924,"Kristiansand (Nådeland) 4.8.1911 (58º8' N, 7º50' E",""
50586,1051928,unknown,""
50586,1051929,Unknown,""
50587,1051934,"47o32'N, 19o00'E, Budapest",""
50587,1051935,"Arboretum Volcji Potok,  46°11'13.32""N,  14°36'41.69""E",""
50587,1051936,Geneve 46/12-6/08,""
900435,1051937,Geneve 46/12-6/08,""
900436,1051939,"49°12'43.015""N, 16°36'52.177""E",""
900436,1051940,"Litija,  46° 3'9.93""N,  14°50'28.86""E",""
900436,1051941,Wädenswil 47/13-8/40,""
901546,1051942,"49°12'43""N, 16°36'52""E Pardubice",""
900439,1051944,Shropshire,""
900439,1051945,Berlin,""
900439,1051946,Krakow,""
900441,1051947,Lac de Morat 46/56-705,""
900442,1051952,"49°11'54.683""N, 16°36'25.301""E",""
900442,1051953,"47o29'N, 19o02'E, Budapest",""
900442,1051954,Pistoia,""
900442,1051955,"Bran, Brasov county",""
900442,1051956,Lugo (43º00'N 33º34'W),""
900442,1051957,Nyon 46/22/52-6/14/18 and Geneve 46/12-6/08,""
900442,1051958,Surrey,""
900442,1051959,Piestany,""
900442,1051960,Potsdam,""
900443,1051961,Unknown,""
900443,1051962,Prague,""
900443,1051963,?,""
900443,1051964,Albecete (38º59'N 1º51'W),""
900443,1051965,Unknown,""
50588,1051966,"Vienna: 16°23'35"" E, 48°13'08""N",""
50588,1051967,"Loc: 49°12'45.04""N, 16°36'55.604""E",""
50588,1051968,North-East,""
50588,1051969,"46o45'N, 17o14'E, Keszthely",""
50588,1051970,siena,""
50588,1051971,"Vilnius, Eastern Lithuania (54°49’N, 24°58’E)",""
50588,1051972,"48°09´01,19´´N 17°07´05,49´´E - Bratislava",""
50588,1051973,Lugo (43º00'N 33º34'W),""
50588,1051975,Morges 46/30/38-&/30/00,""
900446,1051978,"Akershus, Ås, NLH; 59º40' N, 10º45' E",""
900449,1051980,Unknown,""
50589,1051982,"47o40'N, 16o34'E, Sopron",""
50589,1051983,"48°27´31,15´´N 18°53´34,38´´E, Banská Štiavnica",""
50590,1051984,Mediterranean area,""
50590,1051985,43°49'N 7°46'E,""
50590,1051986,?,""
50590,1051987,Unknown,""
50590,1051988,Ascona 49/09-8/45,""
900453,1051990,"46o03'N, 18o12'E, Pécs",""
900453,1051993,Zürich 47/22/8/06,""
900454,1051994,Unknown,""
900454,1051996,"47o57'N, 21o42'E, Nyíregyháza",""
900454,1051997,?,""
900454,1051998,"Morges,VD 46/30/38-&/30/00, Faido,TI 46/28/43-8/48/11",""
50594,1051999,Unknown,""
50594,1052000,not specified,""
50594,1052001,Alps,""
50594,1052002,"47o39'N, 16o34'E Sopron",""
50594,1052006,"Beatenberg,BE 46/41/55-7/47/46",""
50595,1052008,"Province Lower Austria, St.Veit an der Gölsen: 15°40'22"" E, 48°02'41"" N",""
50595,1052009,"Ljubljana,  46° 3'35.18""N,  14°29'38.90""E",""
