SP_idspecies,SP_genus,SP_species,SP_authority,SP_subtaxon,SP_subtaxon_rank,SP_subtaxon_authority,TG_taxon_group,SP_phylum,SP_class,SP_ordo,SP_family,EG_ecofunct_group,SP_sourceid
"51298","Coccotrypes","dactyliperda","(Fabricius 1801)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","curculionidae","Phytophagous","7272"
"51299","Coccotrypes","carpophagus","(Hornung 1842)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","curculionidae","Phytophagous","17500"
"51300","Thera","britannica","""(Turner, 1925)""","","","","Insecta","Arthropoda","Insecta","Lepidoptera","Geometridae","Phytophagous","7272"
"51301","Clambus","pallidulus","","","","","Insecta","Arthropoda","Insecta","Coleoptera","Clambidae","Detritovorous","17500"
"51303","Chilocorus","nigrita","""(Fabricius, 1798)""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Coccinellidae","Parasite","17500"
"51304","Plutella","porrectella","""(Linnaeus, 1758)""","","","","Insecta","Arthropoda","Insecta","Lepidoptera","Plutellidae","Phytophagous","7272"
"51305","Chilocorus","kuwanae","Silvestri, 1909",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","coccinellidae","Parasite","17500"
"51306","Cercyon","laminatus","Sharp, 1873",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","hydrophilidae","Parasite","7272"
"51307","Cartodere","nodifer","(Westwood, 1839)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","latridiidae","Detritovorous","17500"
"51308","Callosobruchus","phaseoli","(Gyllenhal, 1833)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","chrysomelidae","Phytophagous","7272"
"51309","Callosobruchus","maculatus","(Fabricius, 1775)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","chrysomelidae","Phytophagous","7272"
"51310","Callosobruchus","chinensis","(Linnaeus, 1758)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","chrysomelidae","Phytophagous","7272"
"51311","Callidiellum","rufipenne","(Motschulsky, 1860)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","cerambycidae","Phytophagous","17500"
"51312","Bruchus","signaticornis","""Gyllenhal, 1833""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Phytophagous","7272"
"51313","Bisnius","parcus","(Sharp, 1874)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","staphylinidae","Parasite","7272"
"51314","Bisnius","palmi","(Smetana, 1955)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","staphylinidae","Parasite","17500"
"51315","Atomaria","lewisi","Reitter, 1877",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","cryptophagidae","Detritovorous","17500"
"51316","Atheta","dilutipennis","(Motschulsky, 1858)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","staphylinidae","Parasite","17500"
"51317","Asynonychus","godmani","Crotch 1867",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","curculionidae","Phytophagous","7272"
"51318","Aspidomorpha","fabricii","""Serkerka, 2008""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Phytophagous","17500"
"51319","Anoplophora","chinensis","(Förster, 1848)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","cerambycidae","Phytophagous","17500"
"51320","Supella","longipalpa","(Fabricius, 1798)",\N,"","","Insecta","Arthropoda","Insecta","blattodea","blatellidae","Detritovorous","7272"
"51321","Alphitophagus","bifasciatus","(Say, 1823)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","tenebrionidae","Detritovorous","17500"
"51322","Periplaneta","australasiae","(Fabricius, 1775)",\N,"","","Insecta","Arthropoda","Insecta","blattodea","blattidae","Detritovorous","7272"
"51323","Lasioderma","serricorne","""Fabricius, 1792""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Anobiidae","Phytophagous","17500"
"51324","Mezium","americanum","Laporte de Castelnau, 1840",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","anobiidae","Detritovorous","17500"
"51325","Trachyopella","straminea","Roháček & Marshall, 1986",\N,"","","Insecta","Arthropoda","Insecta","diptera","sphaeroceridae","Detritovorous","17500"
"51326","Stricticomus","tobias","(De Marseul 1879)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","anthicidae","Detritovorous","17500"
"51327","Euophryum","confine","(Broun 1880)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","curculionidae","Phytophagous","7272"
"51328","Cryptophagus","subfumatus","Kraatz, 1856",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","cryptophagidae","Detritovorous","17500"
"51329","Xylographus","bostrychoides","(Dufour 1843)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","ciidae","Detritovorous","17500"
"51330","Thrips","simplex","Morrison, 1930",\N,"","","Insecta","Arthropoda","Insecta","thysanoptera","thripidae","Phytophagous","7272"
"51332","Rhynchophorus","ferrugineus","(Olivier 1790)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dryophthoridae","Phytophagous","7272"
"51333","Echinothrips","americanus","Morgan, 1913",\N,"","","Insecta","Arthropoda","Insecta","thysanoptera","thripidae","Phytophagous","7272"
"51334","Nosopsyllus","fasciatus","""(Bosc d'Antic, 1800)""","","","","Insecta","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Parasite","7272"
"51335","Trichopsocus","dalii","""(Mac Lachlan, 1867)""","","","","Insecta","Arthropoda","Insecta","Psocoptera","Trichopsocidae","Detritovorous","17500"
"51336","Lepinotus","reticulatus","Enderlein, 1905",\N,"","","Insecta","Arthropoda","Insecta","psocoptera","trogiidae","Detritovorous","17500"
"51337","Lepinotus","inquilinus","von Heyden, 1850",\N,"","","Insecta","Arthropoda","Insecta","psocoptera","trogiidae","Detritovorous","17500"
"51338","Ectopsocus","meridionalis","Ribaga, 1904",\N,"","","Insecta","Arthropoda","Insecta","psocoptera","ectopsocidae","Detritovorous","17500"
"51339","Silvanus","recticollis","Reitter, 1876",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","silvanidae","Detritovorous","17500"
"51340","Trimenopon","hispidum","Burmeister, 1838","Amblycera","","","Insecta","Arthropoda","Insecta","phthiraptera","trimenoponidae","Parasite","17500"
"51341","Trichodectes","octomaculatus","Paine 1912","","","","Insecta","Arthropoda","Insecta","Phtiraptera","Trichodectidae","Parasite","17500"
"51342","Gnathocerus","cornutus","(Fabricius, 1798)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","tenebrionidae","Detritovorous","17500"
"51343","Pitrufquenia","coypus","Marelli 1932","Amblycera","","","Insecta","Arthropoda","Insecta","phthiraptera","gliricolidae","Parasite","17500"
"51344","Gyropus","ovalis","Burmeister, 1838","Amblycera","","","Insecta","Arthropoda","Insecta","phthiraptera","gyropidae","Parasite","17500"
"51345","Gliricola","porcelli","(Schrank 1781)","Amblycera","","","Insecta","Arthropoda","Insecta","phthiraptera","gliricolidae","Parasite","17500"
"51346","Leptophyes","punctatissima","""(Bosc, 1792)""","","","","Insecta","Arthropoda","Insecta","Orthoptera","Phaneropteridae","Phytophagous","17500"
"51347","Theresimima","ampellophaga","""(Bayle-Barelle, 1808)""","","","","Insecta","Arthropoda","Insecta","Lepidoptera","Zygaenidae","Phytophagous","7272"
"51349","Cinara","laportei","""(Remaudière, 1954)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aphididae","Phytophagous","7272"
"51350","Saissetia","coffeae","(Walker, 1852)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","coccidae","Phytophagous","7272"
"51352","Paramyelois","transitella","(Walker, 1863)",\N,"","","Insecta","Arthropoda","Insecta","lepidoptera","pyralidae + crambidae","Phytophagous","7272"
"51353","Furchadaspis","zamiae","(Morgan, 1890)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51356","Epinotia","cedricida","Diakonoff, 1969",\N,"","","Insecta","Arthropoda","Insecta","lepidoptera","tortricidae","Phytophagous","7272"
"51357","Corcyra","cephalonica","(Stainton, 1866)",\N,"","","Insecta","Arthropoda","Insecta","lepidoptera","pyralidae + crambidae","Detritovorous","7272"
"51358","Coleotechnites","piceaella","(Kearfott, 1903)",\N,"","","Insecta","Arthropoda","Insecta","lepidoptera","gelechiidae","Phytophagous","7272"
"51360","Chrysodeixis","acuta","(Walker, 1858)",\N,"","","Insecta","Arthropoda","Insecta","lepidoptera","noctuidae","Phytophagous","7272"
"51361","Corythucha","ciliata","(Say, 1832)","Heteroptera","","","Insecta","Arthropoda","Insecta","hemiptera","tingidae","Phytophagous","17500"
"51362","Encarsia","lahorensis","(Howard, 1911)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","aphelinidae","Parasite","7272"
"51363","Apomyelois","ceratoniae","""(Zeller, 1839)""","","","","Insecta","Arthropoda","Insecta","Lepidoptera","Pyralidae","Detritovorous","7272"
"51364","Trichogramma","dendrolimi","Matsumura, 1926",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","trichogrammatidae","Parasite","7272"
"51365","Trichogramma","brassicae","""Bezdenko, 1968""","","","","Insecta","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Parasite","7272"
"51366","Tetramorium","insolens","(Smith, 1861)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","formicidae","Parasite","7272"
"51367","Technomyrmex","detorquens","(Walker, 1859)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","formicidae","Parasite","7272"
"51368","Tapinoma","melanocephalum","(Fabricius, 1793)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","formicidae","Parasite","7272"
"51369","Sirex","cyaneus","cyaneus Fabricius, 1781",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","siricidae","Phytophagous","7272"
"51370","Epichoristodes","acerbella","(Walker, 1864)",\N,"","","Insecta","Arthropoda","Insecta","lepidoptera","tortricidae","Phytophagous","7272"
"51371","Sceliphron","curvatum","(Smith, 1870)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","sphecidae","Parasite","17500"
"51372","Sceliphron","caementarium","""(Drury,1770)""","","","","Insecta","Arthropoda","Insecta","Hymenoptera","Sphecidae","Parasite","17500"
"51373","Prodecatoma","cooki","(Howard, 1896)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","eurytomidae","Phytophagous","7272"
"51374","Pachynematus","itoi","""Okutani, 1955""","","","","Insecta","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Phytophagous","7272"
"51375","Metaphycus","helvolus","(Compere, 1926)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","encyrtidae","Parasite","7272"
"51376","Linepithema","leucomelas","Emery, 1894",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","formicidae","Parasite","17500"
"51377","Isodontia","mexicana","(Saussure, 1867)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","sphecidae","Parasite","17500"
"51378","Tuponia","elegans","""(Jakovlev, 1867)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Miridae","Phytophagous","17500"
"51379","Tinocallis","nevskyi","""Remaudière, Quednau & Heie, 1988""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aphididae","Phytophagous","7272"
"51380","Pulvinaria","regalis","Canard, 1968","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","coccidae","Phytophagous","7272"
"51381","Oxycarenus","lavaterae","""(Fabricius, 1787)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Lygaeidae","Phytophagous","17500"
"51382","Orsillus","depressus","""(Mulsant & Rey, 1852)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Lygaeidae","Phytophagous","7272"
"51383","Macropsis","elaeagni","Emeljanov, 1964","Auchenorrhyncha","","","Insecta","Arthropoda","Insecta","hemiptera","cicadellidae","Phytophagous","7272"
"51384","Leptoglossus","occidentalis","Heidemann, 1910","Heteroptera","","","Insecta","Arthropoda","Insecta","hemiptera","coreidae","Phytophagous","17500"
"51385","Laurotrioza","alacris","""(Flor, 1861)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Triozidae","Phytophagous","17500"
"51386","Japananus","hyalinus","(Osbom, 1900)","Auchenorrhyncha","","","Insecta","Arthropoda","Insecta","hemiptera","cicadellidae","Phytophagous","7272"
"51387","Aleurolobus","marlatti","""(Quaintance, 1903)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Phytophagous","17500"
"51388","Homotoma","ficus","""(Linnaeus, 1758)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Psyllidae","Phytophagous","7272"
"51389","Graphocephala","fennahi","Young, 1977","Auchenorrhyncha","","","Insecta","Arthropoda","Insecta","hemiptera","cicadellidae","Phytophagous","7272"
"51390","Eupteryx","decemnotata","""Rey, 1891""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Cicadellidae","Phytophagous","7272"
"51391","Dichrooscytus","gustavi","""Josifov, 1981""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Miridae","Phytophagous","17500"
"51393","Arocatus","longiceps","""Stål, 1872""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Lygaeidae","Phytophagous","17500"
"51394","Anthocoris","butleri","""Le Quesne, 1954""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Anthocoridae","Parasite","17500"
"51395","Amphiareus","obscuriceps","(Poppius, 1909)","Heteroptera","","","Insecta","Arthropoda","Insecta","hemiptera","anthocoridae","Parasite","17500"
"51396","Myzocallis","walshii","""(Monell ex Riley & Monell, 1879)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aphididae","Phytophagous","7272"
"51397","Zaprionus","indianus","Gupta, 1970",\N,"","","Insecta","Arthropoda","Insecta","diptera","drosophilidae","Phytophagous","17500"
"51398","Monarthropalpus","flavus","""(Schrank, 1776)""","","","","Insecta","Arthropoda","Insecta","Diptera","Cecidomyiidae","Phytophagous","7272"
"51399","Hydrotaea","aenescens","(Wiedemann, 1830)",\N,"","","Insecta","Arthropoda","Insecta","diptera","muscidae","Parasite","7272"
"51400","Neotoxoptera","violae","(Pergande, 1900)","Aphidoidea","","","Insecta","Arthropoda","Insecta","hemiptera","aphididae","Phytophagous","7272"
"51401","Drosophila","tsigana","Burla & Gloor, 1952",\N,"","","Insecta","Arthropoda","Insecta","diptera","drosophilidae","Detritovorous","17500"
"51402","Dohrniphora","cornuta","(Bigor in de la Sagra, 1857)",\N,"","","Insecta","Arthropoda","Insecta","diptera","phoridae","Detritovorous","7272"
"51403","Contarinia","quinquenotata","(F. Löw, 1888)",\N,"","","Insecta","Arthropoda","Insecta","diptera","cecidomyiidae","Phytophagous","7272"
"51404","Chymomyza","amoena","(Loew, 1862)",\N,"","","Insecta","Arthropoda","Insecta","diptera","drosophilidae","Phytophagous","7272"
"51405","Rhopalosiphum","parvae","""Hottes & Frisson, 1931""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aphididae","Phytophagous","7272"
"51406","Chrysomya","albiceps","""(Wiedemann, 1819)""","","","","Insecta","Arthropoda","Insecta","Diptera","Calliphoridae","Parasite","17500"
"51407","Campodea","rhopalota","""Denis, 1930""","","","","Insecta","Arthropoda","Insecta","Diplura","Campodeidae","Detritovorous","7272"
"51408","Campodea","quilisi","""Silvestri, 1932""","","","","Insecta","Arthropoda","Insecta","Diplura","Campodeidae","Detritovorous","7272"
"51409","Takecallis","taiwana","(Takahashi, 1926)","Aphidoidea","","","Insecta","Arthropoda","Insecta","hemiptera","aphididae","Phytophagous","7272"
"51410","Campodea","lubbocki","""Silvestri, 1912""","","","","Insecta","Arthropoda","Insecta","Diplura","Campodeidae","Detritovorous","7272"
"51411","Tinocallis","saltans","""(Nevsky, 1929)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aphididae","Phytophagous","7272"
"51412","Tinocallis","takachihoensis","Higuchi 1972","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aphididae","Phytophagous","17500"
"51413","Sminthurinus","trinotatus","(Axelson, 1905)",\N,"","","Insecta","Arthropoda","Insecta","collembola","katiannidae","Detritovorous","17500"
"51414","Desoria","trispinata","(MacGillivray, 1896)",\N,"","","Insecta","Arthropoda","Insecta","collembola","isotomidae","Detritovorous","17500"
"51415","Bambusaspis","bambusae","(Boisduval, 1869)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","asterolecaniidae","Phytophagous","7272"
"51416","Cicadulina","bipunctata","""(Melichar, 1904)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Cicadellidae","Phytophagous","7272"
"51417","Xyleborinus","alni","Niisima 1909","","","","Insecta","Arthropoda","Insecta","Coleoptera","Scolytidae","Phytophagous","17500"
"51418","Typhaea","stercorea","(Linnaeus, 1758)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","mycetophagidae","Detritovorous","17500"
"51419","Trypodendron","laeve","Eggers 1939","","","","Insecta","Arthropoda","Insecta","Coleoptera","Scolytidae","Phytophagous","17500"
"51420","Tropideres","dorsalis","(Thunberg 1796)","","","","Insecta","Arthropoda","Insecta","Coleoptera","Anthribidae","Phytophagous","17500"
"51421","Chrysomphalus","aonidum","(Linnaeus, 1758)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51422","Trogoderma","versicolor","(Creutzer, 1799)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dermestidae","Detritovorous","17500"
"51423","Trogoderma","glabrum","(Herbst, 1783)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dermestidae","Detritovorous","7272"
"51424","Trogoderma","angustum","(Solier, 1849)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dermestidae","Detritovorous","17500"
"51425","Tribolium","madens","""(Charpentier, 1825)""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Detritovorous","17500"
"51426","Lindingaspis","rossi","(Maskell, 1891)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51427","Thecturota","marchii","""(Dodero,1922)""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Staphylinidae","Detritovorous","17500"
"51428","Pseudaulacaspis","cockerelli","(Cooley, 1897)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51429","Tarsostenus","univittatus","(Rossi, 1792)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","cleridae","Parasite","17500"
"51430","Tachinus","sibiricus","Sharp, 1888",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","staphylinidae","Other","17500"
"51431","Diaspidiotus","osborni","(Newell & Cockerell, 1898)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
