id_sp_region,idspecies,vector2,sourceid,notes,last_updated
"1033391","100128","Transport","10000","","2006-12-01 00:00:00"
"1033392","53432","Unknown","10000","","2006-12-01 00:00:00"
"1033393","100548","Dispersed","10000","","2006-12-01 00:00:00"
"1033394","100908","Dispersed","10000","","2006-12-01 00:00:00"
"1033394","100908","Transport","10000","","2006-12-01 00:00:00"
"1033395","100189","Dispersed","10000","","2006-12-01 00:00:00"
"1033396","100546","Dispersed","10000","","2006-12-01 00:00:00"
"1033397","100372","Dispersed","10000","","2006-12-01 00:00:00"
"1033398","100498","Dispersed","10000","","2006-12-01 00:00:00"
"1033399","50215","Dispersed","10000","","2006-12-01 00:00:00"
"1033400","100568","Dispersed","10000","","2006-12-01 00:00:00"
"1033401","100569","Dispersed","10000","","2006-12-01 00:00:00"
"1033402","100705","Dispersed","10000","","2006-12-01 00:00:00"
"1033403","100515","Dispersed","10000","","2006-12-01 00:00:00"
"1033404","100600","Dispersed","10000","","2006-12-01 00:00:00"
"1033405","100572","Dispersed","10000","","2006-12-01 00:00:00"
"1033406","50531","Transport","10000","","2006-12-01 00:00:00"
"1033407","100191","Dispersed","10000","","2006-12-01 00:00:00"
"1033408","100192","Dispersed","10000","","2006-12-01 00:00:00"
"1033409","100782","Dispersed","10000","","2006-12-01 00:00:00"
"1033410","100946","Dispersed","10000","","2006-12-01 00:00:00"
"1033411","100085","Dispersed","10000","","2006-12-01 00:00:00"
"1033412","100738","Dispersed","10000","","2006-12-01 00:00:00"
"1033413","100347","Dispersed","10000","","2006-12-01 00:00:00"
"1033414","100995","Dispersed","10000","","2006-12-01 00:00:00"
"1033415","100684","Unknown","10000","","2006-12-01 00:00:00"
"1033415","100684","Transport","10000","","2006-12-01 00:00:00"
"1033416","100163","Dispersed","10000","","2006-12-01 00:00:00"
"1033417","101209","Dispersed","10000","","2006-12-01 00:00:00"
"1033418","101210","Dispersed","10000","","2006-12-01 00:00:00"
"1033418","101210","Transport","10000","","2006-12-01 00:00:00"
"1033419","100165","Dispersed","10000","","2006-12-01 00:00:00"
"1033420","100204","Transport","10000","","2006-12-01 00:00:00"
"1033421","100373","Transport","10000","","2006-12-01 00:00:00"
"1033422","1121","Dispersed","10000","","2006-12-01 00:00:00"
"1033422","1121","Transport","10000","","2006-12-01 00:00:00"
"1033423","100464","Transport","10000","","2006-12-01 00:00:00"
"1033424","100535","Dispersed","10000","","2006-12-01 00:00:00"
"1033425","100671","Dispersed","10000","","2006-12-01 00:00:00"
"1033426","53491","Dispersed","10000","","2006-12-01 00:00:00"
"1033427","100132","Dispersed","10000","","2006-12-01 00:00:00"
"1033428","50515","Transport","10000","","2006-12-01 00:00:00"
"1033429","100450","Transport","10000","","2006-12-01 00:00:00"
"1033430","50516","Transport","10000","","2006-12-01 00:00:00"
"1033431","100453","Dispersed","10000","","2006-12-01 00:00:00"
"1033431","100453","Transport","10000","","2006-12-01 00:00:00"
"1033432","100455","Dispersed","10000","","2006-12-01 00:00:00"
"1033432","100455","Transport","10000","","2006-12-01 00:00:00"
"1033433","100456","Dispersed","10000","","2006-12-01 00:00:00"
"1033433","100456","Transport","10000","","2006-12-01 00:00:00"
"1033434","100526","Dispersed","10000","","2006-12-01 00:00:00"
"1033435","100810","Dispersed","10000","","2006-12-01 00:00:00"
"1033436","100903","Dispersed","10000","","2006-12-01 00:00:00"
"1033436","100903","Transport","10000","","2006-12-01 00:00:00"
"1033437","100635","Transport","10000","","2006-01-30 00:00:00"
"1033438","100081","Dispersed","10000","","2006-12-01 00:00:00"
"1033439","100651","Dispersed","10000","","2006-12-01 00:00:00"
"1033441","100160","Dispersed","10000","","2006-12-01 00:00:00"
"1033442","100837","Dispersed","10000","","2006-12-01 00:00:00"
"1033443","100544","Dispersed","10000","","2006-12-01 00:00:00"
"1033444","100573","Transport","10000","","2006-12-01 00:00:00"
"1033445","100716","Transport","10000","","2006-12-01 00:00:00"
"1033446","100862","Dispersed","10000","","2006-01-02 00:00:00"
"1033447","100699","Dispersed","10000","","2006-01-02 00:00:00"
"1033448","100365","Dispersed","10000","","2006-01-02 00:00:00"
"1033449","100087","Dispersed","10000","","2006-01-02 00:00:00"
"1033450","100861","Dispersed","10000","","2006-01-02 00:00:00"
"1033451","100035","Dispersed","10000","","2006-01-02 00:00:00"
"1033452","100503","Dispersed","10000","","2006-12-01 00:00:00"
"1033453","100978","Dispersed","10000","","2006-01-02 00:00:00"
"1033454","100979","Dispersed","10000","","2006-01-02 00:00:00"
"1033455","100775","Dispersed","10000","","2006-12-01 00:00:00"
"1033456","100266","Dispersed","10000","","2006-01-02 00:00:00"
"1033457","100704","Dispersed","10000","","2006-12-01 00:00:00"
"1033458","100901","Dispersed","10000","","2006-01-02 00:00:00"
"1033459","100902","Dispersed","10000","","2006-01-02 00:00:00"
"1033460","100877","Dispersed","10000","","2006-01-02 00:00:00"
"1033461","100878","Dispersed","10000","","2006-01-02 00:00:00"
"1033462","100868","Dispersed","10000","","2006-01-02 00:00:00"
"1033463","100913","Dispersed","10000","","2006-01-02 00:00:00"
"1033464","101081","Unknown","10000","","2006-01-02 00:00:00"
"1033465","100410","Dispersed","10000","","2006-12-01 00:00:00"
"1033466","100621","Dispersed","10000","","2006-12-01 00:00:00"
"1033467","100226","Dispersed","10000","","2006-12-01 00:00:00"
"1033468","100237","Unknown","10000","","2006-12-01 00:00:00"
"1033469","53432","Unknown","10000","","2006-12-01 00:00:00"
"1033470","100548","Dispersed","10000","","2006-12-01 00:00:00"
"1033471","53253","Escaped","10000","","2006-01-30 00:00:00"
"1033471","53253","Transport","10000","","2006-01-30 00:00:00"
"1033472","50147","Unknown","10000","","2006-12-01 00:00:00"
"1033473","100535","Dispersed","10000","","2006-12-01 00:00:00"
"1033474","100671","Dispersed","10000","","2006-12-01 00:00:00"
"1033475","53491","Dispersed","10000","","2006-12-01 00:00:00"
"1033476","100278","Unknown","10000","","2006-12-01 00:00:00"
"1033477","100901","Dispersed","10000","","2006-12-01 00:00:00"
"1033478","100878","Dispersed","10000","","2006-12-01 00:00:00"
"1033479","100913","Dispersed","10000","","2006-12-01 00:00:00"
"1033480","50159","Transport","10000","","2006-12-01 00:00:00"
"1033481","100943","Dispersed","10000","","2006-12-01 00:00:00"
"1033482","100197","Dispersed","10000","","2006-12-01 00:00:00"
"1033483","100138","Dispersed","10000","","2006-12-01 00:00:00"
"1033483","100138","Transport","10000","","2006-12-01 00:00:00"
"1033484","100763","Transport","10000","","2006-12-01 00:00:00"
"1033485","100025","Transport","10000","","2006-12-01 00:00:00"
"1033486","50156","Released","10000","","2006-12-01 00:00:00"
"1033487","53432","Unknown","10000","","2006-12-01 00:00:00"
"1033488","50531","Transport","10000","","2006-12-01 00:00:00"
"1033489","100708","Unknown","10000","","2006-12-01 00:00:00"
"1033489","100708","Transport","10000","","2006-12-01 00:00:00"
"1033490","101370","Transport","10000","","2006-01-31 00:00:00"
"1033491","50124","Transport","10000","","2006-01-30 00:00:00"
"1033492","100124","Dispersed","10000","","2006-12-01 00:00:00"
"1033492","100124","Transport","10000","","2006-12-01 00:00:00"
"1033493","53253","Transport","10000","","2006-01-30 00:00:00"
"1033494","100208","Dispersed","10000","","2006-12-01 00:00:00"
"1033494","100208","Transport","10000","","2006-12-01 00:00:00"
"1033495","1121","Dispersed","10000","","2006-12-01 00:00:00"
"1033495","1121","Transport","10000","","2006-12-01 00:00:00"
"1033496","100988","Transport","10000","","2006-12-01 00:00:00"
"1033497","100168","Unknown","10000","","2006-12-01 00:00:00"
"1033497","100168","Transport","10000","","2006-12-01 00:00:00"
"1033498","100169","Unknown","10000","","2006-12-01 00:00:00"
"1033498","100169","Transport","10000","","2006-12-01 00:00:00"
"1033499","100132","Dispersed","10000","","2006-12-01 00:00:00"
"1033500","100010","Transport","10000","","2006-12-01 00:00:00"
"1033501","100062","Transport","10000","","2006-12-01 00:00:00"
"1033502","50124","Transport","10000","","2006-01-30 00:00:00"
"1033503","100090","Transport","10000","","2006-12-01 00:00:00"
"1033504","50147","Unknown","10000","","2006-12-01 00:00:00"
"1033505","50148","Unknown","10000","","2006-12-01 00:00:00"
"1033506","100368","Unknown","10000","","2006-12-01 00:00:00"
"1033507","100501","Unknown","10000","","2006-12-01 00:00:00"
"1033508","100574","Transport","10000","","2006-12-01 00:00:00"
"1033509","53486","Transport","10000","","2006-12-01 00:00:00"
"1033510","50553","Unknown","10000","","2005-07-11 00:00:00"
"1033510","50553","Transport","10000","","2005-07-11 00:00:00"
"1033511","100138","Dispersed","10000","","2005-07-11 00:00:00"
"1033511","100138","Transport","10000","","2005-07-11 00:00:00"
"1033512","50156","Released","10000","","2005-07-11 00:00:00"
"1033513","50147","Unknown","10000","","2005-07-11 00:00:00"
"1033515","50180","Transport","10000","","2005-06-06 00:00:00"
"1033522","100267","Unknown","10000","","2006-12-01 00:00:00"
"1033523","50156","Released","10000","","2006-12-01 00:00:00"
"1033524","100203","Unknown","10000","","2006-12-01 00:00:00"
"1033525","100370","Dispersed","10000","","2006-12-01 00:00:00"
"1033525","100370","Transport","10000","","2006-12-01 00:00:00"
"1033526","50215","Released","10000","","2006-12-01 00:00:00"
"1033527","100870","Unknown","10000","","2006-12-01 00:00:00"
"1033528","100144","Unknown","10000","","2006-12-01 00:00:00"
"1033529","100270","Unknown","10000","","2006-12-01 00:00:00"
"1033530","100708","Unknown","10000","","2006-12-01 00:00:00"
"1033530","100708","Transport","10000","","2006-12-01 00:00:00"
"1033531","100895","Transport","10000","","2006-12-01 00:00:00"
"1033532","100685","Transport","10000","","2006-12-01 00:00:00"
"1033533","100684","Transport","10000","","2006-12-01 00:00:00"
"1033534","100010","Transport","10000","","2006-12-01 00:00:00"
"1033535","100020","Transport","10000","","2006-01-30 00:00:00"
"1033536","100062","Transport","10000","","2006-12-01 00:00:00"
"1033537","50124","Unknown","10000","","2006-01-30 00:00:00"
"1033538","100090","Transport","10000","","2006-12-01 00:00:00"
"1033539","53253","Transport","10000","","2006-01-30 00:00:00"
"1033540","100166","Escaped","10000","","2006-12-01 00:00:00"
"1033541","50147","Unknown","10000","","2006-12-01 00:00:00"
"1033542","50148","Unknown","10000","","2006-12-01 00:00:00"
"1033543","100464","Unknown","10000","","2006-12-01 00:00:00"
"1033544","100368","Unknown","10000","","2006-12-01 00:00:00"
"1033545","100535","Dispersed","10000","","2006-12-01 00:00:00"
"1033546","50228","Unknown","10000","","2006-12-01 00:00:00"
"1033547","100617","Transport","10000","","2006-12-01 00:00:00"
"1033548","53437","Transport","10000","","2006-12-01 00:00:00"
"1033549","50263","Unknown","10000","","2006-12-01 00:00:00"
"1033550","100988","Transport","10000","","2006-12-01 00:00:00"
"1033551","53645","Transport","10000","","2006-12-01 00:00:00"
"1033552","100450","Transport","10000","","2006-12-01 00:00:00"
"1033553","50516","Transport","10000","","2006-12-01 00:00:00"
"1033554","50180","Transport","10000","","2006-12-01 00:00:00"
"1033555","53486","Transport","10000","","2006-12-01 00:00:00"
"1033556","100574","Transport","10000","","2006-12-01 00:00:00"
"1033557","53323","Transport","10000","","2006-12-01 00:00:00"
"1033558","100635","Transport","10000","","2006-01-30 00:00:00"
"1033559","100351","Transport","10000","","2006-12-01 00:00:00"
"1033560","101220","Transport","10000","","2006-01-17 00:00:00"
"1033562","100862","Dispersed","10000","","2006-12-01 00:00:00"
"1033563","100425","Dispersed","10000","","2006-12-01 00:00:00"
"1033564","100861","Dispersed","10000","","2006-12-01 00:00:00"
"1033565","100073","Dispersed","10000","","2006-12-01 00:00:00"
"1033566","100503","Dispersed","10000","","2006-12-01 00:00:00"
"1033567","100978","Dispersed","10000","","2006-12-01 00:00:00"
"1033568","100704","Dispersed","10000","","2006-12-01 00:00:00"
"1033569","100669","Dispersed","10000","","2006-12-01 00:00:00"
"1033570","100880","Dispersed","10000","","2006-12-01 00:00:00"
"1033571","100148","Dispersed","10000","","2006-12-01 00:00:00"
"1033572","100878","Dispersed","10000","","2006-12-01 00:00:00"
"1033573","100877","Dispersed","10000","","2006-12-01 00:00:00"
"1033574","100868","Dispersed","10000","","2006-12-01 00:00:00"
"1033575","100279","Dispersed","10000","","2006-12-01 00:00:00"
"1033576","100913","Dispersed","10000","","2006-12-01 00:00:00"
"1033577","100493","Dispersed","10000","","2006-12-01 00:00:00"
"1033578","100181","Dispersed","10000","","2006-12-01 00:00:00"
"1033579","100920","Unknown","10000","","2006-12-01 00:00:00"
"1033580","100213","Dispersed","10000","","2006-12-01 00:00:00"
"1033581","100128","Dispersed","10000","","2006-12-01 00:00:00"
"1033581","100128","Transport","10000","","2006-12-01 00:00:00"
"1033582","53432","Unknown","10000","","2006-12-01 00:00:00"
"1033583","100548","Dispersed","10000","","2006-12-01 00:00:00"
"1033584","100682","Dispersed","10000","","2006-12-01 00:00:00"
"1033585","50215","Dispersed","10000","","2006-12-01 00:00:00"
"1033586","100568","Dispersed","10000","","2006-12-01 00:00:00"
"1033587","100705","Dispersed","10000","","2006-12-01 00:00:00"
"1033588","100482","Dispersed","10000","","2006-12-01 00:00:00"
"1033589","100515","Dispersed","10000","","2006-12-01 00:00:00"
"1033590","100600","Dispersed","10000","","2006-12-01 00:00:00"
"1033591","100191","Dispersed","10000","","2006-12-01 00:00:00"
"1033592","100192","Dispersed","10000","","2006-12-01 00:00:00"
"1033593","100782","Dispersed","10000","","2006-12-01 00:00:00"
"1033594","100946","Dispersed","10000","","2006-12-01 00:00:00"
"1033595","100085","Dispersed","10000","","2006-12-01 00:00:00"
"1033596","101209","Dispersed","10000","","2006-12-01 00:00:00"
"1033597","101210","Dispersed","10000","","2006-12-01 00:00:00"
"1033597","101210","Transport","10000","","2006-12-01 00:00:00"
"1033598","100295","Dispersed","10000","","2006-12-01 00:00:00"
"1033599","100373","Transport","10000","","2006-12-01 00:00:00"
"1033600","100465","Dispersed","10000","","2006-12-01 00:00:00"
"1033601","100535","Dispersed","10000","","2006-12-01 00:00:00"
"1033602","50228","Unknown","10000","","2006-12-01 00:00:00"
"1033603","100858","Dispersed","10000","","2006-12-01 00:00:00"
"1033604","100887","Dispersed","10000","","2006-12-01 00:00:00"
"1033605","53491","Dispersed","10000","","2006-12-01 00:00:00"
"1033606","100862","Dispersed","10000","","2006-12-01 00:00:00"
"1033607","100699","Dispersed","10000","","2006-12-01 00:00:00"
"1033608","100425","Dispersed","10000","","2006-12-01 00:00:00"
"1033609","100365","Dispersed","10000","","2006-12-01 00:00:00"
"1033610","100087","Dispersed","10000","","2006-12-01 00:00:00"
"1033611","100704","Dispersed","10000","","2006-12-01 00:00:00"
"1033612","100868","Dispersed","10000","","2006-12-01 00:00:00"
"1033613","100877","Dispersed","10000","","2006-12-01 00:00:00"
"1033614","100878","Dispersed","10000","","2006-12-01 00:00:00"
"1033615","100913","Dispersed","10000","","2006-12-01 00:00:00"
"1033616","100979","Dispersed","10000","","2006-12-01 00:00:00"
"1033617","100309","Dispersed","10000","","2006-12-01 00:00:00"
"1033618","100181","Transport","10000","","2006-12-01 00:00:00"
"1033619","100346","Dispersed","10000","","2006-12-01 00:00:00"
"1033620","100023","Dispersed","10000","","2006-12-01 00:00:00"
"1033621","100138","Dispersed","10000","","2006-12-01 00:00:00"
"1033621","100138","Transport","10000","","2006-12-01 00:00:00"
"1033622","50156","Released","10000","","2006-12-01 00:00:00"
"1033623","100311","Dispersed","10000","","2006-12-01 00:00:00"
"1033624","100211","Unknown","10000","","2006-12-01 00:00:00"
"1033625","53432","Dispersed","10000","","2006-12-01 00:00:00"
"1033625","53432","Transport","10000","","2006-12-01 00:00:00"
"1033626","100370","Dispersed","10000","","2006-12-01 00:00:00"
"1033626","100370","Transport","10000","","2006-12-01 00:00:00"
"1033627","100560","Transport","10000","","2006-12-01 00:00:00"
"1033628","100568","Dispersed","10000","","2006-12-01 00:00:00"
"1033629","100963","Dispersed","10000","","2006-12-01 00:00:00"
"1033630","100043","Dispersed","10000","","2006-12-01 00:00:00"
"1033631","100518","Transport","10000","","2006-12-01 00:00:00"
"1033632","50542","Unknown","10000","","2006-12-01 00:00:00"
"1033632","50542","Transport","10000","","2006-12-01 00:00:00"
"1033633","100731","Dispersed","10000","","2006-12-01 00:00:00"
"1033634","100352","Dispersed","10000","","2006-12-01 00:00:00"
"1033635","100423","Transport","10000","","2006-12-01 00:00:00"
"1033637","100685","Transport","10000","","2006-12-01 00:00:00"
"1033640","50124","Transport","10000","","2006-01-30 00:00:00"
"1033641","100090","Transport","10000","","2006-12-01 00:00:00"
"1033642","53253","Transport","10000","","2006-01-30 00:00:00"
"1033643","101210","Dispersed","10000","","2006-12-01 00:00:00"
"1033643","101210","Transport","10000","","2006-12-01 00:00:00"
"1033644","100166","Transport","10000","","2006-12-01 00:00:00"
"1033645","50147","Unknown","10000","","2006-12-01 00:00:00"
"1033646","100399","Unknown","10000","","2006-12-01 00:00:00"
"1033647","100464","Transport","10000","","2006-12-01 00:00:00"
"1033648","100617","Transport","10000","","2006-12-01 00:00:00"
"1033649","100988","Transport","10000","","2006-12-01 00:00:00"
"1033650","1121","Dispersed","10000","","2006-12-01 00:00:00"
"1033650","1121","Transport","10000","","2006-12-01 00:00:00"
"1033651","100574","Transport","10000","","2006-12-01 00:00:00"
"1033652","50515","Transport","10000","","2006-12-01 00:00:00"
"1033653","100450","Transport","10000","","2006-12-01 00:00:00"
"1033654","50516","Transport","10000","","2006-12-01 00:00:00"
"1033655","50180","Transport","10000","","2006-01-30 00:00:00"
"1033656","100441","Dispersed","10000","","2006-12-01 00:00:00"
"1033657","100324","Dispersed","10000","","2006-12-01 00:00:00"
"1033658","100348","Dispersed","10000","","2006-12-01 00:00:00"
"1033659","100428","Dispersed","10000","","2006-12-01 00:00:00"
"1033660","100862","Dispersed","10000","","2006-12-01 00:00:00"
"1033661","100425","Dispersed","10000","","2006-12-01 00:00:00"
"1033662","100365","Dispersed","10000","","2006-12-01 00:00:00"
"1033663","100443","Dispersed","10000","","2006-12-01 00:00:00"
"1033664","100087","Dispersed","10000","","2006-12-01 00:00:00"
"1033665","100861","Dispersed","10000","","2006-12-01 00:00:00"
"1033666","100702","Dispersed","10000","","2006-12-01 00:00:00"
"1033667","100073","Dispersed","10000","","2006-12-01 00:00:00"
"1033668","101166","Dispersed","10000","","2006-12-01 00:00:00"
"1033669","100035","Dispersed","10000","","2006-12-01 00:00:00"
"1033670","100503","Dispersed","10000","","2006-12-01 00:00:00"
"1033671","100978","Dispersed","10000","","2006-12-01 00:00:00"
"1033672","100979","Dispersed","10000","","2006-12-01 00:00:00"
"1033673","100704","Dispersed","10000","","2006-12-01 00:00:00"
"1033674","100426","Dispersed","10000","","2006-12-01 00:00:00"
"1033675","100530","Dispersed","10000","","2006-12-01 00:00:00"
"1033676","100591","Released","10000","","2006-12-01 00:00:00"
"1033677","100901","Dispersed","10000","","2006-12-01 00:00:00"
"1033678","100902","Dispersed","10000","","2006-12-01 00:00:00"
"1033679","100814","Dispersed","10000","","2006-12-01 00:00:00"
"1033680","100714","Dispersed","10000","","2006-12-01 00:00:00"
"1033681","100669","Dispersed","10000","","2006-12-01 00:00:00"
"1033682","100148","Dispersed","10000","","2006-12-01 00:00:00"
"1033683","100878","Dispersed","10000","","2006-12-01 00:00:00"
"1033684","100877","Dispersed","10000","","2006-12-01 00:00:00"
"1033685","100868","Dispersed","10000","","2006-12-01 00:00:00"
"1033686","100279","Dispersed","10000","","2006-12-01 00:00:00"
"1033687","100913","Dispersed","10000","","2006-12-01 00:00:00"
"1033688","100493","Dispersed","10000","","2006-12-01 00:00:00"
"1033689","100492","Dispersed","10000","","2006-12-01 00:00:00"
"1033690","100494","Dispersed","10000","","2006-12-01 00:00:00"
"1033691","100960","Dispersed","10000","","2006-12-01 00:00:00"
"1033692","100309","Dispersed","10000","","2006-12-01 00:00:00"
"1033693","100884","Unknown","10000","","2006-12-01 00:00:00"
"1033694","100966","Dispersed","10000","","2006-01-29 00:00:00"
"1033695","100807","Dispersed","10000","","2006-12-01 00:00:00"
"1033696","100916","Unknown","10000","","2006-12-01 00:00:00"
"1033697","100181","Dispersed","10000","","2006-12-01 00:00:00"
"1033698","100828","Dispersed","10000","","2006-12-01 00:00:00"
"1033699","100380","Dispersed","10000","","2006-12-01 00:00:00"
"1033700","100364","Dispersed","10000","","2006-12-01 00:00:00"
"1033701","100182","Dispersed","10000","","2006-12-01 00:00:00"
"1033702","100176","Dispersed","10000","","2006-12-01 00:00:00"
"1033703","100177","Dispersed","10000","","2006-12-01 00:00:00"
"1033704","100571","Dispersed","10000","","2006-12-01 00:00:00"
"1033706","100841","Dispersed","10000","","2006-12-01 00:00:00"
"1033708","100920","Unknown","10000","","2006-12-01 00:00:00"
"1033709","100819","Dispersed","10000","","2006-12-01 00:00:00"
"1033710","100276","Unknown","10000","","2006-12-01 00:00:00"
"1033711","100915","Unknown","10000","","2006-12-01 00:00:00"
"1033712","100344","Unknown","10000","","2006-12-01 00:00:00"
"1033713","100943","Dispersed","10000","","2006-12-01 00:00:00"
"1033713","100943","Transport","10000","","2006-12-01 00:00:00"
"1033714","50553","Unknown","10000","","2006-12-01 00:00:00"
"1033714","50553","Transport","10000","","2006-12-01 00:00:00"
"1033715","100993","Dispersed","10000","","2006-12-01 00:00:00"
"1033716","100994","Dispersed","10000","","2006-12-01 00:00:00"
"1033717","100593","Unknown","10000","","2006-12-01 00:00:00"
"1033718","100212","Dispersed","10000","","2006-12-01 00:00:00"
"1033719","100213","Dispersed","10000","","2006-12-01 00:00:00"
"1033720","100214","Dispersed","10000","","2006-12-01 00:00:00"
"1033721","100587","Dispersed","10000","","2006-12-01 00:00:00"
"1033722","100517","Dispersed","10000","","2006-12-01 00:00:00"
"1033723","100922","Dispersed","10000","","2006-12-01 00:00:00"
"1033724","100218","Dispersed","10000","","2006-12-01 00:00:00"
"1033725","100971","Dispersed","10000","","2006-12-01 00:00:00"
"1033726","100932","Dispersed","10000","","2006-12-01 00:00:00"
"1033727","100931","Unknown","10000","","2006-12-01 00:00:00"
"1033728","100476","Unknown","10000","","2006-12-01 00:00:00"
"1033729","100442","Unknown","10000","","2006-12-01 00:00:00"
"1033730","100516","Unknown","10000","","2006-12-01 00:00:00"
"1033732","100023","Dispersed","10000","","2006-12-01 00:00:00"
"1033733","100277","Dispersed","10000","","2006-12-01 00:00:00"
"1033734","100821","Dispersed","10000","","2006-12-01 00:00:00"
"1033735","100137","Dispersed","10000","","2006-12-01 00:00:00"
"1033736","100418","Dispersed","10000","","2006-12-01 00:00:00"
"1033737","100197","Dispersed","10000","","2006-12-01 00:00:00"
"1033738","100138","Dispersed","10000","","2006-12-01 00:00:00"
"1033738","100138","Transport","10000","","2006-12-01 00:00:00"
"1033742","100072","Dispersed","10000","","2006-12-01 00:00:00"
"1033744","100754","Dispersed","10000","","2006-12-01 00:00:00"
"1033745","100468","Dispersed","10000","","2006-12-01 00:00:00"
"1033746","100311","Dispersed","10000","","2006-12-01 00:00:00"
"1033748","100366","Dispersed","10000","","2006-12-01 00:00:00"
"1033749","100882","Dispersed","10000","","2006-12-01 00:00:00"
"1033750","100051","Unknown","10000","","2006-12-01 00:00:00"
"1033751","100053","Dispersed","10000","","2006-12-01 00:00:00"
"1033752","100128","Dispersed","10000","","2006-12-01 00:00:00"
"1033752","100128","Transport","10000","","2006-12-01 00:00:00"
"1033753","100876","Unknown","10000","","2006-12-01 00:00:00"
"1033754","50156","Released","10000","","2006-12-01 00:00:00"
"1033755","100848","Unknown","10000","","2006-12-01 00:00:00"
"1033756","100294","Unknown","10000","","2006-12-01 00:00:00"
"1033757","53432","Unknown","10000","","2006-12-01 00:00:00"
"1033758","100548","Dispersed","10000","","2006-12-01 00:00:00"
"1033759","100908","Dispersed","10000","","2006-12-01 00:00:00"
"1033759","100908","Transport","10000","","2006-12-01 00:00:00"
"1033760","100905","Unknown","10000","","2006-12-01 00:00:00"
"1033761","100189","Dispersed","10000","","2006-12-01 00:00:00"
"1033762","100370","Dispersed","10000","","2006-12-01 00:00:00"
"1033762","100370","Transport","10000","","2006-12-01 00:00:00"
"1033763","100028","Dispersed","10000","","2006-12-01 00:00:00"
"1033764","100935","Dispersed","10000","","2006-12-01 00:00:00"
"1033765","100800","Unknown","10000","","2006-12-01 00:00:00"
"1033766","100372","Dispersed","10000","","2006-12-01 00:00:00"
"1033767","100224","Dispersed","10000","","2006-12-01 00:00:00"
"1033768","100682","Dispersed","10000","","2006-12-01 00:00:00"
"1033769","50554","Transport","10000","","2006-12-01 00:00:00"
"1033770","100061","Unknown","10000","","2006-12-01 00:00:00"
"1033771","100379","Dispersed","10000","","2006-12-01 00:00:00"
"1033772","100498","Dispersed","10000","","2006-12-01 00:00:00"
"1033775","50215","Dispersed","10000","","2006-12-01 00:00:00"
"1033776","100561","Dispersed","10000","","2006-12-01 00:00:00"
"1033777","100566","Dispersed","10000","","2006-01-29 00:00:00"
"1033778","100567","Dispersed","10000","","2006-01-29 00:00:00"
"1033779","100568","Dispersed","10000","","2006-12-01 00:00:00"
"1033780","100569","Dispersed","10000","","2006-12-01 00:00:00"
"1033781","100705","Dispersed","10000","","2006-12-01 00:00:00"
"1033782","100963","Dispersed","10000","","2006-01-29 00:00:00"
"1033783","100513","Dispersed","10000","","2006-12-01 00:00:00"
"1033784","100677","Dispersed","10000","","2006-12-01 00:00:00"
"1033785","100043","Dispersed","10000","","2006-12-01 00:00:00"
"1033786","100044","Dispersed","10000","","2006-12-01 00:00:00"
"1033787","100045","Dispersed","10000","","2006-12-01 00:00:00"
"1033788","100482","Dispersed","10000","","2006-12-01 00:00:00"
"1033789","100515","Dispersed","10000","","2006-12-01 00:00:00"
"1033790","100600","Dispersed","10000","","2006-12-01 00:00:00"
"1033791","100572","Dispersed","10000","","2006-12-01 00:00:00"
"1033792","50531","Transport","10000","","2006-12-01 00:00:00"
"1033793","100191","Dispersed","10000","","2006-01-29 00:00:00"
"1033794","100192","Dispersed","10000","","2006-12-01 00:00:00"
"1033795","100782","Dispersed","10000","","2006-12-01 00:00:00"
"1033796","100946","Dispersed","10000","","2006-01-29 00:00:00"
"1033797","100731","Dispersed","10000","","2006-12-01 00:00:00"
"1033798","100085","Dispersed","10000","","2006-01-29 00:00:00"
"1033799","100284","Dispersed","10000","","2006-12-01 00:00:00"
"1033800","100352","Dispersed","10000","","2006-12-01 00:00:00"
"1033801","100543","Dispersed","10000","","2006-12-01 00:00:00"
"1033802","100347","Dispersed","10000","","2006-12-01 00:00:00"
"1033803","100143","Dispersed","10000","","2006-12-01 00:00:00"
"1033804","100158","Dispersed","10000","","2006-01-29 00:00:00"
"1033805","100059","Transport","10000","","2006-12-01 00:00:00"
"1033806","50527","Unknown","10000","","2006-12-01 00:00:00"
"1033806","50527","Transport","10000","","2006-12-01 00:00:00"
"1033807","50124","Transport","10000","","2006-01-30 00:00:00"
"1033808","100090","Transport","10000","","2006-12-01 00:00:00"
"1033809","100124","Dispersed","10000","","2006-12-01 00:00:00"
"1033809","100124","Transport","10000","","2006-12-01 00:00:00"
"1033810","53253","Transport","10000","","2006-01-30 00:00:00"
"1033811","101209","Dispersed","10000","","2006-12-01 00:00:00"
"1033812","100165","Dispersed","10000","","2006-12-01 00:00:00"
"1033813","100205","Unknown","10000","","2006-12-01 00:00:00"
"1033814","50147","Unknown","10000","","2006-12-01 00:00:00"
"1033814","50147","Transport","10000","","2006-12-01 00:00:00"
"1033815","100399","Unknown","10000","","2006-12-01 00:00:00"
"1033816","1121","Dispersed","10000","","2006-12-01 00:00:00"
"1033816","1121","Transport","10000","","2006-12-01 00:00:00"
"1033817","100416","Transport","10000","","2006-12-01 00:00:00"
"1033818","100464","Transport","10000","","2006-12-01 00:00:00"
"1033819","100535","Dispersed","10000","","2006-12-01 00:00:00"
"1033820","53491","Dispersed","10000","","2006-12-01 00:00:00"
